policy_id,title,organization,support_ratio,ratio_audit_class,ratio_audit_reasons,roi_apply_method,manual_status,manual_required,manual_category,has_selected,has_numeric,ratio_candidate_count,amount_candidate_count,url
PBLN_000000000123423,[경북] 안동시 2026년 장애인기업육성지원사업 기업(사업화) 지원 모집 공고,경상북도,1.0,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,1,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123423
PBLN_000000000117583,[강원] 춘천시 2026년 창업지원자금(중소기업동행지원) 지원계획 공고,강원특별자치도,0.012,blocked_context,금융/융자/보증/이차보전 문맥,exclude,not_required,False,,False,False,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117583
PBLN_000000000118467,[부산] 2026년 중소기업 ISO 인증 지원사업 모집 공고,부산광역시,1.0,already_confirmed_ratio,기존 ratio_cap 확정,ratio_cap,not_required,False,,False,False,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118467
SMARTFACTORY:2026-N-0111:1,[제주] 2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,0.85,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,4,4,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0111&pbancSn=1
PBLN_000000000118679,[인천] 2026년 채용연계형 뿌리기업 근로환경 혁신 지원사업(환경개선) 모집 공고(지역산업맞춤형 일자리지원 사업),인천광역시,0.5,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,not_required,False,,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118679
TECHNOPARK:1747,"충남지자체 지식재산창출지원사업 수혜기업모집 공고(상시, 마감시까지)",충남테크노파크,0.1,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,manual_representative_recoverable,True,True,1,3,https://www.ctp.or.kr/business/datadetail.do?seq=2709310
TECHNOPARK:391,(2026-75호) 2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,강원테크노파크,0.85,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥; 자부담/총사업비/총규모/매출 문맥,subtract,pending,True,mixed_manual_review,False,True,6,6,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTI5NTEmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
PBLN_000000000119083,[충북] 2026년 소상공인 IP출원(상표출원) 지원 사업 소상공인 수혜자 모집 공고,충청북도,0.2,already_confirmed_ratio,기존 ratio_cap 확정,ratio_cap,not_required,False,,False,False,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119083
PBLN_000000000118049,2026년 중소벤처기업부 외국전문인력(E-7-1) 고용추천 공고,중소벤처기업부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,True,0,0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118049
PBLN_000000000119093,[인천] 2026년 파브(PAV) 부품 시험ㆍ인증 지원사업 참여기업 모집 공고,인천광역시,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,ratio_only,False,True,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119093
PBLN_000000000117588,[강원] 춘천시 2026년 중소기업 특례보증 지원계획 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117588
PBLN_000000000119126,2026년 물리ㆍ화학적 시험평가인증 지원사업 공고(메카노바이오활성소재 혁신의료기기 실증 기반구축),전북특별자치도,,no_support_ratio,support_ratio 없음,subtract,pending,True,recommend_only_payload,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119126
PBLN_000000000119181,[충북] 2026년 소부장 지원 전문가 스테이션 운영사업 기술애로 지원 모집 공고,충청북도,,no_support_ratio,support_ratio 없음,subtract,pending,True,mixed_manual_review,False,True,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119181
PBLN_000000000119124,2026년 의료기기 분야 기술지도 지원사업 공고(메카노바이오활성소재 혁신의료기기 실증 기반구축),전북특별자치도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119124
PBLN_000000000117597,[강원] 태백시 2026년 소상공인 특례보증ㆍ이차보전 지원 계획 공고,강원특별자치도,0.035,blocked_context,금융/융자/보증/이차보전 문맥,exclude,not_required,False,,False,False,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117597
PBLN_000000000123596,[서울ㆍ경기ㆍ인천ㆍ강원] 2026년 중소기업 AI활용 도입을 위한 AI훈련 참여기업 모집 공고,고용노동부,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,recommend_only_payload,True,True,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123596
PBLN_000000000119201,2026년 중소기업 연구인력 현장맞춤형 양성지원 사업 시행계획 공고,중소벤처기업부,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,manual_representative_recoverable,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119201
PBLN_000000000119764,2026년 중소기업 기술혁신 지원사업(KOSBIR) 통합 공고,중소벤처기업부,,no_support_ratio,support_ratio 없음,subtract,pending,True,total_scale_manual_review,False,True,0,14,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119764
PBLN_000000000119978,[경북] 2026년 OK FTA 컨설팅 지원사업 모집 공고(경북FTA통상진흥센터),경상북도,,no_support_ratio,support_ratio 없음,subtract,pending,True,recommend_only_payload,False,True,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119978
PBLN_000000000123477,[대구] 서대구산단 혁신지원센터 및 복합문화센터 운영 지원 입주기업 수요맞춤형 지원 참여기업 모집 공고,대구광역시,0.1,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123477
PBLN_000000000117600,[강원] 태백시 2026년 중소기업육성자금 지원 사업 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117600
PBLN_000000000120012,[경기] 2026년 공동활용 연구장비 사용료 지원 기업 모집 공고,경기도,0.2,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120012
PBLN_000000000123534,[전북] 2026년 기후테크 특화 오픈이노베이션 컨소시엄 추가모집 공고(기후테크 창업기업 성장지원사업),전북특별자치도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123534
PBLN_000000000117603,[강원] 원주시 2026년 창업기업자금 동행지원 계획 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117603
PBLN_000000000120312,2026년 국가배터리순환클러스터실증화시설 사용자 모집 공고,기후에너지환경부,0.5,already_confirmed_ratio,기존 ratio_cap 확정,ratio_cap,not_required,False,,False,False,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120312
TECHNOPARK:525,「AI 솔루션 기술개발」참여기업 모집공고,충남테크노파크,0.1,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,False,True,1,2,https://www.ctp.or.kr/business/datadetail.do?seq=2709173
PBLN_000000000117606,2026년 강릉시 단체관광객 유치 인센티브 지원계획 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117606
PBLN_000000000117611,[인천] 지역 중소기업 금융지원 강화를 위한 금융기관(NH농협은행) 협업 특별 경영안정자금 추가 지원 공고,인천광역시,,no_support_ratio,support_ratio 없음,review,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117611
PBLN_000000000119852,[경북] 2026년 로케이션 제작지원 사업 공고,경상북도,0.7,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,False,True,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119852
PBLN_000000000117621,[강원] 속초시 2026년 소상공인 특례보증 수수료 지원 사업 공고,강원특별자치도,0.8,blocked_context,금융/융자/보증/이차보전 문맥; 수수료/인증/교육/컨설팅/비현금 문맥,exclude,not_required,False,,False,False,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117621
PBLN_000000000121098,2026년 전동화 전력반도체 일괄공정 테스트베드 구축 기업지원 모집 공고,부산광역시,,no_support_ratio,support_ratio 없음,ratio_cap,not_required,False,,False,False,0,0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121098
PBLN_000000000117624,[강원] 속초시 2026년 소상공인 특례보증 지원 계획 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117624
PBLN_000000000120342,2026년 기업승계 M&A 활성화를 위한 컨설팅 지원사업 시행계획 공고,중소벤처기업부,0.4,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,False,True,1,15,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120342
TECHNOPARK:616,(2026-88호) 「홍천군 첨단바이오산업 활성화 지원사업」 지역(홍천군)선도기업 육성사업 수혜기업 모집,강원테크노파크,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,False,True,1,3,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMwMDkmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
PBLN_000000000118204,2026년 여성기업 육성사업 공고,중소벤처기업부,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,False,True,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118204
PBLN_000000000117626,[강원] 속초시 2026년 중소기업육성자금 이차보전금 지원 계획 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,review,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117626
PBLN_000000000120549,[경남] 2026년 항노화기업 천연물 소재화 지원사업 참여기업 모집 공고,경상남도,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120549
PBLN_000000000117630,[강원] 횡성군 2026년 인구감소지역 중소기업 특례보증 기업지원 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117630
PBLN_000000000122744,2026년 2차 GLP(세포독성) 시험평가인증 지원사업 공고(메카노바이오활성소재 혁신의료기기 실증 기반구축),산업통상부,,no_support_ratio,support_ratio 없음,recommend_only,pending,True,recommend_only_payload,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122744
PBLN_000000000117643,2026년 예산군 로케이션 인센티브 제작지원 사업 공고,충청남도,0.5,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117643
PBLN_000000000123715,순환경제 DNA 선도기업ㆍ산업단지 2차 모집 공고,기후에너지환경부,0.4,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123715
TECHNOPARK:977,「AI 솔루션 기술개발」참여기업 추가 모집공고,충남테크노파크,0.1,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,False,True,1,2,https://www.ctp.or.kr/business/datadetail.do?seq=2709266
PBLN_000000000122359,[경북] 2026년 지역특화형(고도화) 스마트공장 구축사업 공고,중소벤처기업부,0.5,already_confirmed_amount,확정 대표금액 차감 우선,subtract,reviewed,False,keep_old_amount,True,True,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122359
PBLN_000000000117634,[강원] 횡성군 2026년 중소기업육성자금 이차보전 지원 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117634
ENERGYAGENCY:21809,2019년 에너지경영시스템 인프라 구축 지원사업 공고 안내,한국에너지공단,0.4,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,1,2,https://www.energy.or.kr/front/board/View2.do?boardMngNo=2&boardNo=21809
PBLN_000000000120600,[경북] 김천시 2026년 기술주치의119지원사업 공고,경상북도,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120600
TECHNOPARK:986,(2026-124호) 2026 강원 미래모빌리티 기업지원 프로그램 통합 공고,강원테크노파크,,no_support_ratio,support_ratio 없음,subtract,pending,True,manual_representative_recoverable,False,False,0,17,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxMjYmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
PBLN_000000000117644,[강원] 화천군 2026년 중소기업 및 소상공인 육성자금 융자추천 및 이차보전 지원계획 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117644
PBLN_000000000117646,[강원] 철원군 2026년 중소기업육성융자금 이차보전금 지원계획 공고,강원특별자치도,0.03,blocked_context,금융/융자/보증/이차보전 문맥; 수수료/인증/교육/컨설팅/비현금 문맥,exclude,not_required,False,,False,False,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117646
PBLN_000000000123782,[충남] 2026년 콘텐츠코리아랩 미드폼 영상콘텐츠 제작 지원사업 모집 공고,충청남도,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,reviewed,False,keep_old_amount,False,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123782
PBLN_000000000120673,2026년 다공성 탄소소재 기반 환경소재 및 부품개발 기반구축 사업 수혜기업 지원(시제품 제작 및 기술지도) 사업 공고,산업통상부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120673
PBLN_000000000117666,[인천] 2026년 새일여성인턴 참여 기업 모집 공고,성평등가족부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,False,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117666
PBLN_000000000117671,[인천] 서구 2026년 제품인증획득 지원사업 신청 공고,인천광역시,,no_support_ratio,support_ratio 없음,subtract,pending,True,recommend_only_payload,True,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117671
PBLN_000000000117673,2026년 희망리턴패키지 특화취업지원 소상공인 모집 수정 공고,중소벤처기업부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117673
PBLN_000000000117711,[경기] 포천시 2026년 중소기업 육성자금 융자지원 (이자차액 보전) 계획 공고,경기도,,no_support_ratio,support_ratio 없음,review,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117711
PBLN_000000000117728,[경기] 화성시 2026년 중소기업 특례보증 지원계획 공고,경기도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117728
PBLN_000000000120845,2026년 하반기 중소기업기술혁신개발사업 유망기술개발(구조혁신R&D) 시행계획 공고,중소벤처기업부,0.75,estimated_ratio_pending_review,"pending/review 필요, 단 직접지원 문맥 있음",subtract,pending,True,manual_representative_recoverable,False,False,6,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120845
PBLN_000000000117654,[강원] 2026년 중소ㆍ벤처기업 투자이음 강화 프로그램 참여기업 연중 상시접수 공고(강원 벤처투자 생태계 조성사업),강원특별자치도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,True,0,0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117654
PBLN_000000000120933,[경기] 시흥시 2026년 대야기계장비 소공인특화지원센터 자율사업 통합 모집 공고,경기도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120933
PBLN_000000000121028,[울산] 2026년 상반기 산업안전보건 국제표준 인증기업 지원사업 시행 공고,울산광역시,0.5,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,1,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121028
PBLN_000000000117737,[대전] 2026년 소상공인 인건비 지원사업 공고,대전광역시,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117737
PBLN_000000000118927,[강원] 2026년 직장문화ㆍ환경개선지원사업 참여기업 모집 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,subtract,pending,True,recommend_only_payload,False,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118927
PBLN_000000000117768,[울산] 2026년 식품진흥기금 융자사업 시행 공고,울산광역시,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117768
PBLN_000000000117791,[인천] 2026년 희망인천 특례보증 1단계 공고,인천광역시,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117791
PBLN_000000000117794,[경북] 2026년 중소기업 정부기술개발공모사업 선정지원 참여기업 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,recommend_only,pending,True,recommend_only_payload,False,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117794
PBLN_000000000119727,[부산] 2026년 중소기업 빅데이터 분석 활용 지원사업 참가기업 모집 공고,부산광역시,,no_support_ratio,support_ratio 없음,subtract,pending,True,recommend_only_payload,False,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119727
PBLN_000000000117805,[제주] 제주시 2026년 1인 소상공인 출산급여 지원 사업 공고,제주특별자치도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117805
PBLN_000000000123397,[충북] 2026년 중소기업 산업보안 진단 컨설팅 모집 공고(산업기술단지 거점기능강화사업),중소벤처기업부,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123397
PBLN_000000000117891,[충북] 2026년 청년일자리도약장려금 사업 참여기업 모집 공고,고용노동부,0.5,estimated_ratio_needs_light_review,위험 문맥은 없지만 직접지원 문맥 약함,subtract,not_required,False,,True,False,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117891
PBLN_000000000117893,대구광역시 내국인 단체 관광객 유치 인센티브 지원 공고,대구광역시,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117893
PBLN_000000000121193,[경남] 2026년 소상공인 IP출원(상표출원) 지원사업 소상공인 수혜자 모집 공고,지식재산처,0.2,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121193
PBLN_000000000117902,2026년 현장실습 훈련 지원사업(시니어 인턴십) 기업모집 공고,보건복지부,0.5,estimated_ratio_ok,지원비율 직접 적용 가능 문맥,subtract,not_required,False,,True,False,2,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117902
PBLN_000000000117906,[경남] 중소기업 밀집지역 금융지원 신청 공고,중소벤처기업부,0.5,blocked_context,금융/융자/보증/이차보전 문맥; 수수료/인증/교육/컨설팅/비현금 문맥,exclude,not_required,False,,False,False,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117906
PBLN_000000000117918,[경기] 안양시 2026년 소상공인 이자차액 보전금 지원계획 공고,경기도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117918
PBLN_000000000121348,2026년 한-체코ㆍ한-중국 에너지국제공동R&D 신규지원 대상과제 공고,기후에너지환경부,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,manual_representative_recoverable,False,False,1,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121348
PBLN_000000000117920,[경기] 안양시 2026년 소상공인 육성 특례보증 지원계획 공고,경기도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117920
PBLN_000000000117935,[제주] 2026년 식품진흥기금 융자지원 계획 공고,제주특별자치도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117935
PBLN_000000000117943,[경남] 창원시 2026년 창원기업지원단 현장애로컨설팅 지원사업 공고(단기컨설팅),경상남도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117943
PBLN_000000000121194,[경남] 고성군 2026년 지역지식재산창출 지원사업 공고,경상남도,0.9,already_confirmed_amount,확정 대표금액 차감 우선,subtract,reviewed,False,keep_old_amount,True,True,7,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121194
PBLN_000000000120375,2026년 중소기업 연구인력 현장맞춤형 양성지원사업 연구인력(R&D) 양성프로그램 참여기업 모집 공고,경기도,0.5,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120375
PBLN_000000000117945,[경기] 수원시 2026년 중소기업 특례보증 지원계획 공고,경기도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117945
PBLN_000000000117950,[인천] 중구 2026년 소상공인 (특례)협약보증 지원 사업 공고,인천광역시,0.025,blocked_context,금융/융자/보증/이차보전 문맥,exclude,not_required,False,,False,False,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117950
PBLN_000000000121411,[울산] 울주군 2026년 강소기업 육성 기술 혁신 지원사업 추가모집 공고,울산광역시,,no_support_ratio,support_ratio 없음,subtract,pending,True,manual_representative_recoverable,False,True,0,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121411
PBLN_000000000123585,[경남] 밀양시 2026년 3차 미래차 산업전환 공정기술 고도화 수혜기업 모집 공고(미래차 산업 전환 공정기술 고도화 지원사업),경상남도,0.5,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,1,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123585
PBLN_000000000117967,[경기] 수원시 2026년 중소기업육성자금 융자지원 계획 공고,경기도,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117967
PBLN_000000000121415,[경남] 2026년 경남형 제조 AX 고도화 패스트트랙 지원사업 도입기업 모집 공고,경상남도,0.2,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,False,True,1,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121415
PBLN_000000000117956,2026년 미래내일 일경험 참여기업 모집 공고,고용노동부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117956
