policy_id,title,organization,no_upload_group,no_upload_reason,recommended_action,old_amount_manwon,old_amount_actual,candidate_count,url
PBLN_000000000122820,2026년 한국형 ARPA-H 프로젝트 신규지원 대상과제 통합 공고,보건복지부,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,1930000.0,최대 193억원,28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122820
PBLN_000000000122852,2026년 하반기 우수 상용품 시범사용 제안제품 접수 공고,국방부,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,2000.0,"최대 2,000만원",1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122852
PBLN_000000000122891,2026년 2차 전력정보화 및 정책지원사업(신재생에너지 분야) 신규지원 대상과제 공고,기후에너지환경부,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,5000.0,"최대 5,000만원",4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122891
PBLN_000000000122942,[세종] 조달청 다수공급자계약(MAS) 활용 컨설팅 지원사업 공고,세종특별자치시,non_cash_only,비현금/수수료/인증성 후보만 있어 ROI 직접 차감 제외 후보입니다.,recommend_only_or_exclude,200.0,최대 200만원,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122942
PBLN_000000000122971,[경북] 2026년 경북중소기업기술혁신협의회 경북형 R&D플랫폼 참여기업 모집 공고,경상북도,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,,지원금 확인 필요,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122971
PBLN_000000000123119,2026년 바이오프린팅 활용 첨단바이오 활성화 지원사업(시설ㆍ장비 활용) 수혜기업 모집 공고,경상북도,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,3000.0,"최대 3,000만원",8,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123119
PBLN_000000000123130,2026년 K-온디바이스 AI반도체 기술개발사업 신규 지원대상 연구개발과제 공고,산업통상부,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,50000.0,최대 5억원,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123130
PBLN_000000000123189,[충북] 지능형첨단부품산업의 디지털전환 거점 구축 사업 AI 융합 제품ㆍ솔루션 고도화 지원 수혜기업 모집 공고,산업통상부,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,,최대 10% 지원,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123189
PBLN_000000000123354,[부산] 2026년 도시형소공인 맞춤형 패키지 지원사업 모집 공고,부산광역시,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,1200000.0,최대 120억원,28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123354
PBLN_000000000123374,[전남] 첨단로봇ㆍAI 활용 중소기업 제조혁신 사업 기업지원(실증지원) 모집 공고,전라남도,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,21000.0,최대 2.1억원,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123374
PBLN_000000000123379,[경북] 포항시 2026년 지역 기업 투자유치 활성화를 위한 Rising Star IR DAY 참가기업 모집 공고,경상북도,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,400.0,최대 400만원,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123379
PBLN_000000000123387,[경기] 안양시 2026년 우수기업 선정 공고,경기도,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,500.0,최대 500만원,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123387
PBLN_000000000123389,2026년 3차 광주 차세대 지능형 반도체 적용 온디바이스 AI 스케일업 밸리 육성 사업 성장스케일업 지원 수혜기업 추가모집 통합 공고(딥테크 스케일업 밸리 육성사업),과학기술정보통신부,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,300.0,최대 300만원,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123389
PBLN_000000000123427,[경기] 안산시 2026년 로봇직업교육센터 구축사업 제조기업 로봇공정 성능개선 지원사업 공고,경기도,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,210.0,최대 210만원,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123427
PBLN_000000000123448,해오름 이차전지 기업지원(비즈협력ㆍ스케일업) 수혜기업 모집 공고(해오름동맹 첨단이차전지 연대협력사업),경상북도,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,2500.0,"최대 2,500만원",4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123448
PBLN_000000000123451,바이오의약품 소재부품장비 기업지원 프로그램 모집 공고,산업통상부,non_cash_only,비현금/수수료/인증성 후보만 있어 ROI 직접 차감 제외 후보입니다.,recommend_only_or_exclude,1000.0,"최대 1,000만원",2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123451
PBLN_000000000123466,2026년 지능형 반도체 개발ㆍ실증지원 고신뢰 반도체 상용화를 위한 검증ㆍ확인 지원사업 기업 지원 프로그램 통합 공고,산업통상부,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,0.0,최대 0.5만원,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123466
PBLN_000000000123470,[대구] 2026년 2차 AI솔루션 실증 참여기업 모집 공고(지역특화 제조데이터 활성화 사업),중소벤처기업부,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,13000.0,최대 1.3억원,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123470
PBLN_000000000123478,[부산] 2026년 2차 연구개발장비 공동활용 지원사업 공고(장비사용료 지원사업 안내),부산광역시,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,600.0,최대 600만원,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123478
PBLN_000000000123526,[충남] 2026년 산학연 협동프로그램 참여기업 지원사업 모집 재공고(테크노파크 생산장비 고도화),충청남도,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,100.0,최대 100만원,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123526
PBLN_000000000123596,[서울ㆍ경기ㆍ인천ㆍ강원] 2026년 중소기업 AI활용 도입을 위한 AI훈련 참여기업 모집 공고,고용노동부,non_cash_only,비현금/수수료/인증성 후보만 있어 ROI 직접 차감 제외 후보입니다.,recommend_only_or_exclude,783.0,최대 783만원,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123596
PBLN_000000000123638,[경남] 2026년 4차 기술경영 애로해결을 위한 Quick Solution Program(기술닥터 및 이노카페심층상담) 참여기업 모집 공고,경상남도,non_cash_only,비현금/수수료/인증성 후보만 있어 ROI 직접 차감 제외 후보입니다.,recommend_only_or_exclude,10.0,최대 10만원,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123638
PBLN_000000000123670,[부산] 영도구 2026년 3차 부산 커피산업 생태계 R&D 클러스트 구축사업 기업지원 프로그램 통합 모집 공고(시군구연고산업육성 협업프로젝트),중소벤처기업부,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,3300.0,"최대 3,300만원",7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123670
PBLN_000000000123680,2026년 중견기업-공공연 개방형 혁신 지원 사업 신규과제 모집 공고,산업통상부,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,700.0,최대 700만원,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123680
PBLN_000000000123681,자동차부품기업 사이버보안 컨설팅 참여기업 모집 공고,산업통상부,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,5000.0,"최대 5,000만원",2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123681
PBLN_000000000123700,[대구] 2026년 산업안전보건 원스톱 서비스 지원 공고,대구광역시,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,1250.0,"최대 1,250만원",5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123700
PBLN_000000000123708,[경기] 2026년 공공의료원 AI진단보조기기 실증지원사업 참여기업 모집 공고,경기도,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,8000.0,"최대 8,000만원",6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123708
PBLN_000000000123718,[전남광주] 2026년 2차 중소기업 맞춤형 성장지원(컨설팅) 참여기업 모집 기간 연장 공고,전남광주통합특별시,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,350.0,최대 350만원,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123718
PBLN_000000000123747,2026년 디지털전환 혁신기업 기획지원 사업 (컨설팅 참여기업(관)) 모집,경상북도,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,150.0,최대 150만원,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123747
PBLN_000000000123771,[강원] 2026년 3차 지식재산 긴급지원 모집 공고,강원특별자치도,non_cash_only,비현금/수수료/인증성 후보만 있어 ROI 직접 차감 제외 후보입니다.,recommend_only_or_exclude,2000.0,"최대 2,000만원",1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123771
PBLN_000000000123783,[전남광주] 첨단 스마트그린 AX실증산단 구축사업 제조경쟁력 강화를 위한 기업AX 실증지원 공고,전남광주통합특별시,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,0.0,최대 0만원,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123783
SMARTFACTORY:2025-N-0211:1,2026년 제조DX멘토단 활용지원사업 통합공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,,지원금 확인 필요,13,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0211&pbancSn=1
SMARTFACTORY:2026-N-0010:1,2026년도 제조DX멘토단 활용지원(AX기획) 도입기업 모집 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,238.0,최대 238만원,6,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0010&pbancSn=1
SMARTFACTORY:2026-N-0011:1,2026년도 제조DX멘토단 활용지원(사전기획) 도입기업 모집 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,,,6,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0011&pbancSn=1
SMARTFACTORY:2026-N-0071:1,[경북] 2026년 제조DX멘토단 활용지원사업(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,21.0,최대 21만원,4,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0071&pbancSn=1
SMARTFACTORY:2026-N-0073:1,[충남] 2026년 제조DX멘토단 활용지원사업(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,,,4,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0073&pbancSn=1
SMARTFACTORY:2026-N-0074:1,[대구] 2026년 제조DX멘토단 활용지원사업(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,21.0,최대 21만원,4,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0074&pbancSn=1
SMARTFACTORY:2026-N-0075:1,[경남]2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,21.0,최대 21만원,4,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0075&pbancSn=1
SMARTFACTORY:2026-N-0085:1,[경기북부]2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,21.0,최대 21만원,4,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0085&pbancSn=1
SMARTFACTORY:2026-N-0104:1,2026 제조DX멘토 활용지원 구축지도 도입기업 모집,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,21.0,최대 21만원,4,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0104&pbancSn=1
SMARTFACTORY:2026-N-0110:2,[현대자동차그룹]2026 대중소상생형 스마트공장 구축(고도화 동일),스마트공장 사업관리시스템,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,,지원금 확인 필요,15,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0110&pbancSn=2
SMARTFACTORY:2026-N-0110:4,[현대자동차그룹]2026 대중소상생형 스마트공장 구축(고도화1),스마트공장 사업관리시스템,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,,지원금 확인 필요,15,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0110&pbancSn=4
SMARTFACTORY:2026-N-0110:5,[현대자동차그룹]2026 대중소상생형 스마트공장 구축(기초),스마트공장 사업관리시스템,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,,지원금 확인 필요,15,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0110&pbancSn=5
SMARTFACTORY:2026-N-0112:1,2026년 전북형 스마트 제조혁신 프로젝트 추가모집 (JS1-일반과제),스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,,,22,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0112&pbancSn=1
SMARTFACTORY:2026-N-0113:1,[포스코DX] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,150000.0,최대 15억원,17,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0113&pbancSn=1
SMARTFACTORY:2026-N-0114:1,[미라콤] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,300000.0,최대 30억원,17,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0114&pbancSn=1
SMARTFACTORY:2026-N-0115:1,[LS일렉트릭] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,150000.0,최대 15억원,17,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0115&pbancSn=1
SMARTFACTORY:2026-N-0118:1,[LG전자] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,150000.0,최대 15억원,17,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0118&pbancSn=1
SMARTFACTORY:2026-N-0119:1,[CJ올리브네트웍스] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,150000.0,최대 15억원,17,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0119&pbancSn=1
SMARTFACTORY:2026-N-0120:1,[한국네트웍스] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,150000.0,최대 15억원,17,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0120&pbancSn=1
SMARTFACTORY:2026-N-0122:1,[코오롱베니트] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,150000.0,최대 15억원,17,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0122&pbancSn=1
SMARTFACTORY:2026-N-0123:1,[한솔PNS] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,150000.0,최대 15억원,17,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0123&pbancSn=1
SMARTFACTORY:2026-N-0124:1,[현대자동차 그룹] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,50000.0,최대 5억원,9,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0124&pbancSn=1
TECHNOPARK:1316,아산시 CES 2027 기업지원 사업 참가기업 모집 재공고,충남테크노파크,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,2900.0,"전액 지원 (29,000천원 이내)",3,https://www.ctp.or.kr/business/datadetail.do?seq=2709280
TECHNOPARK:1399,(2026-129호) 「수요맞춤형 전기구동 경형 PBV 개발 지원기반 구축사업」 2026년 기업지원 프로그램 기술자문(지도) 추가 모집 공고,강원테크노파크,non_cash_only,비현금/수수료/인증성 후보만 있어 ROI 직접 차감 제외 후보입니다.,recommend_only_or_exclude,,지원금 확인 필요,1,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxNjAmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:1519,2026년 햇빛소득마을 컨설팅 지원사업 위탁기관 모집 공고,충남테크노파크,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,,,14,https://www.ctp.or.kr/business/datadetail.do?seq=2709292
TECHNOPARK:1532,(재공고) 2026년 테크노파크 생산장비 고도화 지원사업 산학연 협동프로그램 참여 기업 모집 재공고,충남테크노파크,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,,,7,https://www.ctp.or.kr/business/datadetail.do?seq=2709293
TECHNOPARK:1770,[2026-037호] 2026년도 세종 규제자유특구 수요조사 재공고(3차),세종테크노파크,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,,지원금 확인 필요,2,https://www.sjtp.or.kr/bbs/board.php?bo_table=business01&wr_id=1982
TECHNOPARK:1792,2026년 수출디딤돌지원사업 「2026 중국 상하이 시장개척단」참가기업 모집 공고,충남테크노파크,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,,,1,https://www.ctp.or.kr/business/datadetail.do?seq=2709312
TECHNOPARK:304,(2026-70호) 「2026 강원후평스마트에너지플랫폼 구축사업」 공장에너지관리시스템(FEMS) 수요기업 모집 공고,강원테크노파크,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,7000.0,"최대 7,000만원",2,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTI5MzEmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:391,(2026-75호) 2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,강원테크노파크,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,21.0,최대 21만원,6,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTI5NTEmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:405,2026년 전북특별자치도 공공데이터·AI 활용 창업경진대회 공고,전북테크노파크,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,,,5,https://www.jbtp.or.kr/board/view.jbtp?menuCd=DOM_000000102001000000&boardId=BBS_0000006&dataSid=20084
TECHNOPARK:525,「AI 솔루션 기술개발」참여기업 모집공고,충남테크노파크,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,5000.0,"최대 5,000만원",2,https://www.ctp.or.kr/business/datadetail.do?seq=2709173
TECHNOPARK:616,(2026-88호) 「홍천군 첨단바이오산업 활성화 지원사업」 지역(홍천군)선도기업 육성사업 수혜기업 모집,강원테크노파크,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,40000.0,최대 4억원,15,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMwMDkmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:955,(예산) 2026 시군구연고산업육성사업 2차 공고 (수정공고),충남테크노파크,selected_candidate_missing,Gemini 검수 결과 대표금액 없음,no_representative_amount,15427.0,최대 1.5억원,11,https://www.ctp.or.kr/business/datadetail.do?seq=2709247
TECHNOPARK:977,「AI 솔루션 기술개발」참여기업 추가 모집공고,충남테크노파크,selected_candidate_missing,대표금액 제외 타입이 혼합되어 정책 판단이 필요합니다.,exclude_or_policy_decision,5000.0,"최대 5,000만원",2,https://www.ctp.or.kr/business/datadetail.do?seq=2709266
PBLN_000000000118133,[경북] 2026년 화장품산업 경쟁력 강화사업(성분 분석ㆍ검증 시험인증) 모집공고,경상북도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,80.0,최대 80만원,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118133
PBLN_000000000118361,[경기] 부천시 2026년 유해물질 시험분석 수수료 지원 사업 참여 기업 모집 공고,경기도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,100.0,최대 100만원,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118361
PBLN_000000000118750,[경남] 진주시 2026년 중소기업 국내외 인증수수료 지원사업 공고,경상남도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,100.0,최대 100만원,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118750
PBLN_000000000119010,[인천] 2026년 연구장비 공동활용 지원사업 모집 공고,인천광역시,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,300.0,,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119010
PBLN_000000000119126,2026년 물리ㆍ화학적 시험평가인증 지원사업 공고(메카노바이오활성소재 혁신의료기기 실증 기반구축),전북특별자치도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,400.0,,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119126
PBLN_000000000119181,[충북] 2026년 소부장 지원 전문가 스테이션 운영사업 기술애로 지원 모집 공고,충청북도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,100.0,최대 100만원,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119181
PBLN_000000000119201,2026년 중소기업 연구인력 현장맞춤형 양성지원 사업 시행계획 공고,중소벤처기업부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,1720.0,"최대 1,720만원",7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119201
PBLN_000000000119733,[울산] 울주군 2026년 강소기업 육성 기술 혁신 지원사업 시행 공고,울산광역시,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,1000.0,"최대 1,000만원",12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119733
PBLN_000000000120134,[전남광주] 2026년 평동산업단지 중소기업 보증료 지원사업 공고,전남광주통합특별시,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,100.0,최대 100만원,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120134
