policy_id,title,organization,manual_group,action_hint,system_reason,old_amount_manwon,old_amount_actual,system_new_amount_manwon,system_new_amount_type,candidate_count,context,url,manual_review_decision,manual_amount_manwon,manual_amount_actual,manual_amount_type,manual_roi_apply_method,manual_support_ratio,manual_evidence,manual_note,reviewer,reviewed_at
PBLN_000000000120591,조선ㆍ해양 배관 및 시운전 장비 공동활용 지원 사업 모집 공고(선박해양플랜트연구소 해양플랜트산업지원센터 구축 장비 공동 활용 사업),해양수산부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120591,,,,,,,,,,
PBLN_000000000120679,[인천] 2026년 시제품제작 장비 (3D 프린팅) 공동활용 지원 공고,인천광역시,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120679,,,,,,,,,,
PBLN_000000000120694,[충북] 2026년 수출기업 해외규격인증 취득 지원사업 참여기업 모집 공고,충청북도,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120694,,,,,,,,,,
PBLN_000000000120871,[경북] 2026년 초거대 AI 기술 컨설팅 신규 대상기업 모집 공고(초거대 AI 클라우드 팜 실증 및 확산 환경 조성사업),경상북도,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120871,,,,,,,,,,
PBLN_000000000121025,2026년 해양플랜트 서비스산업 엔지니어링 기술 지원 공고(해양플랜트 서비스산업 장비 공동활용 및 인력양성 사업),해양수산부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121025,,,,,,,,,,
PBLN_000000000121098,2026년 전동화 전력반도체 일괄공정 테스트베드 구축 기업지원 모집 공고,부산광역시,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121098,,,,,,,,,,
PBLN_000000000121617,2026년 조달청 우수제품 지정계획 변경 공고,조달청,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121617,,,,,,,,,,
PBLN_000000000121697,[경북] 2026년 중대재해 예방 사각지대 해소 지원사업 참여기업 모집 공고,경상북도,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121697,,,,,,,,,,
PBLN_000000000121868,2026년 생활화학제품 안전관리 컨설팅 지원사업 참여기업 모집 공고,기후에너지환경부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121868,,,,,,,,,,
PBLN_000000000122309,2026년 바이오 의료기기 해외 진출 지원 제로트러스트 기반구축사업 참여기업 상시 지원 모집 공고,산업통상부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122309,,,,,,,,,,
PBLN_000000000122357,[충북] 2026년 중소기업 경영애로 전문가 컨설팅서비스 참여기업 모집 공고,충청북도,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122357,,,,,,,,,,
PBLN_000000000122371,[경기] 제조데이터 기반 디지털전환 실증 참여기업 모집 공고,산업통상부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122371,,,,,,,,,,
PBLN_000000000122526,[경북] 2026년 중대재해 예방 사각지대 해소 지원사업 참여기업 모집 변경 공고,경상북도,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122526,,,,,,,,,,
PBLN_000000000122589,2026년 제조산업 공정작업용 로봇 엔드이펙터 실증 기반 구축 사업 지원 기업 모집 공고,산업통상부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122589,,,,,,,,,,
PBLN_000000000122627,[서울] 2026년 2차 서울형 R&D 지원사업 테스트베드서울 통합 공고,서울특별시,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122627,,,,,,,,,,
PBLN_000000000122650,[충북] 2026년 연구개발장비 공동활용 기업애로상담 프로그램 수요기업 모집 공고,충청북도,candidate_missing,ocr_or_manual_source_check,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122650,,,,,,,,,,
PBLN_000000000122670,2026년 산업통상부-공공기관 기술나눔 공고,산업통상부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122670,,,,,,,,,,
PBLN_000000000122863,[경북] 2026년 제조업AI융합기반조성사업 경북AX랩 활용기업 모집 공고,경상북도,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122863,,,,,,,,,,
PBLN_000000000123038,2026년 대구 미래신산업 유망벤처ㆍ고성장기업 육성사업 글로벌 비상(飛上) 프로젝트 참여기업 모집 공고,대구광역시,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123038,,,,,,,,,,
PBLN_000000000123203,AI기반 Age-Tech 산업 중심의 디지털의료제품 지원 바이오데이터 및 알고리즘 실증 기술서비스 모집 상시 공고(산업혁신기반구축ㆍ2차년도),산업통상부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123203,,,,,,,,,,
PBLN_000000000123222,2026년 2차 섬유산업 지능형 마이크로팩토리 제조 플랫폼 실증기반 구축사업 I-Tube 기술지원 서비스 참여기업 모집 공고,산업통상부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123222,,,,,,,,,,
PBLN_000000000123225,[전북] 2026년 5차 ILP 서비스 기술연결 수요기업 모집 공고,전북특별자치도,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123225,,,,,,,,,,
PBLN_000000000123296,2026년 2차 기후에너지환경부 혁신제품 지정기간 연장(2차 연장) 공고,기후에너지환경부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123296,,,,,,,,,,
PBLN_000000000123335,2026년 차세대 특화망 사전검증(PoC) 지원사업 수요기업 모집 공고,과학기술정보통신부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123335,,,,,,,,,,
PBLN_000000000123346,[경북] 포항시 중소ㆍ벤처기업 기술지원(벤처지원단) 사업 참여기업 모집 공고,경상북도,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123346,,,,,,,,,,
PBLN_000000000123361,2026년 청정공정 확산사업 참여기업 모집 공고,산업통상부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123361,,,,,,,,,,
PBLN_000000000123397,[충북] 2026년 중소기업 산업보안 진단 컨설팅 모집 공고(산업기술단지 거점기능강화사업),중소벤처기업부,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123397,,,,,,,,,,
PBLN_000000000123668,2026년 이차전지 소재부품 기업대상 기술개발 패키지 지원프로그램 참여기업 모집 공고,경상북도,candidate_missing,ocr_or_manual_source_check,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123668,,,,,,,,,,
PBLN_000000000123719,2026년 3차 품질보증조달물품 지정계획 공고,조달청,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123719,,,,,,,,,,
SMARTFACTORY:2026-N-0077:1,[대구] AI솔루션 실증 지원(단일 실증),스마트공장 사업관리시스템,candidate_missing,ocr_or_manual_source_check,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,,,,,,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0077&pbancSn=1,,,,,,,,,,
TECHNOPARK:1558,2026 패패부산(부산국제신발섬유패션전시회) 참가기업 모집공고,부산테크노파크,candidate_missing,ocr_or_manual_source_check,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,,,,,,,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9582070,,,,,,,,,,
TECHNOPARK:1559,2026년 부산 연구개발장비 공동활용 지원사업 모집 공고(2차),부산테크노파크,candidate_missing,ocr_or_manual_source_check,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,,,,,,,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9582071,,,,,,,,,,
TECHNOPARK:1749,「2026년 지역특화 제조데이터 활성화 사업」AI솔루션 실증 참여기업 모집 2차 공고,대구테크노파크,candidate_missing,ocr_or_manual_source_check,원문 조회 실패/빈 본문이라 재조회 필요,,,,,,,https://dgtp.or.kr/bbs/BoardControllView.do?bbsId=BBSMSTR_000000000003&nttId=15579,,,,,,,,,,
TECHNOPARK:1868,『고성능 전기차용 전동화시스템 성능평가 기반구축』 2026년도 기업지원 통합 모집 공고,충남테크노파크,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.ctp.or.kr/business/datadetail.do?seq=2709315,,,,,,,,,,
TECHNOPARK:539,전북AX랩 활용 희망기업 모집 상시공고,전북테크노파크,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.jbtp.or.kr/board/view.jbtp?menuCd=DOM_000000102001000000&boardId=BBS_0000006&dataSid=20151,,,,,,,,,,
TECHNOPARK:694,정보보호 기업 육성을 위한 지원사업 참여기업 추가모집(창업·벤처 기업),경남테크노파크,candidate_missing,ocr_or_manual_source_check,원문 조회 실패/빈 본문이라 재조회 필요,,,,,,,http://www.gntp.or.kr/biz/applyInfo/3744,,,,,,,,,,
TECHNOPARK:946,「2026 제12회 한국 AI 신발디자인 공모전」후원사 모집,부산테크노파크,candidate_missing,ocr_or_manual_source_check,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,,,,,,,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9581974,,,,,,,,,,
TECHNOPARK:964,[2026-047호] 2026년 디지털 콘텐츠 산업 규제개혁 어드바이저 참여기업 모집 공고,세종테크노파크,candidate_missing,ocr_or_manual_source_check,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,,,,,,,https://www.sjtp.or.kr/bbs/board.php?bo_table=business01&wr_id=1972,,,,,,,,,,
PBLN_000000000117942,[경남] 창원시 2026년 지식재산진흥 지원사업 기업 모집 공고,경상남도,residual_risk_reason,manual_review_required,한도/기업당 문맥 부족으로 보류 유지,,지원금 확인 필요,,,5,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117942,,,,,,,,,,
PBLN_000000000119212,[제주] 2026년 청정임산물 생산기반 지원사업 재공고,제주특별자치도,residual_risk_reason,manual_review_required,한도/기업당 문맥 부족으로 보류 유지,2161.0,"최대 2,161.8만원",,,13,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119212,,,,,,,,,,
PBLN_000000000121191,2026년 산업 분야 온실가스 국제감축사업 공고,산업통상부,residual_risk_reason,manual_review_required,한도/기업당 문맥 부족으로 보류 유지,1000000.0,최대 100억원,,,7,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121191,,,,,,,,,,
PBLN_000000000123662,[전북] 2026년 게임기업 컨설팅 지원사업 신청 게임기업(예비창업자) 모집 공고,전북특별자치도,residual_risk_reason,manual_review_required,한도/기업당 문맥 부족으로 보류 유지,60000.0,최대 6억원,,,4,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123662,,,,,,,,,,
PBLN_000000000123720,[부산] 2026년 콘텐츠코리아 랩 미드폼 영상콘텐츠 제작지원 사업 모집 공고,부산광역시,residual_risk_reason,manual_review_required,한도/기업당 문맥 부족으로 보류 유지,5000.0,"최대 5,000만원",,,12,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123720,,,,,,,,,,
