policy_id,title,organization,bucket,subtype,recommended_action,review_reason,source,old_amount_manwon,old_amount_actual,decision_reasons,candidate_count,url
PBLN_000000000123671,[전북] 2026년 2차 혁신성장 R&D+(연구개발)사업 지원사업 모집 공고,전북특별자치도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2470.0,"최대 2,470만원",large_amount_delta,55,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123671
PBLN_000000000123673,[대전] 2026년 2차 방산혁신클러스터 국방ㆍ드론분야 기술사업화 민-군 브릿지 코디네이터 지원기업 모집 공고,방위사업청,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,600.0,최대 600만원,clear_selected_candidate,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123673
PBLN_000000000123677,[제주] 건강기능식품 양산화 지원 사업 수혜기업 모집 공고(기능성식품공장운영 및 제품생산활성화사업),제주특별자치도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,900.0,최대 900만원,clear_selected_candidate,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123677
PBLN_000000000123679,[인천] 2026년 일하기 좋은 뿌리기업 선정 공고,인천광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,100000.0,최대 10억원,clear_selected_candidate,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123679
PBLN_000000000123682,2026년 ICT 중소기업 정보보호 지원 사업 수요기업 모집 공고,과학기술정보통신부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,480.0,최대 480만원,clear_selected_candidate,46,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123682
PBLN_000000000123691,[제주] 2026년 지역소재 기반 미드폼 영상 콘텐츠 제작 지원 사업 모집 공고(제주콘텐츠코리아랩 운영사업),제주특별자치도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,18000.0,최대 1.8억원,clear_selected_candidate,14,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123691
PBLN_000000000123694,[대전] 2026년 팝:콘 고도화 제작 지원사업 참여기업 모집 수정 공고,대전광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,28950.0,최대 2.9억원,large_amount_delta,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123694
PBLN_000000000123698,[대구] 2026년 노사상생 우수기업 발굴 및 지원 공고,대구광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,500.0,최대 500만원,clear_selected_candidate,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123698
PBLN_000000000123703,[부산] 2026년 3차 대외협력R&D기획지원사업 신규과제 공고,부산광역시,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2700.0,"최대 2,700만원",clear_selected_candidate,21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123703
PBLN_000000000123715,순환경제 DNA 선도기업ㆍ산업단지 2차 모집 공고,기후에너지환경부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,10000.0,최대 1억원,clear_selected_candidate,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123715
PBLN_000000000123732,[충북] 2026년 2차 시군 경쟁력강화산업 육성사업(R&D) 모집 수정 공고,충청북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,7500.0,"최대 7,500만원",clear_selected_candidate,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123732
PBLN_000000000123733,[경기] 화성시 2026년 하반기 그린안전리모델링 지원사업 참여기업 모집 공고,경기도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,500.0,최대 500만원,clear_selected_candidate,26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123733
PBLN_000000000123740,[대구] 2026년 대경이음 상생 R&D 지원 수혜기업 모집 공고(지역산업맞춤형 일자리지원사업 대경권 광역이음프로젝트),고용노동부,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,4500.0,"최대 4,500만원",clear_selected_candidate,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123740
PBLN_000000000123750,[경북] 경산시 2026년 산업 AX 미니프로젝트 지원 사업 참여기업 모집 공고(산업 인공지능(AI) 전환 및 확산기반조성),경상북도,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2000.0,"최대 2,000만원",clear_selected_candidate,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123750
SMARTFACTORY:2025-N-0194:1,2026년 스마트제조혁신 지원사업 통합공고,스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,50000.0,최대 5억원,clear_selected_candidate,108,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0194&pbancSn=1
SMARTFACTORY:2025-N-0197:1,2026년도 정부형 스마트공장 구축사업 공고(고도화),스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,20000.0,회당 최대 2억원,clear_selected_candidate,49,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0197&pbancSn=1
SMARTFACTORY:2025-N-0198:1,2026년도 정부형 스마트공장 구축사업 공고(동일수준),스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,20000.0,회당 최대 2억원 이내,clear_selected_candidate,49,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0198&pbancSn=1
SMARTFACTORY:2025-N-0203:2,2026년도 자율형공장 구축 지원사업(단독신청),스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,30000.0,최대 50% 지원,large_amount_delta,28,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0203&pbancSn=2
SMARTFACTORY:2026-N-0061:3,[2차]2026 대중소상생형(삼성) 스마트공장 구축(고도화),스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,15000.0,최대 1.5억원,clear_selected_candidate,7,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0061&pbancSn=3
SMARTFACTORY:2026-N-0061:4,"[2차]2026 대중소상생형(삼성) 스마트공장 구축(기초,동일수준)",스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,15000.0,최대 1.5억원,clear_selected_candidate,7,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0061&pbancSn=4
SMARTFACTORY:2026-N-0100:1,"2026년도 경북 지역특화형(고도화) 스마트공장 구축사업 공고(방산, 모빌리티)",스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,20000.0,회당 최대 2억원 이내,clear_selected_candidate,32,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0100&pbancSn=1
SMARTFACTORY:2026-N-0102:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(고도화) 공고,스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,25000.0,최대 2.5억원,large_amount_delta,15,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0102&pbancSn=1
SMARTFACTORY:2026-N-0103:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(기초) 공고,스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,25000.0,최대 2.5억원,large_amount_delta,15,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0103&pbancSn=1
SMARTFACTORY:2026-N-0107:1,2026년 경남 산업안전AI 스마트공장 구축 지원사업 공고,스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,28000.0,최대 2.8억원 이내,clear_selected_candidate,14,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0107&pbancSn=1
SMARTFACTORY:2026-N-0109:1,2026년 대구지역 스마트공장 구축(기초단계)지원 사업,스마트공장 사업관리시스템,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,4700.0,"최대 4,700만원",clear_selected_candidate,5,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0109&pbancSn=1
TECHNOPARK:1382,2026년 인천광역시 우수디자인 시제품개발지원사업 모집 공고[~7/7],인천테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2500.0,"최대 2,500만원",clear_selected_candidate,2,https://itp.or.kr/intro.asp?tmid=13&seq=10859
TECHNOPARK:1743,「2026년 충청권 미래차 전환 혁신지원사업」 기업지원 프로그램(비R&D) 모집공고(2차),충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2000.0,"기업 당 최대 20,000천원",clear_selected_candidate,20,https://www.ctp.or.kr/business/datadetail.do?seq=2709309
TECHNOPARK:1752,[서천군] 2026년 시군구연고산업육성 협업프로젝트(서천군 해양바이오 인큐베이팅 사업) 3차 수혜기업 모집 공고 기간 연장 안내,충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,5000.0,조건별 기업당 최대 5천만원,large_amount_delta,16,https://www.ctp.or.kr/business/datadetail.do?seq=2709311
TECHNOPARK:1794,2026년도 인천광역시 중소기업 디자인개발지원사업 (하반기 일반기업 지원분야) 과제 모집,인천테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1800.0,"조건별 최대 1,800만원",selected_candidate_missing,2,https://itp.or.kr/intro.asp?tmid=13&seq=10879
TECHNOPARK:268,「2026년 수소상용차 부품 성능 검증 기반 구축」사업 장비활용 지원 수혜기업 모집,충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000.0,"최대 1,000만원",clear_selected_candidate,3,https://www.ctp.or.kr/business/datadetail.do?seq=2709128
TECHNOPARK:271,CES 2027 충남관 참가기업 모집 공고,충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2650.0,"최대 2,650만원",clear_selected_candidate,3,https://www.ctp.or.kr/business/datadetail.do?seq=2709129
TECHNOPARK:579,「플렉서블·스트레처블 산업 창출을 위한 부착형 디스플레이 기술 기반구축」 2026년도 기업지원 수혜기업 모집 재공고,충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2630.0,"최대 2,630만원",clear_selected_candidate,2,https://www.ctp.or.kr/business/datadetail.do?seq=2709184
TECHNOPARK:654,아산시 CES 2027 기업지원 사업 참가기업 모집 공고,충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,2700.0,"전액 지원 (27,000천원 이내)",clear_selected_candidate,3,https://www.ctp.or.kr/business/datadetail.do?seq=2709199
TECHNOPARK:818,「2026년 지역 거점 정보보호 클러스터 구축 사업」정보보호 성장지원 과제 모집공고(재공고),충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1000.0,"최대 1,000만원",clear_selected_candidate,5,https://www.ctp.or.kr/business/datadetail.do?seq=2709227
TECHNOPARK:976,「플렉서블·스트레처블 산업 창출을 위한 부착형 디스플레이 기술 기반구축」 2026년도 기업지원 수혜기업 모집 재공고,충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,200.0,최대 200만원,clear_selected_candidate,2,https://www.ctp.or.kr/business/datadetail.do?seq=2709265
TECHNOPARK:988,2026년 충청권 에너지기술공유대학 산학공동 에너지프로젝트 지원사업 2차 공고,충남테크노파크,resolved_update,,apply_payload_candidate,통합 payload에 포함된 업데이트 후보,,1500.0,"최대 1,500만원",clear_selected_candidate,5,https://www.ctp.or.kr/business/datadetail.do?seq=2709267
ENERGYAGENCY:24575,(수정)2026년도 산업진단 개선이행 지원사업 2차 공고,한국에너지공단,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,69000.0,최대 6.9억원,large_amount_delta,2,https://www.energy.or.kr/front/board/View2.do?boardMngNo=2&boardNo=24575
KPASS:P2950,2026년 산업기술국제협력사업 통합 시행계획 공고,한국산업기술진흥원,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,250000.0,최대 25억원,subtract_without_limit_context | large_amount_delta,19,https://www.k-pass.kr/notice/ancView.do?ancId=P2950&gubun=NEW
PBLN_000000000118027,2026년 KOLAS 공인 제품인증 서비스 바우처 지원사업 참가 희망기업 모집 공고,부산광역시,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,80.0,,large_amount_delta,8,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118027
PBLN_000000000118209,2026년 중소기업 연구인력지원사업 공고,중소벤처기업부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,3800.0,"최대 3,800만원",large_amount_delta,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118209
PBLN_000000000119206,[충남] 아산시 2026년 해외마케팅 지원사업 참가기업 모집 공고,충청남도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,400.0,최대 400만원,subtract_without_limit_context | large_amount_delta,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119206
PBLN_000000000119454,[경기] 평택시 2026년 국내외 지식재산 권리화 지원사업 모집 공고,경기도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,0.0,최대 0만원,large_amount_delta,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119454
PBLN_000000000119836,[전남광주] 2026년 상반기 구조고도화자금 지원 계획 공고,전남광주통합특별시,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,3000000.0,최대 300억원,large_amount_delta,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119836
PBLN_000000000121194,[경남] 고성군 2026년 지역지식재산창출 지원사업 공고,경상남도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,130.0,최대 130만원,large_amount_delta,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121194
PBLN_000000000121197,[경남] 창녕군 2026년 지역지식재산 창출지원사업 공고,경상남도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,130.0,최대 130만원,large_amount_delta,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121197
PBLN_000000000121785,[전남광주] 2026년 소규모 밀착 안전망 구축사업 참여기업 모집 공고(지역 중대재해 예방 사각지대 해소사업),전남광주통합특별시,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,10000.0,최대 1억원,large_amount_delta,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121785
PBLN_000000000121945,2026년 자이언트캐스팅(다이캐스팅) 부품 시험ㆍ평가ㆍ인증 및 기술지도 지원 시행 공고(자이언트캐스팅 공용센터 기반구축 사업),과학기술정보통신부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,1000.0,"최대 1,000만원",large_amount_delta,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121945
PBLN_000000000122359,[경북] 2026년 지역특화형(고도화) 스마트공장 구축사업 공고,중소벤처기업부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,63740000.0,최대 6374억원,large_amount_delta,27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122359
PBLN_000000000122384,2026년 글로벌산업기술협력센터 사업(M.AX 분야 공동연구) 시행계획 공고,산업통상부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,1000000.0,최대 100억원,large_amount_delta,15,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122384
PBLN_000000000122492,[충남] 2026년 IP디딤돌 프로그램 창업자 후속지원 대상자 모집 공고,충청남도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,900.0,최대 900만원,large_amount_delta,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122492
PBLN_000000000122501,2026년 디지털기반 중소사업장 산재예방 기술개발 지원사업 시행계획 공고,중소벤처기업부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,50000.0,최대 5억원,large_amount_delta,26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122501
PBLN_000000000122968,2026년 2차 안전일터 조성지원 사업 수정 공고,고용노동부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,3000.0,"최대 3,000만원",large_amount_delta,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122968
PBLN_000000000122997,[강원] 횡성군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,130.0,최대 130만원,large_amount_delta,31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122997
PBLN_000000000122998,[강원] 영월군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,130.0,최대 130만원,large_amount_delta,31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122998
PBLN_000000000123103,[전남광주] 로컬콘텐츠 기반 문화상품 개발 컨소시엄(공방&디자인기업) 모집 공고,전남광주통합특별시,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,1000.0,"최대 1,000만원",large_amount_delta,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123103
PBLN_000000000123154,2026년 3차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,297000.0,최대 29.7억원,large_amount_delta,15,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123154
PBLN_000000000123158,2026년 3차 친환경양식어업육성 사업대상자 모집 재공고(품종별산업화시설지원-친환경개체굴생산지원),해양수산부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,100000.0,최대 10억원,large_amount_delta,18,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123158
PBLN_000000000123188,[경북] 북부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,420.0,최대 420만원,large_amount_delta,39,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123188
PBLN_000000000123205,[경기] 안양시 2026년 하반기 국내외 IP 출원 및 인증 지원사업 모집 공고,경기도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,400.0,최대 400만원,selected_context_has_risk_keyword | large_amount_delta,8,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123205
PBLN_000000000123210,2026년 2차 국가표준기술력향상사업 신규지원 대상과제 공고,산업통상부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,7000.0,"최대 7,000만원",large_amount_delta,24,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123210
PBLN_000000000123247,[경남] 고성군 2026년 3차 시군구연고산업육성사업 지원기업 모집 공고,중소벤처기업부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,3630.0,"최대 3,630만원",large_amount_delta,17,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123247
PBLN_000000000123261,[인천] 2026년 우수디자인 시제품개발지원사업 모집 공고,인천광역시,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,290.0,최대 290만원,large_amount_delta,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123261
PBLN_000000000123371,[경남] 사천시ㆍ진주시 2026년 2차 우주ㆍ항공 제조기업 대상 DX 기반 품질ㆍ공정 개선 및 생산성 향상을 위한 무료 컨설팅 및 전문인력양성 지원사업 공고,산업통상부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,1500.0,"최대 1,500만원",large_amount_delta,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123371
PBLN_000000000123421,"2026년 중소기업기술혁신개발사업 글로벌선도기술개발(함께달리기, 이어달리기) 시행계획 공고",중소벤처기업부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,100000.0,최대 10억원,large_amount_delta,30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123421
PBLN_000000000123459,[경북] 2026년 4차 푸드테크 스마트 제조 기반 구축 사업 재공고,경상북도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,4500.0,"최대 4,500만원",large_amount_delta,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123459
PBLN_000000000123468,2026년 에너지신산업 개방형 혁신생태계 OpenLAB 조성사업 기업지원사업 수혜기업모집 공고,산업통상부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,8700.0,"최대 8,700만원",large_amount_delta,17,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123468
PBLN_000000000123512,[경북] 2026년 지역 연계 미드폼 제작지원 사업 공고(경북콘텐츠코리아랩 운영사업),경상북도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,1000.0,"최대 1,000만원",subtract_without_limit_context | large_amount_delta,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123512
PBLN_000000000123520,[제주] 2026년 2차 지역기업 성장사다리 지원사업 공고,중소벤처기업부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,5000.0,"최대 5,000만원",selected_context_has_risk_keyword | large_amount_delta,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123520
PBLN_000000000123549,[경기] 용인시 제2차 반도체기업 기술보호 지원사업 모집 공고,경기도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,2000.0,"최대 2,000만원",subtract_without_limit_context | large_amount_delta,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123549
PBLN_000000000123622,[전북] 2026년 전주1인창조기업지원센터 선택형 지원사업 공고,전북특별자치도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,400.0,최대 400만원,large_amount_delta,17,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123622
PBLN_000000000123644,[전북] 2026년 3차 데이터 활용기업 맞춤형 지원사업 수요기업 모집 연장 공고,전북특별자치도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,600.0,최대 600만원,subtract_without_limit_context | large_amount_delta,27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123644
PBLN_000000000123659,[경북] 2026년 3차 지역기업 성장사다리 지원사업 통합 추가 공고,중소벤처기업부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,4500.0,"최대 4,500만원",large_amount_delta,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123659
PBLN_000000000123764,AI융합 의료기기 신뢰성 강화 및 성능 평가ㆍ실증 사업 수혜기업 모집 공고,산업통상부,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,2280.0,"최대 2,280만원",large_amount_delta,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123764
PBLN_000000000123782,[충남] 2026년 콘텐츠코리아랩 미드폼 영상콘텐츠 제작 지원사업 모집 공고,충청남도,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,17500.0,최대 1.8억원,subtract_without_limit_context | large_amount_delta,19,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123782
SMARTFACTORY:2025-N-0203:1,2026년도 자율형공장 구축 지원사업(컨소시엄신청),스마트공장 사업관리시스템,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,2000.0,최대 50% 지원,large_amount_delta,28,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0203&pbancSn=1
SMARTFACTORY:2026-N-0105:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(동일수준) 공고,스마트공장 사업관리시스템,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,25000.0,최대 2.5억원,large_amount_delta,15,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0105&pbancSn=1
TECHNOPARK:1500,"(2026-130호) 2026년도 지역주력산업육성(지역특화 프로젝트 레전드 50+) 지원모집 2차 공고 (강원 2.0, 퀀텀점프)",강원테크노파크,resolved_keep_old,,no_update_keep_existing,large_amount_delta 검수 결과 기존값 유지,,1000.0,"10,000천원",large_amount_delta,12,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxNjgmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
