policy_id,title,organization,subtype,recommended_action,reason,fetch_status,source_kind,detail_text_length,attachment_text_length,fetch_error,url
PBLN_000000000122863,[경북] 2026년 제조업AI융합기반조성사업 경북AX랩 활용기업 모집 공고,경상북도,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2177,4958,[붙임1] 활용기업 모집 공고문.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%841%5D%20%ED%99%9C%EC%9A%A9%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwpx / 202606081052270392.hwpx: 404 Client Error: Not Found for url: https://www.bizin,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122863
PBLN_000000000123038,2026년 대구 미래신산업 유망벤처ㆍ고성장기업 육성사업 글로벌 비상(飛上) 프로젝트 참여기업 모집 공고,대구광역시,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2579,4393,『2026년 미래신산업 유망벤처‧고성장기업 육성사업』 글로벌 비상(飛上) 프로젝트 참여기업 모집공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%E3%80%8E2026%EB%85%84%20%EB%AF%B8%EB%9E%98%EC%8B%A0%EC%82%B0%EC%97%85%20%EC%9C%A0%EB%A7%9D%EB%B2%A4%EC%B2%98%E2%80%A7%EA%B3%A0%EC%84%B1%EC%9E%A5%EA%B8%B0%EC%97%85%2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123038
PBLN_000000000123203,AI기반 Age-Tech 산업 중심의 디지털의료제품 지원 바이오데이터 및 알고리즘 실증 기술서비스 모집 상시 공고(산업혁신기반구축ㆍ2차년도),산업통상부,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2293,6053,붙임1.+AI기반+Age-Tech+바이오데이터+및+알고리즘+실증+기반구축+상시공고문+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841.+AI%EA%B8%B0%EB%B0%98+Age-Tech+%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B0%8F+%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98+%EC%8B%A4%EC%A6%9D+%,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123203
PBLN_000000000123222,2026년 2차 섬유산업 지능형 마이크로팩토리 제조 플랫폼 실증기반 구축사업 I-Tube 기술지원 서비스 참여기업 모집 공고,산업통상부,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2799,12005,I-Tube 기술지원 서비스 참여기업 모집 공고 (통합 2026-2차 공고).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/I-Tube%20%EA%B8%B0%EC%88%A0%EC%A7%80%EC%9B%90%20%EC%84%9C%EB%B9%84%EC%8A%A4%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0%20(%ED%86%B5%ED%95%A9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123222
PBLN_000000000123225,[전북] 2026년 5차 ILP 서비스 기술연결 수요기업 모집 공고,전북특별자치도,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2222,3489,(공고문)2026년ILP서비스기술연결수요기업모집공고(5차).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)2026%EB%85%84ILP%EC%84%9C%EB%B9%84%EC%8A%A4%EA%B8%B0%EC%88%A0%EC%97%B0%EA%B2%B0%EC%88%98%EC%9A%94%EA%B8%B0%EC%97%85%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0(5%EC%B0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123225
PBLN_000000000123296,2026년 2차 기후에너지환경부 혁신제품 지정기간 연장(2차 연장) 공고,기후에너지환경부,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,1725,12064,2026년도 제2차 혁신제품 지정기간 연장(2차 연장) 공고문.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84%20%EC%A0%9C2%EC%B0%A8%20%ED%98%81%EC%8B%A0%EC%A0%9C%ED%92%88%20%EC%A7%80%EC%A0%95%EA%B8%B0%EA%B0%84%20%EC%97%B0%EC%9E%A5(2%EC%B0%A8%20%EC%97%B0%EC%9E%A5)%20%EA%B3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123296
PBLN_000000000123335,2026년 차세대 특화망 사전검증(PoC) 지원사업 수요기업 모집 공고,과학기술정보통신부,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2382,17456,붙임 1. 차세대 특화망 사전검증(PoC) 지원 공모 계획.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%201.%20%EC%B0%A8%EC%84%B8%EB%8C%80%20%ED%8A%B9%ED%99%94%EB%A7%9D%20%EC%82%AC%EC%A0%84%EA%B2%80%EC%A6%9D(PoC)%20%EC%A7%80%EC%9B%90%20%EA%B3%B5%EB%AA%A8%20%EA%B3%84%ED%9A,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123335
PBLN_000000000123346,[경북] 포항시 중소ㆍ벤처기업 기술지원(벤처지원단) 사업 참여기업 모집 공고,경상북도,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2143,2660,창조경제혁신센터-기술지원-모집-웹포스터_(최종).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%B0%BD%EC%A1%B0%EA%B2%BD%EC%A0%9C%ED%98%81%EC%8B%A0%EC%84%BC%ED%84%B0-%EA%B8%B0%EC%88%A0%EC%A7%80%EC%9B%90-%EB%AA%A8%EC%A7%91-%EC%9B%B9%ED%8F%AC%EC%8A%A4%ED%84%B0_(%EC%B5%9C%EC%A2%85).pdf / 2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123346
PBLN_000000000123361,2026년 청정공정 확산사업 참여기업 모집 공고,산업통상부,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,1917,6162,(공고문) 2026 청정공정확산사업 참여기업 모집.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%202026%20%EC%B2%AD%EC%A0%95%EA%B3%B5%EC%A0%95%ED%99%95%EC%82%B0%EC%82%AC%EC%97%85%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91.pdf / 202606181408360,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123361
PBLN_000000000123397,[충북] 2026년 중소기업 산업보안 진단 컨설팅 모집 공고(산업기술단지 거점기능강화사업),중소벤처기업부,attachment_text_no_amount,recommend_only_or_exclude,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2283,4954,[붙임4] 2026년 충북 중소기업 산업보안 진단 컨설팅 모집공고문+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%844%5D%202026%EB%85%84%20%EC%B6%A9%EB%B6%81%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%EC%82%B0%EC%97%85%EB%B3%B4%EC%95%88%20%EC%A7%84%EB%8B%A8%20%EC%BB%A8%EC%84%A4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123397
PBLN_000000000123668,2026년 이차전지 소재부품 기업대상 기술개발 패키지 지원프로그램 참여기업 모집 공고,경상북도,detail_text_no_amount,manual_or_ocr_review,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,fetched,url,2266,0,(공고문) 2026년도 이차전지 소재부품 기업대상 기술개발 패키지 지원프로그램 참여기업 모집 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%202026%EB%85%84%EB%8F%84%20%EC%9D%B4%EC%B0%A8%EC%A0%84%EC%A7%80%20%EC%86%8C%EC%9E%AC%EB%B6%80%ED%92%88%20%EA%B8%B0%EC%97%85%EB%8C%80%EC%,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123668
PBLN_000000000123719,2026년 3차 품질보증조달물품 지정계획 공고,조달청,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,2079,4397,1. 2026년 품질보증조달물품 지정계획 공고(3차).hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.%202026%EB%85%84%20%ED%92%88%EC%A7%88%EB%B3%B4%EC%A6%9D%EC%A1%B0%EB%8B%AC%EB%AC%BC%ED%92%88%20%EC%A7%80%EC%A0%95%EA%B3%84%ED%9A%8D%20%EA%B3%B5%EA%B3%A0(3%EC%B0%A8).hwpx / 20260629135200084,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123719
SMARTFACTORY:2026-N-0077:1,[대구] AI솔루션 실증 지원(단일 실증),스마트공장 사업관리시스템,detail_text_no_amount,manual_or_ocr_review,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,fetched,url,220,0,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0077&pbancSn=1
TECHNOPARK:1558,2026 패패부산(부산국제신발섬유패션전시회) 참가기업 모집공고,부산테크노파크,detail_text_no_amount,manual_or_ocr_review,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,fetched,url,2647,0,Application form_BISS 2026.docx: invalid response / (공고문)2026 패패부산(부산국제신발섬유패션전시회) 참여기업 모집공고.hwp: invalid response / 참가신청서(국문).hwp: invalid response,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9582070
TECHNOPARK:1559,2026년 부산 연구개발장비 공동활용 지원사업 모집 공고(2차),부산테크노파크,detail_text_no_amount,manual_or_ocr_review,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,fetched,url,2542,0,[첨부1] 공동활용 연구장비 목록 (수수료 및 문의처).pdf: invalid response / 2026년 연구개발장비 공동활용 지원사업_2차공고(최종).hwpx: invalid response / downloadRun.do: invalid response,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9582071
TECHNOPARK:1749,「2026년 지역특화 제조데이터 활성화 사업」AI솔루션 실증 참여기업 모집 2차 공고,대구테크노파크,retry_or_manual_source,retry_or_manual_source,원문 조회 실패/빈 본문이라 재조회 필요,fetch_failed,url,0,0,"HTTPSConnectionPool(host='dgtp.or.kr', port=443): Max retries exceeded with url: /bbs/BoardControllView.do?bbsId=BBSMSTR_000000000003&nttId=15579 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.",https://dgtp.or.kr/bbs/BoardControllView.do?bbsId=BBSMSTR_000000000003&nttId=15579
TECHNOPARK:1868,『고성능 전기차용 전동화시스템 성능평가 기반구축』 2026년도 기업지원 통합 모집 공고,충남테크노파크,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,1865,9387,,https://www.ctp.or.kr/business/datadetail.do?seq=2709315
TECHNOPARK:539,전북AX랩 활용 희망기업 모집 상시공고,전북테크노파크,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,1808,1384,,https://www.jbtp.or.kr/board/view.jbtp?menuCd=DOM_000000102001000000&boardId=BBS_0000006&dataSid=20151
TECHNOPARK:694,정보보호 기업 육성을 위한 지원사업 참여기업 추가모집(창업·벤처 기업),경남테크노파크,retry_or_manual_source,retry_or_manual_source,원문 조회 실패/빈 본문이라 재조회 필요,fetched_empty,url,0,0,,http://www.gntp.or.kr/biz/applyInfo/3744
TECHNOPARK:946,「2026 제12회 한국 AI 신발디자인 공모전」후원사 모집,부산테크노파크,detail_text_no_amount,manual_or_ocr_review,상세 본문에서 금액 후보가 없어 첨부/표 재확인 필요,fetched,url,2786,0,[공고] 2026 한국 AI 신발디자인 공모전 후원사 모집.hwp: invalid response,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9581974
TECHNOPARK:964,[2026-047호] 2026년 디지털 콘텐츠 산업 규제개혁 어드바이저 참여기업 모집 공고,세종테크노파크,attachment_text_no_amount,manual_or_ocr_review,첨부 텍스트는 있으나 금액 후보가 없어 표/OCR 품질 확인 필요,fetched,url,7084,4774,,https://www.sjtp.or.kr/bbs/board.php?bo_table=business01&wr_id=1972
