policy_id,title,organization,old_amount_manwon,old_amount_type,old_roi_apply_method,new_amount_manwon,new_amount_actual,new_amount_type,new_roi_apply_method,candidate_count,selected_evidence
PBLN_000000000123375,[전남] 첨단로봇ㆍAI 활용 중소기업 제조혁신 사업 기업지원(기술개발) 모집 공고,전라남도,7000.0,support_amount,subtract,7000.0,"최대 7,000만원",support_amount,subtract,12, 설계 등 로봇 및 시스템 개발 지원 - 기업당 최대 70백만원 지원 사업신청 방법 온라인 접수(전남테크노파크 데이터플랫폼) 사업신청 사이트 온라인신청 바로가기 문의처 (사업 담당) 전남테크노파크 ICT로봇
PBLN_000000000123392,[부산] 2026년 2차 지산학 기술도입 지원사업 참여기업 모집 공고(지산학 연결중개 촉진 지원사업),부산광역시,1000.0,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,4,"필수사항¡기술이전료 지원 : 도입 희망 기술의 이전 계약에 따른 비용의 50% 이내(최대 1,000만원) 지원-특허권의 양도(매매)"
PBLN_000000000123412,[경남] 2026년 수산부산물 재활용 규제자유특구 책임보험 지원기업 모집 공고,경상남도,2000.0,support_amount,subtract,2000.0,"최대 2,000만원",support_amount,subtract,2, 법적 보장한도를 포함한 책임보험 가입비용 지원 - 기업당 가입보험료의 80%(최대 20백만원) 이내 지원 사업신청 방법 온라인 접수 (경남테크노파크) 
PBLN_000000000123413,[경북] 2026년 3차 디지털전환 지원모델 확산사업 지역특화산업지원 참여기업 모집 재공고,경상북도,5000.0,support_amount,subtract,5000.0,"최대 5,000만원",support_amount,subtract,8, 제작하고자 하는 시제품의 도면 또는 이미지 첨부 氠瑢 작성요령 본 사업을 위한 소요경비를 지원금 50백만원 이내
PBLN_000000000123423,[경북] 안동시 2026년 장애인기업육성지원사업 기업(사업화) 지원 모집 공고,경상북도,500.0,support_amount,subtract,500.0,최대 500만원,support_amount,subtract,6, 홍보비 등 (최대 300만원) ④홍보동영상 : 기업 및 제품 홍보영상 제작 (최대 400만원) ⑤시제품 : 시제품 초기 단계 기술개발 비용 지원 (최대 500만원) * 1개 분야 선택하여 지원 가능
PBLN_000000000123434,[충북] 2026년 벤처 및 스타트업 기업 공동연구장비 활용 지원사업 참여기업 추가 공고,충청북도,1000.0,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,6," 지원내용□ 지원금액 ❍ 지원금 : 기업별 최대 10,000천원 (부가가치세를 제외한 공급가액 지원) - 2개 기업 내외 선정 및 지원 "
PBLN_000000000123437,[전북] 2026년 인공지능 신뢰성 향상지원 및 확보지원 참여기업 모집 공고,전북특별자치도,500.0,support_amount,subtract,500.0,최대 500만원,support_amount,subtract,1, AI 관련 제품이 없어서 AI 활용 아이디어를 보유한 지역 기업도 신청 가능 ❍ 지원기업 혜택 - 기업 부담금 없음 (무상 지원) - 장비 무상 지원 (선정기업 20개사 대상 기업당 슈퍼컴퓨터 1대 지원) - 클라우드 서비스 무상 지원 (선정기업 20개사 대상 기업당 500만원 예정)3추진일정 및 평가기준 ❍ 추진일정(안)공고 및 접수→평가→선정 결과→사업수행→결과보고사업공고 및 접수평가위원회(발표 및 평가) 평가 결
PBLN_000000000123443,[충북] 2026년 2차 바이오 국제공동연구사업 지원과제 공고(양자간 국제공동연구사업),충청북도,6000.0,support_amount,subtract,6000.0,"최대 6,000만원",support_amount,subtract,4, 국내와 국외 상호간 1:1 매칭 사업 ☞ 연간 0.6억원 이내 (2개 과제) 지원 사업신청 방법 이메일 접수 (jspark@cbio
PBLN_000000000123469,[충남] 2026년 2차 지역 거점 정보보호 클러스터 구축 사업 정보보호 기업 성장(사업화) 지원사업 모집 재공고,충청남도,1000.0,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,5," 인포테인먼트 등 다양한 기능을 수행하게 하는 부품산업군 - 특화산업 사업화(비R&D) 지원 : 5개사(1개사/10,000천원)* *공급사에 지급될 지원금 대비 10%인 부가가치세는 수혜기업이 부담함 2지원분야 및 지원대상 □ (지원분야) 사업화 지원(5건)구분①사업화"
PBLN_000000000123471,[충북] 2026년 예비수소전문기업 지원사업 수혜기업 추가 모집 공고,기후에너지환경부,5500.0,support_amount,subtract,5500.0,"최대 5,500만원",support_amount,subtract,16,"000 ~ 최대 55,000천원 지원 "
PBLN_000000000123477,[대구] 서대구산단 혁신지원센터 및 복합문화센터 운영 지원 입주기업 수요맞춤형 지원 참여기업 모집 공고,대구광역시,440.0,support_amount,subtract,500.0,최대 500만원,support_amount,subtract,10,) 내신청과제를종료했을경우지원금지급 ❍ 사후환급이가능한부가가치세는기업에서부담 ❍ 지원금(최대5백만원)을초과하는금액에대해서는기업에서부담 ❍ 기업별신청내용에따른지원분야및지원금규모는선정심사위원회결과에 따라조정가능 ❍ 인건비및간접성경비(비품구입비
PBLN_000000000123482,[경기] 2026년 기후테크 경진대회 참여기업 모집 공고(2027년 경기도 실증화 지원사업 연계),경기도,20000.0,support_amount,subtract,20000.0,최대 2억원,support_amount,subtract,3, ☞ 공고일 기준 경기도에 본사(또는 공장)가 소재한 중소ㆍ중견 기업으로서 기후테크 기술을 보유하고 있으며 실증 사례 추진이 필요한 기업 ☞ 실증비 지원 (기업당 최대 2억원)
PBLN_000000000123483,[부산] 2026년 2차 소규모사업장 작업환경개선 지원사업 모집 공고,부산광역시,175.0,support_amount,subtract,175.0,최대 175만원,support_amount,subtract,3, 업체별 최대 175만원(부가세 포함) (지원금액 외 업체부담 없음
PBLN_000000000123488,[경북] 구미시 2026년 푸드테크 상용화모델 개발 및 실증사업 수혜기업 모집 공고,경상북도,7500.0,support_amount,subtract,7500.0,"최대 7,500만원",support_amount,subtract,2,/ (참여기관) 구미 소재 외식 및 식품제조 업체 ☞ 컨소시엄 당 최대 75백만원 지원 - 외식 및 식품 제조기업 현장 애로사항을 해결할 수 있는 솔루션 기반 상용화 모델 개발 및 실증 - 푸드테크기업 기술선도형 또는 지역식
PBLN_000000000123489,[경북] 포항시 2026년 푸드테크 상용화모델 개발 및 실증사업 수혜기업 모집 공고,경상북도,7500.0,support_amount,subtract,7500.0,"최대 7,500만원",support_amount,subtract,2,/ (참여기관) 포항 소재 외식 및 식품제조 업체 ☞ 컨소시엄 당 최대 75백만원 지원 - 외식 및 식품 제조기업 현장 애로사항을 해결할 수 있는 솔루션 기반 상용화 모델 개발 및 실증 - 푸드테크기업 기술선도형 또는 지역식
PBLN_000000000123496,2026년 경북 뿌리산업 DX(디지털전환) 기술지원사업 수혜기업 모집 재공고(뿌리산업 제조공정혁신 지원을 위한 DX 기반구축),산업통상부,250.0,support_amount,subtract,250.0,최대 250만원,support_amount,subtract,5," 연구소) 또는 협약일 전까지 기업 이전 완료 기업으로써 전ㆍ후방 연관 제품(기술) 분야 신청 가능 ☞ 디지털전환 관련 결과물의 지식재산권 출원 지원(최대 2,500천원/건) 사업신청 방법 이메일 접수 (hjs0956@gbtp"
PBLN_000000000123507,2026년 2차 전북 기업성장 환류형 상생일자리 지원사업 참여기업 모집 공고(BIONE 고용혁신 프로젝트),전북특별자치도,5000.0,support_amount,subtract,5000.0,"최대 5,000만원",support_amount,subtract,14, 기업당 지원금은 기반지원 + 확장지원 인센티브를 포함하여 총 50백만원을 초과할 수 없으며 최종 지원금은 기업 선정 규모에 따라 예산 범위 내 조정될 수 있음 
PBLN_000000000123524,[경북] 경산시 2026년 푸드테크 상용화모델 개발 및 실증사업 수혜기업 모집 공고,경상북도,7500.0,support_amount,subtract,7500.0,"최대 7,500만원",support_amount,subtract,2,/ (참여기관) 경산 소재 외식 및 식품제조업체 ☞ 컨소시엄당 최대 75백만원 지원 - 외식 및 식품 제조기업 현장 애로사항을 해결할 수 있는 솔루션 기반 상용화 모델 개발 및 실증 지원 - 푸드테크기업 기술선도형 또는 
PBLN_000000000123527,[경북] 안동시 2026년 푸드테크 상용화모델 개발 및 실증사업 수혜기업 모집 공고,경상북도,7500.0,support_amount,subtract,7500.0,"최대 7,500만원",support_amount,subtract,2,/ (참여기관) 경산 소재 외식 및 식품제조업체 ☞ 컨소시엄당 최대 75백만원 지원 - 외식 및 식품 제조기업 현장 애로사항을 해결할 수 있는 솔루션 기반 상용화 모델 개발 및 실증 지원 - 푸드테크기업 기술선도형 또는 
PBLN_000000000123529,[부산] 2026년 리스크 대응 섬유패션 원부자재 공동 비축 시스템 구축사업 참여기업 모집공고,부산광역시,200.0,support_amount,subtract,200.0,최대 200만원,support_amount,subtract,3," 신발 등에 해당하는 기업 ☞ 업체당 최대 2,000천원 상당의 원부자재 지원 사업신청 방법 온라인 접수(리스크 대응 섬유패션 원부자재 공동 비축 시스템) 사업신청 사이트 온라인신청 바로가기 문의처 "
PBLN_000000000123534,[전북] 2026년 기후테크 특화 오픈이노베이션 컨소시엄 추가모집 공고(기후테크 창업기업 성장지원사업),전북특별자치도,3000.0,support_amount,subtract,3000.0,"최대 3,000만원",support_amount,subtract,4," ^3) ^4) (^5) (^6) ^7 양식 참가 신청서 『2026년 기후테크 창업기업 성장지원사업』 기후테크 특화 오픈이노베이션 컨소시엄 참가 신청서 과 제 명 지원분야 □ 클린테크 □ 카본테크 □ 에코테크 □ 푸드테크 □ 지오테크 앵커기업 기 업 명 대표자명 주 소 본사여부 □ 본사 □ 지사 □ 연구소 □ 공장 사업분야 창업기업 기 업 명 대표자명 설립일 업력(년) 주 소 본사여부 □ 본사 □ 지사 □ 연구소 □ 공장 사업분야 사 업 비 금 30,000,000원(금삼천만원 정) 30백만원 이내 앵커기업 실무책임자 성 명 전 화 부서/직위 휴대전화 창업기업 실무책임자 성 명 전 화 부서/직위 휴대전화 『"
PBLN_000000000123543,[경북] 포항시 2026년 경북형(포항) 스마트공장(기초단계) 구축지원사업 추가모집 공고,경상북도,6000.0,support_amount,subtract,6000.0,"최대 6,000만원",support_amount,subtract,3, 자세한 신청자격 공고문 참조 ☞ 소요 비용의 60% 지원(최대 60백만원/1개사 기준) - 정보통신기술(ICT)로 제품의 기획-설계-제조-판매 과정을통합하여 제조 공정을 최적화하는 스마트공장 구축지원 사업신청 방법 
PBLN_000000000123560,[경북] 안동시 2026년 중소기업 기술성장 디딤돌 사업 참여기업 추가모집 공고,경상북도,1000.0,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,15,"대상자별지원금액:기업 당 최대 10,000천원 지원"
PBLN_000000000123575,인천 공공 실증 오픈이노베이션 참여기업 모집 공고,인천광역시,2700.0,support_amount,subtract,2700.0,"최대 2,700만원",support_amount,subtract,2,"(월) 까지□ 주요 지원사항구분 지원 세부사항사업화 지원금◦ 최종 선정된 기업 대상 지원(기업별 2,700만원 내외)◦ 운영기관 승인 후 기업 선지출"
PBLN_000000000123585,[경남] 밀양시 2026년 3차 미래차 산업전환 공정기술 고도화 수혜기업 모집 공고(미래차 산업 전환 공정기술 고도화 지원사업),경상남도,5000.0,support_amount,subtract,5000.0,"최대 5,000만원",support_amount,subtract,6, 공정고도화 패키지 지원 1건(최대 50백만원/건) 다
PBLN_000000000123603,[경북] 구미시 2026년 핵심부품ㆍ소재기술 개발사업 신규지원(단기상용화R&Dㆍ기술컨설팅) 대상과제 공고,경상북도,4000.0,support_amount,subtract,4000.0,"최대 4,000만원",support_amount,subtract,2, 자세한 지원대상 공고문 참조 ☞ (단기상용화) 과제별 최대 40백만원
PBLN_000000000123605,[경기] 2026년 AI기업 글로벌 공동연구ㆍ해외진출 지원 예비참여기업 공개모집 공고,경기도,1000.0,voucher,subtract,1000.0,"최대 1,000만원",voucher,subtract,8," 생태계 탐방 등 현지진출 프로그램 - 기업당 1,000만원限 환급형 바우처 "
PBLN_000000000123606,[전남광주] 2026년 3차 융ㆍ복합 가전산업 기업 브랜드 강화 지원 참여기업 모집 공고(지역주도형 일자리 지원사업),전남광주통합특별시,1000.0,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,5, 상표) 출원 등 최대 10백만원 시장 지향형 제품 디자인 개발 지원 
PBLN_000000000123607,[경북] 김천시 2026년 4차 중소기업 기술성장 디딤돌 사업 참가기업 추가모집 공고,경상북도,700.0,support_amount,subtract,700.0,최대 700만원,support_amount,subtract,3,"지 원 금 액:기업당 최대 7,000천원 지원"
PBLN_000000000123610,[강원] 동해시 2026년 3차 수소 전문기업 육성지원 사업 공고,강원특별자치도,2200.0,support_amount,subtract,2000.0,"최대 2,000만원",support_amount,subtract,8," 자세한 지원대상 공고문 참조 ☞ 시제품 제작(기업당 최대 20,000천원) 지원 사업신청 방법 이메일 접수 (wishp3@gwtp"
PBLN_000000000123651,[부산] 2026년 수리조선산업 맞춤형 지원사업 추가모집 공고(스마트수리조선지원센터 관리운영 사업),부산광역시,300.0,support_amount,subtract,300.0,최대 300만원,support_amount,subtract,10,4(지원사업 기간 내) 신청금액 기업당 최대 3백만원 신청 가능 
PBLN_000000000123656,[충남] 2026년 2차 지역혁신클러스터육성(비R&D)사업 사업화 지원 수혜기업 모집 공고,충청남도,6000.0,support_amount,subtract,6000.0,"최대 6,000만원",support_amount,subtract,13," 자세한 지원대상 공고문 참조 ☞ 기업당 최대 6,000만원 이내 지원(프로그램 2개까지 지원 가능) - 특화산업(수소에너지) 분야 사업화 촉진 위한 시제품 제작"
PBLN_000000000123666,[경북] 2026년 3차 광역이음프로젝트 공동 R&Dㆍ일터 개선ㆍ재직자 훈련 참여기업 모집 통합 공고,경상북도,3000.0,support_amount,subtract,3000.0,"최대 3,000만원",support_amount,subtract,1," (전입 전) (전임 후) 사업 참여 신청 인원 명 [서식 8] ② 대경 이음 일터 개선 지원 제출서류 氠瑢 근 로 환 경 개 선 계 획 서 사 업 비 (단위 : 천원) 신청 프로그램명/세부 지원내용 신청 지원금 ex : 산업안전을 위한 노후 난간 개선 지원 ex : 30,000,000 원 수 행 기 간 202 "
PBLN_000000000123669,[대구] 2026년 R&D 과제 발굴 및 기획 지원 공고,대구광역시,1000.0,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,14, 전문가 등 연계 지원② IP전략 수립최대 10백만원 이내③ 기술․시장동향조사최대 10백만원 이내기획지원④ R&D 과제기획 지원최대 8백만원 이내최대 3
PBLN_000000000123673,[대전] 2026년 2차 방산혁신클러스터 국방ㆍ드론분야 기술사업화 민-군 브릿지 코디네이터 지원기업 모집 공고,방위사업청,600.0,support_amount,subtract,600.0,최대 600만원,support_amount,subtract,5, ☞ 대전지역 내에 소재한 국방드론(안티드론 포함) 전후방 분야 중소기업(신규진입 희망기업 포함) ☞ 민-군 브릿지 코디네이터(기업당 최대 6백만원 내외) 지원 - 드론 분야 기술(소프트웨어
PBLN_000000000123677,[제주] 건강기능식품 양산화 지원 사업 수혜기업 모집 공고(기능성식품공장운영 및 제품생산활성화사업),제주특별자치도,900.0,support_amount,subtract,900.0,최대 900만원,support_amount,subtract,3," ☞ 제주지역 내 사업장을 소재한 식품기업 ☞ 양산화(기업별 9,000천원 이내) 지원 사업신청 방법 온라인 접수 (제주산업정보서비스) 사업신청 사이트 온라인신청 바로가기 문의처 제주테크노파크 청정바이오사업본부 식품사"
PBLN_000000000123679,[인천] 2026년 일하기 좋은 뿌리기업 선정 공고,인천광역시,100000.0,support_amount,subtract,100000.0,최대 10억원,support_amount,subtract,5, 관내 유관기관 배포 채 용 ▪ (오프라인) 관내 취업/채용박람회 참가 기회 우선 제공 인센티브 ▪ 인천 일자리창출 우수기업 선정 가점(5) ▪ 경영안정자금(이자 차액 보전) 지원한도 10억원
PBLN_000000000123682,2026년 ICT 중소기업 정보보호 지원 사업 수요기업 모집 공고,과학기술정보통신부,480.0,subsidy,subtract,480.0,최대 480만원,subsidy,subtract,46, 보안 패키지는 최대 정부지원금 한도 내 지원(IT 보안 패키지 480만원
PBLN_000000000123691,[제주] 2026년 지역소재 기반 미드폼 영상 콘텐츠 제작 지원 사업 모집 공고(제주콘텐츠코리아랩 운영사업),제주특별자치도,18000.0,support_amount,subtract,18000.0,최대 1.8억원,support_amount,subtract,14," 총 180,000천원 이내 차등 지원 - 미드폼 1편당 5"
PBLN_000000000123698,[대구] 2026년 노사상생 우수기업 발굴 및 지원 공고,대구광역시,500.0,support_amount,subtract,500.0,최대 500만원,support_amount,subtract,3, ☞ 대구시 소재 100인 미만 사업장(사업자등록증 기준) ☞ 기업 노사 화합 프로그램 비용 일부 지원 (기업 당 최대 500만원) 사업신청 방법 이메일 접수 (dglabors@dglabors
PBLN_000000000123703,[부산] 2026년 3차 대외협력R&D기획지원사업 신규과제 공고,부산광역시,2700.0,support_amount,subtract,3000.0,"최대 3,000만원",support_amount,subtract,21,"000천원~30,000천원 이내 - 목표사업 및 평가결과에 따라 차등 지원 * 기획보고서 작성에 필요한 수요조사"
PBLN_000000000123715,순환경제 DNA 선도기업ㆍ산업단지 2차 모집 공고,기후에너지환경부,10000.0,support_amount,subtract,10000.0,최대 1억원,support_amount,subtract,6, 자세한 지원대상 공고문 참조 ☞ 「순환경제 세부 경영전략(‘26~’30)」수립(‘26년 기업당 약 1억원 상당의 계획수립 용역지원)
PBLN_000000000123732,[충북] 2026년 2차 시군 경쟁력강화산업 육성사업(R&D) 모집 수정 공고,충청북도,7500.0,support_amount,subtract,7500.0,"최대 7,500만원",support_amount,subtract,12, 협약에 따라 조정될 수 있음 ㅇ 지원금액 : 과제별 최대 75백만원 
PBLN_000000000123733,[경기] 화성시 2026년 하반기 그린안전리모델링 지원사업 참여기업 모집 공고,경기도,500.0,support_amount,subtract,500.0,최대 500만원,support_amount,subtract,26,외벽 도색 작업 시 기업당 최대 500만원 이내 지원 - 예) 내
PBLN_000000000123740,[대구] 2026년 대경이음 상생 R&D 지원 수혜기업 모집 공고(지역산업맞춤형 일자리지원사업 대경권 광역이음프로젝트),고용노동부,4500.0,support_amount,subtract,4500.0,"최대 4,500만원",support_amount,subtract,2,"재직자교육이수필수 컨소시엄당45,000천원6개컨소시엄지원금액의10% "
PBLN_000000000123750,[경북] 경산시 2026년 산업 AX 미니프로젝트 지원 사업 참여기업 모집 공고(산업 인공지능(AI) 전환 및 확산기반조성),경상북도,2000.0,support_amount,subtract,2000.0,"최대 2,000만원",support_amount,subtract,5, 실시간 데이터 분석 등을 지원하는 현장 중심의 AI Agent PoC를 중점 지원3개사 이내지원프로그램별최대 2천만원③ 제조설비 DX Retrofit PoCŸ제조설비의 신예화 및 지능화 기반 조성을 위해 기존 제조설비에 최신 DX 기술(센서
SMARTFACTORY:2025-N-0194:1,2026년 스마트제조혁신 지원사업 통합공고,스마트공장 사업관리시스템,50000.0,subsidy,subtract,50000.0,최대 5억원,subsidy,subtract,108, 지역특화 프로젝트 참여기업으로 선정된 기업□지원내용및조건◦지원내용-정보통신기술(ICT)로제품의기획-설계-제조-판매과정을통합하여제조공정을최적화하는스마트공장구축지원-제품설계‧ 생산공정개선등을위한스마트공장솔루션구축및솔루션과연동되는자동화장비‧ 제어기‧ 센서등구축지원◦지원과제:50개내외◦지원조건:과제별수준향상정도에따라정부지원금차등지급지원유형지원 기간지원 한도지원 비율구축목표 수준고도화최대 9개월최대 5억원(아래 표 참조)50% 이내중간1 이상목표설정필수 현재수준목표수준최대 지원한도미적용è중간1 3억원중간2 5억원기초è중간1 2억원중간2 4억원중간
SMARTFACTORY:2025-N-0197:1,2026년도 정부형 스마트공장 구축사업 공고(고도화),스마트공장 사업관리시스템,20000.0,support_amount,subtract,20000.0,최대 2억원,support_amount,subtract,49, (동일수준) 최대 6개월최대 9개월지원한도(고도화) 최대 2억원
SMARTFACTORY:2025-N-0198:1,2026년도 정부형 스마트공장 구축사업 공고(동일수준),스마트공장 사업관리시스템,20000.0,support_amount,subtract,20000.0,최대 2억원,support_amount,subtract,49, (동일수준) 최대 6개월최대 9개월지원한도(고도화) 최대 2억원
SMARTFACTORY:2026-N-0061:3,[2차]2026 대중소상생형(삼성) 스마트공장 구축(고도화),스마트공장 사업관리시스템,15000.0,support_amount,subtract,15000.0,최대 1.5억원,support_amount,subtract,7, 목표수준을 초과 달성했던 기업의 경우 1회 한해 목표수준에 맞는 지원금(최대 1.5억원) 지원 ** 기초단계 : 스마트공장 1회 이상 지원기업은 지원 불가 - 지원금 한도 초과분은 도입기업 부담 - 스마트공장 수준은 KS X 90
SMARTFACTORY:2026-N-0061:4,"[2차]2026 대중소상생형(삼성) 스마트공장 구축(기초,동일수준)",스마트공장 사업관리시스템,15000.0,support_amount,subtract,15000.0,최대 1.5억원,support_amount,subtract,7, 목표수준을 초과 달성했던 기업의 경우 1회 한해 목표수준에 맞는 지원금(최대 1.5억원) 지원 ** 기초단계 : 스마트공장 1회 이상 지원기업은 지원 불가 - 지원금 한도 초과분은 도입기업 부담 - 스마트공장 수준은 KS X 90
SMARTFACTORY:2026-N-0100:1,"2026년도 경북 지역특화형(고도화) 스마트공장 구축사업 공고(방산, 모빌리티)",스마트공장 사업관리시스템,20000.0,support_amount,subtract,20000.0,최대 2억원,support_amount,subtract,32," 회 ( 1 회차 고도화 → 2 회차 동일수준 ) 까지 지원 하되 , 회당 최대 2 억원 한도 , 지원비율 50% 이내에서 지원 가능 지원유형 지원기간 정부 지원한도 지"
SMARTFACTORY:2026-N-0107:1,2026년 경남 산업안전AI 스마트공장 구축 지원사업 공고,스마트공장 사업관리시스템,28000.0,support_amount,subtract,28000.0,최대 2.8억원,support_amount,subtract,14, 양산(시군비 매칭이 된 지역만 가능) ◦ (지원 조건) - 지원기간 내 AI공장 구축이 가능한 기업은 도입 예정인 ’AI기능‘과 ’적용 공정‘을 선택하여(붙임1 참조) 최대 2.8억원 내에서 구축 지원 氠瑢 구축목표수준
SMARTFACTORY:2026-N-0109:1,2026년 대구지역 스마트공장 구축(기초단계)지원 사업,스마트공장 사업관리시스템,4700.0,support_amount,subtract,4700.0,"최대 4,700만원",support_amount,subtract,5, RFID 등) 인프라 구축 지원 (지원대상) 대구광역시 소재 중소기업 중 스마트공장 미적용 기업 (지원과제) 11개사 내외 (지원 조건) 기업당 최대 47백만원 지원
TECHNOPARK:1382,2026년 인천광역시 우수디자인 시제품개발지원사업 모집 공고[~7/7],인천테크노파크,2500.0,support_amount,subtract,2500.0,"최대 2,500만원",support_amount,subtract,2," Perspective view) ■ 지원분야 및 금액 ( 양산금형 및 워킹목업 중 택 1) 개발분야 지원내용 지원금액 지원한도 양산금형 금형설계 및 금형제작 2,500 만원 지역 제작기업 매칭 : 최대 80% 타지역 제작기업 매칭 : 최대 70% 워킹목업 기구설계 및 구동 가능한 워킹목업 (Mock-up) 제작 8"
TECHNOPARK:1743,「2026년 충청권 미래차 전환 혁신지원사업」 기업지원 프로그램(비R&D) 모집공고(2차),충남테크노파크,2000.0,support_amount,subtract,2000.0,"최대 2,000만원",support_amount,subtract,20," 기업 당 최대 20,000천원까지 지원 (기업부담금 : 지원금액의 10%"
TECHNOPARK:268,「2026년 수소상용차 부품 성능 검증 기반 구축」사업 장비활용 지원 수혜기업 모집,충남테크노파크,1000.0,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,3," 10,000천원 이내 지원 10"
TECHNOPARK:271,CES 2027 충남관 참가기업 모집 공고,충남테크노파크,2650.0,support_amount,subtract,2650.0,"최대 2,650만원",support_amount,subtract,3," 최대 26,500천원 이내(부가세 미지원) "
TECHNOPARK:579,「플렉서블·스트레처블 산업 창출을 위한 부착형 디스플레이 기술 기반구축」 2026년도 기업지원 수혜기업 모집 재공고,충남테크노파크,2630.0,support_amount,subtract,2630.0,"최대 2,630만원",support_amount,subtract,2,"최대지원금 규모는 26,300천원 이내임③ 지원방식 :직접지원*형태임 *수행기관이 필요자원(모듈"
TECHNOPARK:654,아산시 CES 2027 기업지원 사업 참가기업 모집 공고,충남테크노파크,2700.0,support_amount,subtract,2700.0,"최대 2,700만원",support_amount,subtract,3," 최대 27,000천원 이내(부가세 미지원) "
TECHNOPARK:818,「2026년 지역 거점 정보보호 클러스터 구축 사업」정보보호 성장지원 과제 모집공고(재공고),충남테크노파크,1000.0,support_amount,subtract,1000.0,"최대 1,000만원",support_amount,subtract,5," 인포테인먼트 등 다양한 기능을 수행하게 하는 부품산업군 - 특화산업 사업화(비R&D) 지원 : 5개사(1개사/10,000천원)* *공급사에 지급될 지원금 대비 10%인 부가가치세는 수혜기업이 부담함 2지원분야 및 지원대상 □ (지원분야) 사업화 지원(5건)구분①사업화"
TECHNOPARK:976,「플렉서블·스트레처블 산업 창출을 위한 부착형 디스플레이 기술 기반구축」 2026년도 기업지원 수혜기업 모집 재공고,충남테크노파크,200.0,support_amount,subtract,200.0,최대 200만원,support_amount,subtract,2,"최대지원금 규모는 2,000천원 이내임③ 지원방식 :직접지원*형태임 *수행기관이 필요자원(모듈"
TECHNOPARK:988,2026년 충청권 에너지기술공유대학 산학공동 에너지프로젝트 지원사업 2차 공고,충남테크노파크,1500.0,support_amount,subtract,1500.0,"최대 1,500만원",support_amount,subtract,5, 기업당 최대 15백만원 이내 지원 ◦ 사업기간 : 2026
