policy_id,title,organization,risk_count,risk_reasons,auto_update_candidate,decision_reason,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,old_actual,old_basis
PBLN_000000000123534,[전북] 2026년 기후테크 특화 오픈이노베이션 컨소시엄 추가모집 공고(기후테크 창업기업 성장지원사업),전북특별자치도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,3000.0,support_amount,subtract,3,,,,,"최대 3,000만원","금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 교육"
PBLN_000000000123596,[서울ㆍ경기ㆍ인천ㆍ강원] 2026년 중소기업 AI활용 도입을 위한 AI훈련 참여기업 모집 공고,고용노동부,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,783.0,support_amount,subtract,3,,,,,최대 783만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 시험인증, 교육"
PBLN_000000000123679,[인천] 2026년 일하기 좋은 뿌리기업 선정 공고,인천광역시,4,subtract 금액이 10억원 이상 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 억 단위 금액이나 기업당/과제당 근거 부족 | 기존 타입 support_amount -> 새 타입 non_cash,False,risk_reasons_present,100000.0,support_amount,subtract,3,100000.0,non_cash,recommend_only,0.005,최대 10억원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 시험인증"
PBLN_000000000117643,2026년 예산군 로케이션 인센티브 제작지원 사업 공고,충청남도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,6000.0,support_amount,subtract,2,,,,0.5,"최대 6,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000119881,[제주] 2026년 어업활동지원 사업 대상자 모집 공고,제주특별자치도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,1440.0,support_amount,subtract,2,,,,,"최대 1,440만원","금액 판단: 금액 미기재 / 지원 방식: 시험인증, 교육"
PBLN_000000000120495,[강원] 2026년 수요기술 발굴 및 기술멘토링 지원사업 참여기업 모집 공고(전기차 충돌 후 배터리 핵심부품 안전성 확보 지원사업),강원특별자치도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,0.0,support_amount,subtract,2,,,,,최대 0만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000120600,[경북] 김천시 2026년 기술주치의119지원사업 공고,경상북도,4,subtract 금액이 10억원 이상 | subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 억 단위 금액이나 기업당/과제당 근거 부족,False,risk_reasons_present,200000.0,support_amount,subtract,2,200000.0,support_amount,subtract,,최대 20억원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 스마트공장"
PBLN_000000000121853,2026년 업종별 임금체계 개선 지원 사업 참여기업 모집 공고,고용노동부,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,8000.0,support_amount,subtract,2,,,,,"최대 8,000만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 시험인증, 교육"
PBLN_000000000122942,[세종] 조달청 다수공급자계약(MAS) 활용 컨설팅 지원사업 공고,세종특별자치시,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,200.0,support_amount,subtract,2,,,,,최대 200만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 시험인증, 판로수출"
PBLN_000000000123158,2026년 3차 친환경양식어업육성 사업대상자 모집 재공고(품종별산업화시설지원-친환경개체굴생산지원),해양수산부,4,subtract 금액이 10억원 이상 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 억 단위 금액이나 기업당/과제당 근거 부족 | 기존 타입 subsidy -> 새 타입 non_cash,False,risk_reasons_present,100000.0,subsidy,subtract,2,100000.0,non_cash,recommend_only,,최대 10억원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 시험인증"
PBLN_000000000123371,[경남] 사천시ㆍ진주시 2026년 2차 우주ㆍ항공 제조기업 대상 DX 기반 품질ㆍ공정 개선 및 생산성 향상을 위한 무료 컨설팅 및 전문인력양성 지원사업 공고,산업통상부,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,1500.0,support_amount,subtract,2,,,,,"최대 1,500만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 시험인증, 교육, 판로수출, 스마트공장"
PBLN_000000000123437,[전북] 2026년 인공지능 신뢰성 향상지원 및 확보지원 참여기업 모집 공고,전북특별자치도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,500.0,support_amount,subtract,2,,,,1.0,최대 500만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 교육"
PBLN_000000000123451,바이오의약품 소재부품장비 기업지원 프로그램 모집 공고,산업통상부,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,1000.0,support_amount,subtract,2,,,,,"최대 1,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000123459,[경북] 2026년 4차 푸드테크 스마트 제조 기반 구축 사업 재공고,경상북도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,4500.0,support_amount,subtract,2,,,,,"최대 4,500만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123505,2026년 1차 바이오스타 2.0 사업 참여 초기창업기업 모집 공고,과학기술정보통신부,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 억 단위 금액이나 기업당/과제당 근거 부족 | 기존 타입 support_amount -> 새 타입 non_cash,False,risk_reasons_present,34000.0,support_amount,subtract,2,34000.0,non_cash,recommend_only,,최대 3.4억원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000123610,[강원] 동해시 2026년 3차 수소 전문기업 육성지원 사업 공고,강원특별자치도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,2200.0,support_amount,subtract,2,,,,,"최대 2,200만원","금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 판로수출"
PBLN_000000000123681,자동차부품기업 사이버보안 컨설팅 참여기업 모집 공고,산업통상부,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,5000.0,support_amount,subtract,2,,,,,"최대 5,000만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000123718,[전남광주] 2026년 2차 중소기업 맞춤형 성장지원(컨설팅) 참여기업 모집 기간 연장 공고,전남광주통합특별시,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,350.0,support_amount,subtract,2,,,,,최대 350만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000123771,[강원] 2026년 3차 지식재산 긴급지원 모집 공고,강원특별자치도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,2000.0,support_amount,subtract,2,,,,,"최대 2,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000123782,[충남] 2026년 콘텐츠코리아랩 미드폼 영상콘텐츠 제작 지원사업 모집 공고,충청남도,4,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 억 단위 금액이나 기업당/과제당 근거 부족 | 기존 타입 support_amount -> 새 타입 non_cash,False,risk_reasons_present,17500.0,support_amount,subtract,2,18000.0,non_cash,recommend_only,,최대 1.8억원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000117839,2026년 고령친화식품 사용성평가 참여기업 모집 공고,식품의약품안전처,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,176.0,support_ratio,ratio_cap,1,,,,1.0,최대 100% 지원,금액 판단: 금액 미기재 / 지원 방식: 시험인증
PBLN_000000000118224,2026년 미래 치과이식형 디지털의료제품 개발 기반구축 사업 기술서비스 지원사업 통합 공고,산업통상부,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,500.0,support_ratio,ratio_cap,1,,,,0.25,최대 25% 지원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000119083,[충북] 2026년 소상공인 IP출원(상표출원) 지원 사업 소상공인 수혜자 모집 공고,충청북도,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,13.0,support_ratio,ratio_cap,1,,,,0.2,최대 20% 지원,금액 판단: 금액 미기재 / 지원 방식: 시험인증
PBLN_000000000119976,2026년 해양 연구 시설ㆍ장비 사용료 지원사업 모집 공고,해양수산부,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,1000.0,support_ratio,ratio_cap,1,,,,1.0,최대 100% 지원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 기술개발, 시험인증, 판로수출"
PBLN_000000000121193,[경남] 2026년 소상공인 IP출원(상표출원) 지원사업 소상공인 수혜자 모집 공고,지식재산처,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,13.0,support_ratio,ratio_cap,1,,,,0.2,최대 20% 지원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 교육"
PBLN_000000000121426,[대구] 2026년 BIT융합캠퍼스(의료ㆍ헬스ㆍ바이오) 지원사업 기업 모집 공고,대구광역시,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,7500.0,support_ratio,ratio_cap,1,,,,1.0,최대 100% 지원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000122333,2026년 SDV 전장부품 보안 평가센터 기업지원사업 수혜기업 모집 공고,산업통상부,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,2000.0,support_ratio,ratio_cap,1,,,,0.1,최대 10% 지원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000122473,2026년 해양수산 연구장비 렌탈지원사업 공고,해양수산부,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,14.0,support_ratio,ratio_cap,1,,,,0.06,최대 6% 지원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 판로수출"
PBLN_000000000122589,2026년 제조산업 공정작업용 로봇 엔드이펙터 실증 기반 구축 사업 지원 기업 모집 공고,산업통상부,4,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,1148.0,support_ratio,ratio_cap,1,,,,0.3,최대 30% 지원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증"
SMARTFACTORY:2025-N-0202:2,2026년 디지털협업공장 구축 지원사업 컨소시엄 모집공고,스마트공장 사업관리시스템,3,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 억 단위 금액이나 기업당/과제당 근거 부족 | 대표 금액 20% 이상 차이: 기존 5000만원, 새 25000만원",False,risk_reasons_present,5000.0,support_amount,subtract,67,25000.0,support_amount,subtract,0.5,최대 0.5억원,"금액 판단: 지원금 5,000만원 / 금액 표현: 최대 0.5억원 / 지원 방식: 현금지원, 공동장비, 컨설팅멘토링, 스마트공장"
TECHNOPARK:986,(2026-124호) 2026 강원 미래모빌리티 기업지원 프로그램 통합 공고,강원테크노파크,3,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 억 단위 금액이나 기업당/과제당 근거 부족 | 대표 금액 20% 이상 차이: 기존 10000만원, 새 1000만원",False,risk_reasons_present,10000.0,support_amount,subtract,45,1000.0,support_amount,subtract,,최대 1억원,"금액 판단: 지원금 10,000만원 / 금액 표현: 최대 1억원 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
SMARTFACTORY:2025-N-0203:2,2026년도 자율형공장 구축 지원사업(단독신청),스마트공장 사업관리시스템,3,"max_amount_type=support_ratio | 기존 타입 support_ratio -> 새 타입 support_amount | 대표 금액 20% 이상 차이: 기존 30000만원, 새 60000만원",False,risk_reasons_present,30000.0,support_ratio,ratio_cap,32,60000.0,support_amount,subtract,0.5,최대 50% 지원,"금액 판단: 지원비율 30,000만원 / 금액 표현: 최대 50% 지원 / 지원 방식: 컨설팅멘토링, 교육, 스마트공장"
SMARTFACTORY:2025-N-0203:1,2026년도 자율형공장 구축 지원사업(컨소시엄신청),스마트공장 사업관리시스템,3,"max_amount_type=support_ratio | 기존 타입 support_ratio -> 새 타입 support_amount | 대표 금액 20% 이상 차이: 기존 2000만원, 새 60000만원",False,risk_reasons_present,2000.0,support_ratio,ratio_cap,31,60000.0,support_amount,subtract,0.5,최대 50% 지원,"금액 판단: 지원비율 2,000만원 / 금액 표현: 최대 50% 지원 / 지원 방식: 컨설팅멘토링, 교육, 스마트공장"
PBLN_000000000120933,[경기] 시흥시 2026년 대야기계장비 소공인특화지원센터 자율사업 통합 모집 공고,경기도,3,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 대표 금액 20% 이상 차이: 기존 300만원, 새 700만원",False,risk_reasons_present,300.0,support_amount,subtract,18,700.0,support_amount,subtract,,최대 300만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출, 스마트공장"
PBLN_000000000123468,2026년 에너지신산업 개방형 혁신생태계 OpenLAB 조성사업 기업지원사업 수혜기업모집 공고,산업통상부,3,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 대표 금액 20% 이상 차이: 기존 8700만원, 새 3000만원",False,risk_reasons_present,8700.0,support_amount,subtract,17,3000.0,support_amount,subtract,,"최대 8,700만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출, 에너지효율"
PBLN_000000000122726,[강원] 2026년 바이오기업 성장 촉진 및 고용 활성화 지원기업 상시 모집 공고(지역산업맞춤형 일자리창출 지원사업),강원특별자치도,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 기존 타입 support_amount -> 새 타입 non_cash,False,risk_reasons_present,700.0,support_amount,subtract,16,700.0,non_cash,recommend_only,,최대 700만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000122968,2026년 2차 안전일터 조성지원 사업 수정 공고,고용노동부,3,"근거는 미확인성인데 actual에는 숫자 금액 존재 | 기존 타입 subsidy -> 새 타입 support_amount | 대표 금액 20% 이상 차이: 기존 3000만원, 새 100000만원",False,risk_reasons_present,3000.0,subsidy,subtract,16,100000.0,support_amount,subtract,0.5,"최대 3,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 시험인증"
PBLN_000000000120012,[경기] 2026년 공동활용 연구장비 사용료 지원 기업 모집 공고,경기도,3,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 대표 금액 20% 이상 차이: 기존 10000만원, 새 500만원",False,risk_reasons_present,10000.0,support_amount,subtract,15,500.0,support_amount,subtract,0.2,최대 1억원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 기술개발, 시험인증, 교육, 판로수출, 스마트공장"
TECHNOPARK:955,(예산) 2026 시군구연고산업육성사업 2차 공고 (수정공고),충남테크노파크,3,억 단위 금액이나 기업당/과제당 근거 부족 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,15427.0,non_cash,recommend_only,14,,,,,최대 1.5억원,"금액 판단: 비현금지원 / 금액 표현: 최대 1.5억원 / 지원 방식: 현금지원, 공동장비, 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출"
TECHNOPARK:1921,"2026년도 지역주력산업육성(지역특화 프로젝트 레전드 50+) 지원모집 2차 공고(충남, 탄소저감 자동차부품, 디스플레이부품장비)",충남테크노파크,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 억 단위 금액이나 기업당/과제당 근거 부족 | 기존 타입 subsidy -> 새 타입 support_amount,False,risk_reasons_present,11180.0,subsidy,subtract,13,11000.0,support_amount,subtract,,최대 1.1억원,"금액 판단: 보조금 11,180만원 / 금액 표현: 최대 1.1억원 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출"
SMARTFACTORY:2026-N-0076:2,[충북] 2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,21.0,subsidy,subtract,12,,,,0.15,최대 21만원,금액 판단: 보조금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 스마트공장
PBLN_000000000123189,[충북] 지능형첨단부품산업의 디지털전환 거점 구축 사업 AI 융합 제품ㆍ솔루션 고도화 지원 수혜기업 모집 공고,산업통상부,3,max_amount_type=support_ratio | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 후보는 있으나 대표 후보 없음,False,risk_reasons_present,,support_ratio,ratio_cap,11,,,,0.1,최대 10% 지원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 기술개발, 시험인증, 스마트공장"
SMARTFACTORY:2026-N-0071:1,[경북] 2026년 제조DX멘토단 활용지원사업(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,21.0,support_amount,subtract,11,,,,0.85,최대 21만원,"금액 판단: 지원금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 현금지원, 컨설팅멘토링, 스마트공장"
SMARTFACTORY:2026-N-0082:1,[서울] 2026년 제조DX멘토단 활용지원사업(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,21.0,subsidy,subtract,11,,,,0.15,최대 21만원,금액 판단: 보조금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 스마트공장
PBLN_000000000122501,2026년 디지털기반 중소사업장 산재예방 기술개발 지원사업 시행계획 공고,중소벤처기업부,3,"근거는 미확인성인데 actual에는 숫자 금액 존재 | 기존 타입 subsidy -> 새 타입 support_amount | 대표 금액 20% 이상 차이: 기존 50000만원, 새 66000만원",False,risk_reasons_present,50000.0,subsidy,subtract,10,66000.0,support_amount,subtract,,최대 5억원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 판로수출"
PBLN_000000000123549,[경기] 용인시 제2차 반도체기업 기술보호 지원사업 모집 공고,경기도,3,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 대표 금액 20% 이상 차이: 기존 2000만원, 새 3000만원",False,risk_reasons_present,2000.0,support_amount,subtract,10,3000.0,support_amount,subtract,,"최대 2,000만원","금액 판단: 금액 미기재 / 지원 방식: 공동장비, 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
SMARTFACTORY:2026-N-0085:1,[경기북부]2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,21.0,subsidy,subtract,10,,,,0.85,최대 21만원,"금액 판단: 보조금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 현금지원, 컨설팅멘토링, 교육, 스마트공장"
SMARTFACTORY:2026-N-0124:1,[현대자동차 그룹] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,3,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 억 단위 금액이나 기업당/과제당 근거 부족 | 대표 금액 20% 이상 차이: 기존 50000만원, 새 100000만원",False,risk_reasons_present,50000.0,subsidy,subtract,10,100000.0,subsidy,subtract,0.5,최대 5억원,"금액 판단: 보조금 50,000만원 / 금액 표현: 최대 5억원 / 지원 방식: 시험인증, 교육, 판로수출, 스마트공장"
PBLN_000000000122793,2026년 연구개발특구 딥테크 스타트업 챌린지 기업모집 공고,과학기술정보통신부,3,subtract 금액이 10억원 이상 | subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,300000.0,support_amount,subtract,9,300000.0,support_amount,subtract,,최대 30억원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 교육"
SMARTFACTORY:2026-N-0074:1,[대구] 2026년 제조DX멘토단 활용지원사업(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,21.0,subsidy,subtract,9,,,,0.85,최대 21만원,"금액 판단: 보조금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 현금지원, 컨설팅멘토링, 스마트공장"
SMARTFACTORY:2026-N-0075:1,[경남]2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,21.0,subsidy,subtract,9,,,,0.85,최대 21만원,"금액 판단: 보조금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 현금지원, 컨설팅멘토링, 스마트공장"
SMARTFACTORY:2026-N-0087:1,[강원] 2026년 제조DX멘토단 활용지원사업(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,21.0,subsidy,subtract,9,,,,0.15,최대 21만원,금액 판단: 보조금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 스마트공장
PBLN_000000000122998,[강원] 영월군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,3,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 기존 타입 subsidy -> 새 타입 non_cash,False,risk_reasons_present,130.0,subsidy,subtract,8,130.0,non_cash,recommend_only,,최대 130만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000123480,[부산] 2026년 2차 블록체인 허브 입주기업 맞춤형 지원 프로그램 모집 공고,부산광역시,3,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재 | 대표 금액 20% 이상 차이: 기존 100만원, 새 1000만원",False,risk_reasons_present,100.0,support_amount,subtract,8,1000.0,support_amount,subtract,0.2,최대 100만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
