policy_id,title,organization,stage2_category,stage2_category_ko,stage2_reason,old_amount_manwon,candidate_count,selected_amount_manwon,selected_amount_type,selected_context,direct_candidate_summary,manual_review_decision,manual_selected_amount_manwon,manual_evidence,manual_note,url
PBLN_000000000122492,[충남] 2026년 IP디딤돌 프로그램 창업자 후속지원 대상자 모집 공고,충청남도,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,1,,,,"136.0만원/support_amount: VAT 포함) 지원건수자부담후속지원 특허망 구축(국내출원) 1,360,000원 이내1인 3건 이내20%(면제 불가)PCT 출원 (*VAT 제외) 2",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122492
PBLN_000000000122501,2026년 디지털기반 중소사업장 산재예방 기술개발 지원사업 시행계획 공고,중소벤처기업부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,8,,,,66000.0만원/support_amount: 6.6억원 이내 정부지원연구개발비 지원 || 3000.0만원/support_amount: 시스템 입력사항 3) 연구시설ㆍ장비 구축ㆍ운영계획(해당 시 작성합니다) (1) 연구시설ㆍ장비 구축계획(구축비용이 3천만원 이상인 경우에는 필수로 작성합니다)(단위: 천원)연구개발기관명연구시설ㆍ장비명현금/현물 구분구축방식*규격수량구축비용구축기간설치장소 * 개발 || 50000.0만원/support_amount: 청년인력 의무채용 □ 정부지원연구개발비비례청년인력의무채용◦과제당정부지원연구개발비중기업지원금액합계가5억원이상인경우 || 50000.0만원/support_amount: 군 복무 기간에 비례하여 최대 만 39세까지 인정)-(적용대상)정부지원연구개발비를5억원이상지원받는중소기업-1년이상고용을유지해야하며 || 66000.0만원/support_amount: 6.6억원이내내역 사업개발기간 및 지원한도기관부담연구개발비 비중디지털기반 중소사업장 산재예방 기술개발최대 2년 || 50000.0만원/support_amount: 관리 사항 등은 국가연구개발혁신법 적용□ 정부지원연구개발비 비례 청년인력 의무채용◦과제당정부지원연구개발비중기업지원금액합계가5억원이상인경우 || 50000.0만원/subsidy: 1차년도에 의무채용을 시작하여 정부지원금 누계가 5억원을 초과하는 연도에 의무인력 채용 가능(다만 || 50000.0만원/support_amount: 군 복무 기간에 비례하여 최대 만 39세까지 인정) -(적용대상)정부지원연구개발비를5억원이상지원받는중소기업 -1년이상고용을유지해야하며,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122501
PBLN_000000000122585,2026년 2차 미래차 전자제어부품 산업 고도화 기반구축 기업지원 수혜기업 모집 공고,산업통상부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,명확한 한도 후보가 여러 개라 대표 선택 필요,,2,,,,"1500.0만원/support_amount: 기구부 개발 기술지원1건(건당 최대 1,500만원)~ 6 || 1500.0만원/support_amount: 이 외 기업 에서 필 요로 하 는 지원 사항 협 의가능최대 1,500만원이내/건1건영남대1) HW개발- ECU 회로 설계 및 해석 기술 지원- 방열 분석 및 최적화 개발 지원- 전기장 분석 및 EMI 시뮬레이션 지원",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122585
PBLN_000000000122726,[강원] 2026년 바이오기업 성장 촉진 및 고용 활성화 지원기업 상시 모집 공고(지역산업맞춤형 일자리창출 지원사업),강원특별자치도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,3,,,,"700.0만원/support_amount: 시제품 공정개선 및 최적화 등 개발 비용 지원 7,000천원 6개사 3 온 || 40.0만원/support_amount: 신규채용자 초기 정주여건 마련을 위한 주거비용 지원 - 신규채용자 월세 지원 - 1인당 400천원 x 6개월 || 40.0만원/support_amount: 기업당 최대 6명 400천원x6개월 30명 내외 ․ 공고일 현재 ‘강원도’에 소재하고 있는 사업자로 강원도에 4대 사회보험을 납부하고 있어야 함 ․ 지원기간 내 과업수행",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122726
PBLN_000000000122968,2026년 2차 안전일터 조성지원 사업 수정 공고,고용노동부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,4,,,,"3000.0만원/subsidy: 감독 또는 공단 및 민간위탁기관의 기술지원 등에 따라 개선해야 할 사항 중 보조금 지급 등을 통해 시급히 지원할 필요가 있다고 인정되는 사업장을 대상으로 절차 및 제출서류 등을 간소화하여 신속히 지원하는 제도 ㅇ (지원한도) 동일 사업주 또는 법인 당 최대 3,000만원까지 - 기존 보조지원을 받은 경우 || 1000.0만원/subsidy: 기 지원 보조금을 차감하여 지급 - 아래에 해당하는 경우 각 1천만원까지 추가지원 가능 ①고용증가 사업장(1명당 200만원 범위 || 200.0만원/subsidy: 기 지원 보조금을 차감하여 지급 - 아래에 해당하는 경우 각 1천만원까지 추가지원 가능 ①고용증가 사업장(1명당 200만원 범위 || 100000.0만원/support_amount: 운영비 등 지원 제외 ㅇ (지원한도) 산업단지 또는 지식산업센터 당 최대 10억원 한도(공단 판단금액의 50% 지원)",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122968
PBLN_000000000122997,[강원] 횡성군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,2,,,,"1000.0만원/support_amount: 현물 15%적용 3) 지원내용 및 규모 구분세부지원내용지원단가 (지원금)지원한도특허특허맵(일반) 10,000 천원 이내기업당2건 이내특허기술 홍보영상 제작 9 || 255.0만원/support_amount: 디자인) 권리화 지원 1) 지원대상: 횡성군 내 중소기업 2) 지원내용 및 규모 가) 기업당 연간 2건 이내 나) 총액의 70% [기업분담금(현금) : 30%] 구 분 세부사업명지원 규모해외출원지원특허(PCT)2,550천원 이내특허(개별국) 유 럽6",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122997
PBLN_000000000122998,[강원] 영월군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,2,,,,"1000.0만원/support_amount: 현물 15% 적용 3) 지원내용 및 규모 氠瑢 구분 세부지원내용 지원단가 (지원금) 지원한도 특허 특허맵(일반) 10,000 천원 이내 기업당 2건 이내 특허기술 홍보영상 제작 9 || 255.0만원/support_amount: 디자인) 권리화 지원 1) 지원대상: 영월군 내 중소기업 2) 지원내용 및 규모 가) 기업당 연간 2건 이내 나) 총액의 70% [기업분담금(현금) : 30%] 氠瑢 구 분 세부사업명 지원 규모 해외출원 지원 특허(PCT) 2,550천원 이내 특허(개별국) 유 럽 6",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122998
PBLN_000000000123103,[전남광주] 로컬콘텐츠 기반 문화상품 개발 컨소시엄(공방&디자인기업) 모집 공고,전남광주통합특별시,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,기업당/과제당/업체당/건당 한도 문맥이 명확,,2,800.0,support_amount,지식재산권 출원 등 - (상품개발) 과제당 8000천원 - (마케팅) 제품촬영 및 상세페이지 제작 등 온라인 판로를 위한 마케팅 지원 사업신청 방법 이메일 접수(yujeong@gdc,10.0만원/support_amount: 지역 고유 웰니스 자원 등을 활용한 소비자가 10만원 이하의 문화상품 개발 및 마케팅 지원 - 상품기획(디자인개발) || 800.0만원/support_amount: 지식재산권 출원 등 - (상품개발) 과제당 8000천원 - (마케팅) 제품촬영 및 상세페이지 제작 등 온라인 판로를 위한 마케팅 지원 사업신청 방법 이메일 접수(yujeong@gdc,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123103
PBLN_000000000123148,2026년 2차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,12,,,,100000.0만원/support_amount: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 90억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 비징수 품목번호 2026-2 || 900000.0만원/support_amount: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 90억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 비징수 품목번호 2026-2차-조선해양산업핵심-02 산업기술분류 || 100000.0만원/support_amount: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 85억원 이내) ㅇ 주관연구개발기관 : 중소 || 850000.0만원/support_amount: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 85억원 이내) ㅇ 주관연구개발기관 : 중소 || 200000.0만원/support_amount: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 (조선소 참여 필수) ㅇ 정부납부기술료 납부대상 여부 : 징수 품목 || 2000000.0만원/support_amount: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 (조선소 참여 필수) ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조선해양산업핵심-04 || 200000.0만원/support_amount: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조 || 2000000.0만원/support_amount: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조선해양산업핵심-05 산업기술분류 중분류Ⅰ,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123148
PBLN_000000000123154,2026년 3차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,2,,,,297000.0만원/support_amount: 2단계: 5~7차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 29.7억원 이내 (총 정부지원연구개발비 421억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 징수 관리번호 2026-3 || 4210000.0만원/support_amount: 7억원 이내 (총 정부지원연구개발비 421억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 징수 관리번호 2026-3차-AI완전자율운항-02 산업기술분류 중,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123154
PBLN_000000000123158,2026년 3차 친환경양식어업육성 사업대상자 모집 재공고(품종별산업화시설지원-친환경개체굴생산지원),해양수산부,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,6,,,,"100000.0만원/subsidy: ☞「양식산업발전법」 제10조에 의한 패류 양식업면허 또는「양식산업발전법」제43조에 의한 허가를 받아 경영 중인 어가 -「농어업경영체 육성 및 지원에 관한 법률」제4조에 따른 어업경영정보가 등록되어 있어야 함 ☞ 시설 당 국비기준 최대 1,000백만원 지원 - 폐기물 발생 및 부표 사용량을 저감할 수 있는 친환경 개체굴 공동생산 시설 지원 사업신청 방법 방문 또는 우편 접수 - 접수처 : ( || 100000.0만원/subsidy: 지원한도액 기준 및 범위 ㅇ 지원한도: 국비기준 개소당 1,000백만원 이내 - 지원한도액을 초과하는 경우에는 사업자의 자부담으로 하며 || 10000.0만원/subsidy: 검증보고서 (보조금 총액 1억원 이상/민간사업자에 한함) || 100000.0만원/subsidy: 회계감사 보고서 (보조금 총액 10억원 이상/민간사업자에 한함) * 검증보고서 및 회계감사보고서는 ｢주식회사 등의 외부감사에 관한 법률｣ 제2조 제7항 및 제9조에 따른 감사인으로부 || 350000.0만원/subsidy: 000백만원)*2차공모선정액을제외한국비잔여사업비3,500백만원한도내모집ㅇ지원한도:시설 당 국비기준 최대 1 || 100000.0만원/subsidy: 500백만원한도내모집ㅇ지원한도:시설 당 국비기준 최대 1,000백만원ㅇ지원조건-지자체 직접사업:국비 50%",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123158
PBLN_000000000123188,[경북] 북부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,7,,,,"900.0만원/subsidy: 해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단 || 600.0만원/support_amount: 000천원 이내 리뉴얼브랜드개발 6,000천원 이내 국내출원 지원 특허 1 || 180.0만원/support_amount: 000천원 이내 국내출원 지원 특허 1,800천원 이내 현금 40% 실용신안 1 || 102.0만원/support_amount: 800천원 이내 현금 40% 실용신안 1,020천원 이내 상표 420천원 이내 디자인 480천원 이내 해외출원 지원 특허(PCT) 2 || 42.0만원/support_amount: 020천원 이내 상표 420천원 이내 디자인 480천원 이내 해외출원 지원 특허(PCT) 2 || 48.0만원/support_amount: 020천원 이내 상표 420천원 이내 디자인 480천원 이내 해외출원 지원 특허(PCT) 2 || 228.0만원/support_amount: 020천원 이내 상표 420천원 이내 디자인 480천원 이내 해외출원 지원 특허(PCT) 2,280천원 이내 특허 (개별국) 미 국 4",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123188
PBLN_000000000123192,[경북] 영주시 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,다중 후보 중 기업/과제/건당 한도 후보가 1개로 명확,,1,900.0,subsidy,"해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단","900.0만원/subsidy: 해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123192
PBLN_000000000123205,[경기] 안양시 2026년 하반기 국내외 IP 출원 및 인증 지원사업 모집 공고,경기도,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,기업당/과제당/업체당/건당 한도 문맥이 명확,,1,2000000.0,support_amount,아래 요건을 모두 충족하는 기업 ① 소재지 : 안양시 소재 (본사 또는 공장) 중소ㆍ벤처기업 (사업자등록 기준) ② 매출액 : 재무제표 최근 3년 평균 매출액 200억 이하 (상장사ㆍ중견기업 제외) ☞ 국내외 IP 출원 소요비용의 80% 지원,2000000.0만원/support_amount: 아래 요건을 모두 충족하는 기업 ① 소재지 : 안양시 소재 (본사 또는 공장) 중소ㆍ벤처기업 (사업자등록 기준) ② 매출액 : 재무제표 최근 3년 평균 매출액 200억 이하 (상장사ㆍ중견기업 제외) ☞ 국내외 IP 출원 소요비용의 80% 지원,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123205
PBLN_000000000123210,2026년 2차 국가표준기술력향상사업 신규지원 대상과제 공고,산업통상부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,12,,,,1000.0만원/support_amount: 2~4차년도:각12개월)ㅇ 정부지원연구개발비:’26년0.1억원이내(총정부지원연구개발비0 || 7000.0만원/support_amount: 1억원이내(총정부지원연구개발비0.7억원이내)ㅇ단계구분:1단계(1~2차년도) || 8550.0만원/support_amount: 2~4차년도:각12개월)ㅇ 정부지원연구개발비:’26년0.855억원이내(총정부지원연구개발비5 || 59850.0만원/support_amount: 855억원이내(총정부지원연구개발비5.985억원이내)ㅇ단계구분:1단계(1~2차년도) || 6000.0만원/support_amount: 2~5차년도:각12개월)ㅇ 정부지원연구개발비:’26년0.6억원이내(총정부지원연구개발비5 || 54000.0만원/support_amount: 6억원이내(총정부지원연구개발비5.4억원이내)ㅇ단계구분:1단계(1~2차년도) || 8350.0만원/support_amount: 2~4차년도:각12개월)ㅇ 정부지원연구개발비:’26년0.835억원이내(총정부지원연구개발비5 || 58450.0만원/support_amount: 835억원이내(총정부지원연구개발비5.845억원이내)ㅇ단계구분:1단계(1~2차년도),,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123210
PBLN_000000000123247,[경남] 고성군 2026년 3차 시군구연고산업육성사업 지원기업 모집 공고,중소벤처기업부,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,2,,,,"2500.0만원/support_amount: 기업 자부담 비율은 부가세 제외 금액에 대한 자부담 비율임 □ 지원방법 : ㅇ (지원 금액) 기업별 신청서 및 사업계획서에 따라 프로그램별 최대 지원금액 내 지원 * 지원 프로그램에 따라 지원 금액의 10% 기업 자부담 매칭 필수 * 예시 : 지원금 25백만원 + 기업부담금(10%) 2 || 3000.0만원/support_amount: 사업 결과보고서 제출 - ④ 경남TP → 수혜기업 최종 결과 평가 후 지원금 지급 30,000천원 氠瑢 3 신청자격 □ 지원대상: 아래 가지 요건을 모두 충족하는 기업 ㅇ 사업장(본사",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123247
PBLN_000000000123261,[인천] 2026년 우수디자인 시제품개발지원사업 모집 공고,인천광역시,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,2,,,,"2500.0만원/support_amount: 개발비용 : 부가세를 제외한 공급가액 최대 2,500만원 한도 워킹목업제작 최대 800만원 한도 2) 타지역 소재 제작기업 매칭 과제 氠瑢 개발분야 지원비율 지원금액 금형제작 개발비용의 70% || 800.0만원/support_amount: 500만원 한도 워킹목업제작 최대 800만원 한도 2) 타지역 소재 제작기업 매칭 과제 氠瑢 개발분야 지원비율 지원금액 금형제작 개발비용의 70%",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123261
PBLN_000000000123267,2026년 제5차 바이오ㆍ의료기술개발 사업 신규과제 공고,과학기술정보통신부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,5,,,,"44297600.0만원/subsidy: 줄기세포 등 국민 생명과 건강에 직결된 바이오 및 첨단의료 분야 핵심원천기술 확보 및 실용화 지원□사업기간/예산(정부출연금):’04년~계속 /’26년 4,429.76억원□사업 내용ㅇ신약 || 50000.0만원/support_amount: 연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억원 이상제한 없음제한 없음 || 50000.0만원/support_amount: 연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억원 이상제한 없음제한 없음 || 200000.0만원/support_amount: 연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억원 이상제한 없음제한 없음 || 200000.0만원/support_amount: 연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억원 이상제한 없음제한 없음",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123267
PBLN_000000000123284,2026년 고용노동부(안전보건공단) 연계 스마트 안전장비지원 품목 등록 시행계획 공고,과학기술정보통신부,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,기업당/과제당/업체당/건당 한도 문맥이 명확,,1,3000.0,support_amount,"중소기업기본법 상 소기업 규모 이하 사업장 노동시장 이중구조 개선을 위한 상생 협약을 체결한 협력업체로서 중소기업기본법 상 중소기업 규모 이하 사업장 사업개요1 지원대상2 지원품목5 지원금액 및 절차3 신청기간 및 방법4 지원금액 : 동일 사업주 또는 법인 당 최대 3,000만원까지(공단 판단금액의 최대 80%)","3000.0만원/support_amount: 중소기업기본법 상 소기업 규모 이하 사업장 노동시장 이중구조 개선을 위한 상생 협약을 체결한 협력업체로서 중소기업기본법 상 중소기업 규모 이하 사업장 사업개요1 지원대상2 지원품목5 지원금액 및 절차3 신청기간 및 방법4 지원금액 : 동일 사업주 또는 법인 당 최대 3,000만원까지(공단 판단금액의 최대 80%)",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123284
PBLN_000000000123371,[경남] 사천시ㆍ진주시 2026년 2차 우주ㆍ항공 제조기업 대상 DX 기반 품질ㆍ공정 개선 및 생산성 향상을 위한 무료 컨설팅 및 전문인력양성 지원사업 공고,산업통상부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,3,,,,500.0만원/support_amount: 한국전자기술연구원 보유 인력 활용 및 기술지원 가능 지원 예산 재료비 최대 500만원 지원 || 700.0만원/support_amount: 일부 우수 성과 도출 기업에 한해 재료비 최대 700만원 추가 지원 (예산 소진 시 조기 마감) || 300.0만원/support_amount: 교재비 등 일체 지원) 氠瑢 구분 지원 내용 지원 예산 강사료 최대 300만원 지원 (예시,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123371
PBLN_000000000123377,[전남] 첨단로봇ㆍAI 활용 중소기업 제조혁신 사업 기업지원(기획 컨설팅) 모집 공고,전라남도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,4,,,,"400.0만원/support_amount: 자료조사 및 분석비용 등 기획 비용 지원 (기업당 최대 4백만원) 사업신청 방법 온라인 접수(전남테크노파크 데이터플랫폼) 사업신청 사이트 온라인신청 바로가기 문의처 (사업 담당) 전남테크노파크 ICT로봇융합 || 0.0만원/subsidy: 예정 사업규모를 작성 총 00억원 (국비 00억원 || 0.0만원/subsidy: 예정 사업규모를 작성 총 00억원 (국비 00억원 || 400.0만원/support_amount: 사 업 비 원 (최대 4,000,000원) 추진배경 및 지원 필요성",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123377
PBLN_000000000123381,[강원] 2026년 2차 지역주력산업육성(지역특화 프로젝트 레전드 50+) 지원모집 공고(강원 2.0 퀀텀점프),중소벤처기업부,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,다중 후보 중 기업/과제/건당 한도 후보가 1개로 명확,,1,2000.0,support_amount,"기업은 2개 프로그램 내에서 신청 가능(지원한도: 총20,000천원 이내) - 2 - ◦(신청자격)강원지역 지역특화 프로젝트에 선정된 참여기업 * 지역특화 프로젝트 레전드 50+2","2000.0만원/support_amount: 기업은 2개 프로그램 내에서 신청 가능(지원한도: 총20,000천원 이내) - 2 - ◦(신청자격)강원지역 지역특화 프로젝트에 선정된 참여기업 * 지역특화 프로젝트 레전드 50+2",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123381
PBLN_000000000123398,[경북] 2026년 4차산업혁명 핵심기술개발사업(혁신기술R&D) 지원사업 공고,경상북도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,2,,,,10000.0만원/support_amount: 다년 2개사) * 접수결과에 따른 단년 또는 다년의 지원기업 수 변동 가능 단년도(12개월) - 기업당 연간 최대 100백만원 지원 예정 다년도(24개월) - 기업당 연간 최대 100백만원 지원 예정(2차년도 예산은 `27년 확정예정) || 10000.0만원/support_amount: 다년 2개사) * 접수결과에 따른 단년 또는 다년의 지원기업 수 변동 가능 단년도(12개월) - 기업당 연간 최대 100백만원 지원 예정 다년도(24개월) - 기업당 연간 최대 100백만원 지원 예정(2차년도 예산은 `27년 확정예정),,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123398
PBLN_000000000123399,[경북] 2026년 소공인 클린제조환경조성 사업 모집 공고,경상북도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,5,,,,"630.0만원/support_amount: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1 || 270.0만원/support_amount: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1 || 1050.0만원/support_amount: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1,050만원이내450만원이상에너지효율 || 490.0만원/support_amount: 공사 지원490만원이내210만원이상 * 본 사업과 무관한 단순 장비 교체 || 210.0만원/support_amount: 공사 지원490만원이내210만원이상 * 본 사업과 무관한 단순 장비 교체",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123399
