policy_id,title,organization,subtype,recommended_action,reason,fetch_status,source_kind,detail_text_length,attachment_text_length,raw_candidate_count,decision_reasons_ko,fetch_error,url
PBLN_000000000121098,2026년 전동화 전력반도체 일괄공정 테스트베드 구축 기업지원 모집 공고,부산광역시,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2241,3334,0,금액 후보 자체를 찾지 못함,(전동화+전력반도체+일괄공정+테스트베드+구축사업)+기업지원(1차)+모집+공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EC%A0%84%EB%8F%99%ED%99%94+%EC%A0%84%EB%A0%A5%EB%B0%98%EB%8F%84%EC%B2%B4+%EC%9D%BC%EA%B4%84%EA%B3%B5%EC%A0%95+%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B2%A0%EB%93%9C+%EA%B5%AC%EC%B6%95%EC%82%AC%EC%97%85)+%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90(1%EC%B0%A8)+%EB%AA%A8%EC%A7%91+%EA%B3%B5%EA%,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121098
PBLN_000000000121617,2026년 조달청 우수제품 지정계획 변경 공고,조달청,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,1871,12056,0,금액 후보 자체를 찾지 못함,2026년 우수제품 지정 계획 변경 공고(1차).hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%9A%B0%EC%88%98%EC%A0%9C%ED%92%88%20%EC%A7%80%EC%A0%95%20%EA%B3%84%ED%9A%8D%20%EB%B3%80%EA%B2%BD%20%EA%B3%B5%EA%B3%A0(1%EC%B0%A8).hwpx / 202605061107220289.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605061107220289.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121617
PBLN_000000000121697,[경북] 2026년 중대재해 예방 사각지대 해소 지원사업 참여기업 모집 공고,경상북도,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2321,826,0,금액 후보 자체를 찾지 못함,[붙임1] 「경상북도 중대재해 예방 사각지대 해소 지원사업」참여기업 모집공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%841%5D%20%E3%80%8C%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%A4%91%EB%8C%80%EC%9E%AC%ED%95%B4%20%EC%98%88%EB%B0%A9%20%EC%82%AC%EA%B0%81%EC%A7%80%EB%8C%80%20%ED%95%B4%EC%86%8C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%E3%80%8D%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121697
PBLN_000000000121868,2026년 생활화학제품 안전관리 컨설팅 지원사업 참여기업 모집 공고,기후에너지환경부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,1916,8864,0,금액 후보 자체를 찾지 못함,(통합본)_컨설팅_지원사업_공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%ED%86%B5%ED%95%A9%EB%B3%B8)_%EC%BB%A8%EC%84%A4%ED%8C%85_%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwp / 붙임1._생활화학제품_안전관리_컨설팅_지원사업_신청서(서식).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841._%EC%83%9D%ED%99%9C%ED%99%94%ED%95%99%EC,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121868
PBLN_000000000122309,2026년 바이오 의료기기 해외 진출 지원 제로트러스트 기반구축사업 참여기업 상시 지원 모집 공고,산업통상부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2631,11337,0,금액 후보 자체를 찾지 못함,붙임2.+2026년+바이오+의료기기+해외진출지원+제로트러스트+기반+구축+참여기업+상시+지원+모집+신청서.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%842.+2026%EB%85%84+%EB%B0%94%EC%9D%B4%EC%98%A4+%EC%9D%98%EB%A3%8C%EA%B8%B0%EA%B8%B0+%ED%95%B4%EC%99%B8%EC%A7%84%EC%B6%9C%EC%A7%80%EC%9B%90+%EC%A0%9C%EB%A1%9C%ED%8A%B8%EB%9F%AC%EC%8A%A4%ED%8A%B8+%EA%B8%B0%EB%B0%98+%EA%B5%AC%EC%B6%95+%EC%B0%B8%EC%97,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122309
PBLN_000000000122357,[충북] 2026년 중소기업 경영애로 전문가 컨설팅서비스 참여기업 모집 공고,충청북도,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2120,4156,0,금액 후보 자체를 찾지 못함,2026년도_중소기업_경영애로_전문가_컨설팅기업_모집_공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84_%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85_%EA%B2%BD%EC%98%81%EC%95%A0%EB%A1%9C_%EC%A0%84%EB%AC%B8%EA%B0%80_%EC%BB%A8%EC%84%A4%ED%8C%85%EA%B8%B0%EC%97%85_%EB%AA%A8%EC%A7%91_%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202605221351190968.pdf: 404 Client Error: Not Found for url: ht,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122357
PBLN_000000000122371,[경기] 제조데이터 기반 디지털전환 실증 참여기업 모집 공고,산업통상부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2085,4228,0,금액 후보 자체를 찾지 못함,붙임1) 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841)%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202605221520550496.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605221520550496.pdf / 202605221520520511.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202605221520520511.hwp / 붙임2) 신청서 및 동의,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122371
PBLN_000000000122526,[경북] 2026년 중대재해 예방 사각지대 해소 지원사업 참여기업 모집 변경 공고,경상북도,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2353,826,0,금액 후보 자체를 찾지 못함,[붙임1] 「경상북도 중대재해 예방 사각지대 해소 지원사업」참여기업 모집 변경공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%841%5D%20%E3%80%8C%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%A4%91%EB%8C%80%EC%9E%AC%ED%95%B4%20%EC%98%88%EB%B0%A9%20%EC%82%AC%EA%B0%81%EC%A7%80%EB%8C%80%20%ED%95%B4%EC%86%8C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%E3%80%8D%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122526
PBLN_000000000122589,2026년 제조산업 공정작업용 로봇 엔드이펙터 실증 기반 구축 사업 지원 기업 모집 공고,산업통상부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2293,2309,0,금액 후보 자체를 찾지 못함,(공고문)+제조산업+공정작업용+로봇+엔드이펙터+실증+기반+구축+사업+지원+기업+모집+공고_복합형상표준센터+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)+%EC%A0%9C%EC%A1%B0%EC%82%B0%EC%97%85+%EA%B3%B5%EC%A0%95%EC%9E%91%EC%97%85%EC%9A%A9+%EB%A1%9C%EB%B4%87+%EC%97%94%EB%93%9C%EC%9D%B4%ED%8E%99%ED%84%B0+%EC%8B%A4%EC%A6%9D+%EA%B8%B0%EB%B0%98+%EA%B5%AC%EC%B6%95+%EC%82%AC%EC%97%85+%EC%A7%,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122589
PBLN_000000000122627,[서울] 2026년 2차 서울형 R&D 지원사업 테스트베드서울 통합 공고,서울특별시,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,1712,3809,0,금액 후보 자체를 찾지 못함,(붙임1) 2026년 테스트베드 서울(통합) 2차 통합 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EB%B6%99%EC%9E%841)%202026%EB%85%84%20%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B2%A0%EB%93%9C%20%EC%84%9C%EC%9A%B8(%ED%86%B5%ED%95%A9)%202%EC%B0%A8%20%ED%86%B5%ED%95%A9%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202606011103020108.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/si,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122627
PBLN_000000000122650,[충북] 2026년 연구개발장비 공동활용 기업애로상담 프로그램 수요기업 모집 공고,충청북도,detail_text_no_amount,상세 본문 규칙 재검토,상세 본문은 있으나 금액 후보가 없음,fetched,url,2301,0,0,금액 후보 자체를 찾지 못함,충북 연구개발장비 공동활용 기업애로상담 프로그램 수요기업 모집 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%B6%A9%EB%B6%81%20%EC%97%B0%EA%B5%AC%EA%B0%9C%EB%B0%9C%EC%9E%A5%EB%B9%84%20%EA%B3%B5%EB%8F%99%ED%99%9C%EC%9A%A9%20%EA%B8%B0%EC%97%85%EC%95%A0%EB%A1%9C%EC%83%81%EB%8B%B4%20%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8%20%EC%88%98%EC%9A%94%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122650
PBLN_000000000122670,2026년 산업통상부-공공기관 기술나눔 공고,산업통상부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2433,18531,0,금액 후보 자체를 찾지 못함,2026년도 산업통상부-공공기관 기술나눔 공고문.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84%20%EC%82%B0%EC%97%85%ED%86%B5%EC%83%81%EB%B6%80-%EA%B3%B5%EA%B3%B5%EA%B8%B0%EA%B4%80%20%EA%B8%B0%EC%88%A0%EB%82%98%EB%88%94%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwpx / 202606011452250968.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606011452,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122670
PBLN_000000000122852,2026년 하반기 우수 상용품 시범사용 제안제품 접수 공고,국방부,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,1851,12071,1,금액 후보는 있으나 대표금액을 선택하지 못함,붙임 1. 2026년 하반기 우수 상용품 시범사용 제안품목 신청접수_공고문+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%201.%202026%EB%85%84%20%ED%95%98%EB%B0%98%EA%B8%B0%20%EC%9A%B0%EC%88%98%20%EC%83%81%EC%9A%A9%ED%92%88%20%EC%8B%9C%EB%B2%94%EC%82%AC%EC%9A%A9%20%EC%A0%9C%EC%95%88%ED%92%88%EB%AA%A9%20%EC%8B%A0%EC%B2%AD%EC%A0%91%EC%88%98_%EA%B3%B5%EA%B3%A0%EB%AC%B8+.pdf / 20260,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122852
PBLN_000000000122863,[경북] 2026년 제조업AI융합기반조성사업 경북AX랩 활용기업 모집 공고,경상북도,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2177,4958,0,금액 후보 자체를 찾지 못함,[붙임1] 활용기업 모집 공고문.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%841%5D%20%ED%99%9C%EC%9A%A9%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwpx / 202606081052270392.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606081052270392.hwpx / 202606081052370452.hwp: 404 Client Error: Not Found for,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122863
PBLN_000000000122971,[경북] 2026년 경북중소기업기술혁신협의회 경북형 R&D플랫폼 참여기업 모집 공고,경상북도,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,2407,6541,2,금액 후보는 있으나 대표금액을 선택하지 못함,2026년 경북형 R&D플랫폼 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EA%B2%BD%EB%B6%81%ED%98%95%20R&D%ED%94%8C%EB%9E%AB%ED%8F%BC%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202606100940150295.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606100940150295.pdf / [서식] 지원신청서.hwp: 400 Client Error: Bad Request for url: https://www,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122971
PBLN_000000000123038,2026년 대구 미래신산업 유망벤처ㆍ고성장기업 육성사업 글로벌 비상(飛上) 프로젝트 참여기업 모집 공고,대구광역시,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2579,4393,0,금액 후보 자체를 찾지 못함,『2026년 미래신산업 유망벤처‧고성장기업 육성사업』 글로벌 비상(飛上) 프로젝트 참여기업 모집공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%E3%80%8E2026%EB%85%84%20%EB%AF%B8%EB%9E%98%EC%8B%A0%EC%82%B0%EC%97%85%20%EC%9C%A0%EB%A7%9D%EB%B2%A4%EC%B2%98%E2%80%A7%EA%B3%A0%EC%84%B1%EC%9E%A5%EA%B8%B0%EC%97%85%20%EC%9C%A1%EC%84%B1%EC%82%AC%EC%97%85%E3%80%8F%20%EA%B8%80%EB%A1%9C%EB%B2%8C%20%EB%B9%84%EC%83%81(%E,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123038
PBLN_000000000123203,AI기반 Age-Tech 산업 중심의 디지털의료제품 지원 바이오데이터 및 알고리즘 실증 기술서비스 모집 상시 공고(산업혁신기반구축ㆍ2차년도),산업통상부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2293,6053,0,금액 후보 자체를 찾지 못함,붙임1.+AI기반+Age-Tech+바이오데이터+및+알고리즘+실증+기반구축+상시공고문+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841.+AI%EA%B8%B0%EB%B0%98+Age-Tech+%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B0%8F+%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98+%EC%8B%A4%EC%A6%9D+%EA%B8%B0%EB%B0%98%EA%B5%AC%EC%B6%95+%EC%83%81%EC%8B%9C%EA%B3%B5%EA%B3%A0%EB%AC%B8+.pdf / 20260616100,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123203
PBLN_000000000123222,2026년 2차 섬유산업 지능형 마이크로팩토리 제조 플랫폼 실증기반 구축사업 I-Tube 기술지원 서비스 참여기업 모집 공고,산업통상부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2799,12005,0,금액 후보 자체를 찾지 못함,I-Tube 기술지원 서비스 참여기업 모집 공고 (통합 2026-2차 공고).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/I-Tube%20%EA%B8%B0%EC%88%A0%EC%A7%80%EC%9B%90%20%EC%84%9C%EB%B9%84%EC%8A%A4%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0%20(%ED%86%B5%ED%95%A9%202026-2%EC%B0%A8%20%EA%B3%B5%EA%B3%A0).pdf / 202606161322240710.pdf: 404 Client Error: Not Found f,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123222
PBLN_000000000123225,[전북] 2026년 5차 ILP 서비스 기술연결 수요기업 모집 공고,전북특별자치도,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2222,3489,0,금액 후보 자체를 찾지 못함,(공고문)2026년ILP서비스기술연결수요기업모집공고(5차).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)2026%EB%85%84ILP%EC%84%9C%EB%B9%84%EC%8A%A4%EA%B8%B0%EC%88%A0%EC%97%B0%EA%B2%B0%EC%88%98%EC%9A%94%EA%B8%B0%EC%97%85%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0(5%EC%B0%A8).pdf / 202606161327050710.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/si,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123225
PBLN_000000000123296,2026년 2차 기후에너지환경부 혁신제품 지정기간 연장(2차 연장) 공고,기후에너지환경부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,1725,12064,0,금액 후보 자체를 찾지 못함,2026년도 제2차 혁신제품 지정기간 연장(2차 연장) 공고문.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84%20%EC%A0%9C2%EC%B0%A8%20%ED%98%81%EC%8B%A0%EC%A0%9C%ED%92%88%20%EC%A7%80%EC%A0%95%EA%B8%B0%EA%B0%84%20%EC%97%B0%EC%9E%A5(2%EC%B0%A8%20%EC%97%B0%EC%9E%A5)%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwpx / 202606171347040110.hwpx: 404 Client Error: Not Found for url: https://w,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123296
PBLN_000000000123335,2026년 차세대 특화망 사전검증(PoC) 지원사업 수요기업 모집 공고,과학기술정보통신부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2382,17456,0,금액 후보 자체를 찾지 못함,붙임 1. 차세대 특화망 사전검증(PoC) 지원 공모 계획.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%201.%20%EC%B0%A8%EC%84%B8%EB%8C%80%20%ED%8A%B9%ED%99%94%EB%A7%9D%20%EC%82%AC%EC%A0%84%EA%B2%80%EC%A6%9D(PoC)%20%EC%A7%80%EC%9B%90%20%EA%B3%B5%EB%AA%A8%20%EA%B3%84%ED%9A%8D.hwpx / 붙임 2. 차세대 특화망 사전검증(PoC) 지원 사업 수요기업 모집 공모안내서.hwpx: 400 Client Error: Bad Request for url:,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123335
PBLN_000000000123346,[경북] 포항시 중소ㆍ벤처기업 기술지원(벤처지원단) 사업 참여기업 모집 공고,경상북도,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2143,2660,0,금액 후보 자체를 찾지 못함,창조경제혁신센터-기술지원-모집-웹포스터_(최종).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%B0%BD%EC%A1%B0%EA%B2%BD%EC%A0%9C%ED%98%81%EC%8B%A0%EC%84%BC%ED%84%B0-%EA%B8%B0%EC%88%A0%EC%A7%80%EC%9B%90-%EB%AA%A8%EC%A7%91-%EC%9B%B9%ED%8F%AC%EC%8A%A4%ED%84%B0_(%EC%B5%9C%EC%A2%85).pdf / 202606181318460336.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/20260,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123346
PBLN_000000000123361,2026년 청정공정 확산사업 참여기업 모집 공고,산업통상부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,1917,6162,0,금액 후보 자체를 찾지 못함,(공고문) 2026 청정공정확산사업 참여기업 모집.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%202026%20%EC%B2%AD%EC%A0%95%EA%B3%B5%EC%A0%95%ED%99%95%EC%82%B0%EC%82%AC%EC%97%85%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91.pdf / 202606181408360614.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606181408360614.,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123361
PBLN_000000000123379,[경북] 포항시 2026년 지역 기업 투자유치 활성화를 위한 Rising Star IR DAY 참가기업 모집 공고,경상북도,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,2187,4278,1,금액 후보는 있으나 대표금액을 선택하지 못함,[붙임1] 참가기업 모집 공고문+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%841%5D%20%EC%B0%B8%EA%B0%80%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0%EB%AC%B8+.pdf / 202606190951430703.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606190951430703.pdf / 202606190953100210.hwp: 404 Client Error: Not Found for ur,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123379
PBLN_000000000123397,[충북] 2026년 중소기업 산업보안 진단 컨설팅 모집 공고(산업기술단지 거점기능강화사업),중소벤처기업부,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2283,4954,0,금액 후보 자체를 찾지 못함,[붙임4] 2026년 충북 중소기업 산업보안 진단 컨설팅 모집공고문+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%844%5D%202026%EB%85%84%20%EC%B6%A9%EB%B6%81%20%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%EC%82%B0%EC%97%85%EB%B3%B4%EC%95%88%20%EC%A7%84%EB%8B%A8%20%EC%BB%A8%EC%84%A4%ED%8C%85%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0%EB%AC%B8+.pdf / 202606191422110329.pdf: 404 Client,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123397
PBLN_000000000123505,2026년 1차 바이오스타 2.0 사업 참여 초기창업기업 모집 공고,과학기술정보통신부,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,2559,11437,5,금액 후보는 있으나 대표금액을 선택하지 못함,바이오스타 2.0 초기창업기업 모집 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B0%94%EC%9D%B4%EC%98%A4%EC%8A%A4%ED%83%80%202.0%20%EC%B4%88%EA%B8%B0%EC%B0%BD%EC%97%85%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0.pdf / 202606231324190773.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606231324190773.pdf / 바이오스타 2.0 - 사업계획서.hw,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123505
PBLN_000000000123668,2026년 이차전지 소재부품 기업대상 기술개발 패키지 지원프로그램 참여기업 모집 공고,경상북도,detail_text_no_amount,상세 본문 규칙 재검토,상세 본문은 있으나 금액 후보가 없음,fetched,url,2266,0,0,금액 후보 자체를 찾지 못함,(공고문) 2026년도 이차전지 소재부품 기업대상 기술개발 패키지 지원프로그램 참여기업 모집 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%202026%EB%85%84%EB%8F%84%20%EC%9D%B4%EC%B0%A8%EC%A0%84%EC%A7%80%20%EC%86%8C%EC%9E%AC%EB%B6%80%ED%92%88%20%EA%B8%B0%EC%97%85%EB%8C%80%EC%83%81%20%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%ED%8C%A8%ED%82%A4%EC%A7%80%20%EC%A7%80%EC%9B%90%ED%9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123668
