policy_id,title,organization,old_amount_manwon,old_amount_type,old_roi_apply_method,new_amount_manwon,new_amount_type,new_roi_apply_method,delta_bucket,pattern,decision_reasons,comparison_reasons,selected_context,url
PBLN_000000000123158,2026년 3차 친환경양식어업육성 사업대상자 모집 재공고(품종별산업화시설지원-친환경개체굴생산지원),해양수산부,100000.0,subsidy,subtract,350000.0,subsidy,subtract,new_2x_plus,risk_exclusion_or_threshold_selected,large_amount_delta,"amount_delta_20_percent:old=100000,new=350000","000백만원)*2차공모선정액을제외한국비잔여사업비3,500백만원한도내모집ㅇ지원한도:시설 당 국비기준 최대 1",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123158
PBLN_000000000123188,[경북] 북부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,420.0,subsidy,subtract,900.0,subsidy,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=420,new=900","해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123188
PBLN_000000000123192,[경북] 영주시 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,1400.0,subsidy,subtract,900.0,subsidy,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1400,new=900"," 해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123192
PBLN_000000000123205,[경기] 안양시 2026년 하반기 국내외 IP 출원 및 인증 지원사업 모집 공고,경기도,400.0,support_amount,subtract,2000000.0,support_amount,subtract,new_100x_plus,risk_revenue_condition_selected,selected_context_has_risk_keyword | large_amount_delta,"amount_delta_20_percent:old=400,new=2e+06", 아래 요건을 모두 충족하는 기업 ① 소재지 : 안양시 소재 (본사 또는 공장) 중소ㆍ벤처기업 (사업자등록 기준) ② 매출액 : 재무제표 최근 3년 평균 매출액 200억 이하 (상장사ㆍ중견기업 제외) ☞ 국내외 IP 출원 소요비용의 80% 지원,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123205
PBLN_000000000123210,2026년 2차 국가표준기술력향상사업 신규지원 대상과제 공고,산업통상부,7000.0,subsidy,subtract,59850000.0,support_amount,subtract,new_100x_plus,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=7000,new=5.985e+07",855억원이내(총정부지원연구개발비5.985억원이내)ㅇ단계구분:1단계(1~2차년도),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123210
PBLN_000000000123247,[경남] 고성군 2026년 3차 시군구연고산업육성사업 지원기업 모집 공고,중소벤처기업부,3630.0,support_amount,subtract,2500.0,support_amount,subtract,moderate_delta,risk_exclusion_or_threshold_selected,large_amount_delta,"amount_delta_20_percent:old=3630,new=2500", 기업 자부담 비율은 부가세 제외 금액에 대한 자부담 비율임 □ 지원방법 : ㅇ (지원 금액) 기업별 신청서 및 사업계획서에 따라 프로그램별 최대 지원금액 내 지원 * 지원 프로그램에 따라 지원 금액의 10% 기업 자부담 매칭 필수 * 예시 : 지원금 25백만원 + 기업부담금(10%) 2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123247
PBLN_000000000123261,[인천] 2026년 우수디자인 시제품개발지원사업 모집 공고,인천광역시,290.0,support_amount,subtract,2500.0,support_amount,subtract,new_2x_plus,risk_exclusion_or_threshold_selected,large_amount_delta,"amount_delta_20_percent:old=290,new=2500"," 개발비용 : 부가세를 제외한 공급가액 최대 2,500만원 한도 워킹목업제작 최대 800만원 한도 2) 타지역 소재 제작기업 매칭 과제 氠瑢 개발분야 지원비율 지원금액 금형제작 개발비용의 70% ",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123261
PBLN_000000000123267,2026년 제5차 바이오ㆍ의료기술개발 사업 신규과제 공고,과학기술정보통신부,1370000.0,subsidy,subtract,200000.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=1.37e+06,new=200000",연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억원 이상제한 없음제한 없음,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123267
PBLN_000000000123277,[대전ㆍ충청] 2026년 중소기업 AI훈련확산 지원사업 참여기업 모집 공고,고용노동부,280.0,support_amount,subtract,1000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=280,new=1000"," 10명 이내 (훈련 운영) 프로젝트 수행방식의 훈련 참여자 주도형 훈련 (지원혜택) 훈련과정개발비(최대 210만원) + 훈련교사 수당(기업당 최대 1,000만원) + 훈련비(NCS단가 × 훈련시간 × 훈련인원) 체계적 현장훈련(S-OJT) Key Point ",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123277
PBLN_000000000123300,[광주] 2026년 자동차 부품업체 지속 가능 전환기업 육성지원사업 지원기업 모집 공고,광주광역시,1600.0,support_amount,subtract,2500.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1600,new=2500",외 수요 기반 요구사항 해결과 조기 사업화를 위한 샘플 제작지원 및 고객(사) 니즈 반영 개발제품에 대한 고급화 지원(기업당 최대 25백만원 내외) ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123300
PBLN_000000000123371,[경남] 사천시ㆍ진주시 2026년 2차 우주ㆍ항공 제조기업 대상 DX 기반 품질ㆍ공정 개선 및 생산성 향상을 위한 무료 컨설팅 및 전문인력양성 지원사업 공고,산업통상부,1500.0,support_amount,subtract,700.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1500,new=700", 일부 우수 성과 도출 기업에 한해 재료비 최대 700만원 추가 지원 (예산 소진 시 조기 마감) ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123371
PBLN_000000000123399,[경북] 2026년 소공인 클린제조환경조성 사업 모집 공고,경상북도,630.0,subsidy,subtract,1050.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=630,new=1050"," 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1,050만원이내450만원이상에너지효율",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123399
PBLN_000000000123416,[경북] 영천시 2026년 2차 중소기업 혁신기술개발 지원사업 공고,경상북도,311.0,support_amount,subtract,5000.0,support_amount,subtract,new_10x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=311,new=5000"," R&D 사업 지원  Scale-up R&D 1) 지원 내용 : 아이디어 단계의 신제품개발 또는 제품고도화를 위한 연구개발 과제 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 50,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) (",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123416
PBLN_000000000123417,[경북] 영천시 2026년 2차 중소기업 고부가가치 전환육성 지원사업 공고,경상북도,311.0,support_amount,subtract,10000.0,support_amount,subtract,new_10x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=311,new=10000"," R&D 사업 지원 □ 시제품 개발형 기술 개발 1) 지원 내용 : 영천시 중소기업의 연구개발을 통해 미래의 시장 진출을 준비하기 위한 고부가가치 사업화 기술 개발 지원 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 100,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) (",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123417
PBLN_000000000123419,2026년 소공인 클린제조환경조성사업 추가 모집 공고,중소벤처기업부,630.0,subsidy,subtract,1050.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=630,new=1050"," 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1,050만원 이내 450만원 이상 에너지효율 ",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123419
PBLN_000000000123421,"2026년 중소기업기술혁신개발사업 글로벌선도기술개발(함께달리기, 이어달리기) 시행계획 공고",중소벤처기업부,100000.0,subsidy,subtract,50000.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=100000,new=50000",접수 결과에 따라 추가공고 가능 □ (지원조건) 연구개발비의 65%이내 (연차별 최대 5억원 이내) 내역 사업 개발기간 및 지원한도 정부지원 연구개발비 비중 * 지원방식 수출지향형 함께달리기 최대 2년,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123421
PBLN_000000000123456,[전남] 화순군 2026년 스타기업 모집 공고,전라남도,6000.0,support_amount,subtract,2000.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=6000,new=2000", 2개 분야별 세부 프로그램(기업별 최대 20백만원 이내) 지원 - 기술지원 : 시제품제작지원,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123456
PBLN_000000000123459,[경북] 2026년 4차 푸드테크 스마트 제조 기반 구축 사업 재공고,경상북도,4500.0,support_amount,subtract,80000.0,loan,exclude,new_10x_plus,needs_manual_review,large_amount_delta,"type_changed:support_amount->loan | roi_method_changed:subtract->exclude | amount_delta_20_percent:old=4500,new=80000","체 등 생산설비에 소요되는 자금 장기저리, 융자 지원 * 금리 2.5%(변동), 8억원(시설)/3년거치, 5년 균등분할 * 사업장 신축 및 부지매입비, 공장매입비, 사",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123459
PBLN_000000000123468,2026년 에너지신산업 개방형 혁신생태계 OpenLAB 조성사업 기업지원사업 수혜기업모집 공고,산업통상부,8700.0,support_amount,subtract,3000.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=8700,new=3000","/ 최대 30,000천원 이내 지원",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123468
PBLN_000000000123472,[세종] 2026년 정보보호 기업육성(사업화 & 창업ㆍ벤처 육성) 지원사업 모집 공고,세종특별자치시,4000.0,support_amount,subtract,1000.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=4000,new=1000"," 15,000천원 - 창업·벤처육성 : 40,000천원(4개사) / 1개사 최대 10,000천원○(지원대상)세종 소재 ICT/SW기반 정보보호 제품·서비스 기술개발 및 사업화 ",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123472
PBLN_000000000123480,[부산] 2026년 2차 블록체인 허브 입주기업 맞춤형 지원 프로그램 모집 공고,부산광역시,100.0,support_amount,subtract,1000.0,support_amount,subtract,new_10x_plus,possible_unit_scale_error,large_amount_delta,"amount_delta_20_percent:old=100,new=1000"," 부산 블록체인 허브 입주기업 혹은 입주 예정기업 ☞ 입주기업의 수요에 따라 세부프로그램 중 선택하여 프로그램(기업당 최대 1,000만원 이내) 지원 - 비즈니스 성장",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123480
PBLN_000000000123506,[전남광주] 2026년 2차 전남 지역기업 성장사다리 지원사업 연장 공고,중소벤처기업부,3500.0,support_amount,subtract,5000.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=3500,new=5000"," 두 사업을 합하여 5,000만원 이내 지원 가능하나",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123506
PBLN_000000000123512,[경북] 2026년 지역 연계 미드폼 제작지원 사업 공고(경북콘텐츠코리아랩 운영사업),경상북도,1000.0,support_amount,subtract,18800.0,support_amount,subtract,new_10x_plus,risk_total_or_cumulative_selected,subtract_without_limit_context | large_amount_delta,"amount_delta_20_percent:old=1000,new=18800"," 각 편의 주요 내용 및 전개가 포함되도록 작성 氠瑢 慤桥 지역 연계 미드폼 제작지원 지원금 활용계획서 [서식 3] 지원금 활용계획서 氠瑢 총 지원금 188,000,000원 氠瑢 비목 세목 세세목 비율 집 행 목 적 산 출 내 역 금액(원) 인건비 보수 보수 7",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123512
PBLN_000000000123520,[제주] 2026년 2차 지역기업 성장사다리 지원사업 공고,중소벤처기업부,5000.0,support_amount,subtract,600000.0,support_amount,subtract,new_100x_plus,risk_revenue_condition_selected,selected_context_has_risk_keyword | large_amount_delta,"amount_delta_20_percent:old=5000,new=600000", 지원금의 10% 이상 기업부담금 설정 ◦ (지원대상) 제주스타기업 9개사 또는 예비선도기업(신규)지원프로그램지원대상대상자격기업수기업당 지원금액지역스타기업지원제주지역스타기업제주스타기업 (`22년 지정기업 9개사)2개사 내외40백만원 이내예비선도기업지원예비선도기업전년도 매출액 60억 이상1개사 내외,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123520
PBLN_000000000123525,[충남ㆍ충북ㆍ대전ㆍ세종] 2026년 2차 기업 지원 프로그램(비R&D) 지원대상 모집 공고(미래차 산업 혁신 지원사업),충청남도,1100.0,support_amount,subtract,2000.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1100,new=2000"," 기업 당 최대 20,000천원까지 지원 (기업부담금 : 지원금액의 10%",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123525
PBLN_000000000123549,[경기] 용인시 제2차 반도체기업 기술보호 지원사업 모집 공고,경기도,2000.0,support_amount,subtract,3000.0,support_amount,subtract,moderate_delta,risk_exclusion_or_threshold_selected,subtract_without_limit_context | large_amount_delta,"amount_delta_20_percent:old=2000,new=3000", 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123549
PBLN_000000000123584,[경남] 2026년 지역기업 성장사다리 지원사업 패스트트랙(Track A) 모집 공고,중소벤처기업부,1000.0,support_amount,subtract,2000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1000,new=2000"," 마케팅 지원(기업당 20,000천원 이내) ",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123584
PBLN_000000000123622,[전북] 2026년 전주1인창조기업지원센터 선택형 지원사업 공고,전북특별자치도,400.0,support_amount,subtract,500.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=400,new=500", 졸업기업은 [지식재산권획득] 분야만 신청 가능 ☞ 총 11개 과제 내외 사업화 지원금 입주기업 당 최대 5백만원 - 졸업기업 [지식재산권획득] 분야 최대 1백만원 ,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123622
PBLN_000000000123642,[전남광주] 2026년 2차 글로벌강소기업 1000+ 프로젝트 자율 프로그램 모집 공고,전남광주통합특별시,800.0,support_amount,subtract,3500.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=800,new=3500",□ 지역자율프로그램 지원내용ㅇ신청금액 :기업당 20백만원 ~35백만원 내외ㅇ기업부담금 :자부담은 의무사항이 아니며,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123642
PBLN_000000000123644,[전북] 2026년 3차 데이터 활용기업 맞춤형 지원사업 수요기업 모집 연장 공고,전북특별자치도,600.0,support_amount,subtract,10000.0,subsidy,subtract,new_10x_plus,risk_penalty_or_sanction_selected,subtract_without_limit_context | large_amount_delta,"type_changed:support_amount->subsidy | amount_delta_20_percent:old=600,new=10000", 부정한 방법으로 보조금을 지원 받은 경우 10년 이하의 징역 또는 1억원 이하의 벌금이 부과될 수 있음 ❍ 부정사용금액을 포함하여 별도 제재부가금이 부과될 수 있으며,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123644
PBLN_000000000123659,[경북] 2026년 3차 지역기업 성장사다리 지원사업 통합 추가 공고,중소벤처기업부,4500.0,support_amount,subtract,1500.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=4500,new=1500"," R&D연계기업(최대 15,000천원) 지원 - 기술혁신",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123659
PBLN_000000000123671,[전북] 2026년 2차 혁신성장 R&D+(연구개발)사업 지원사업 모집 공고,전북특별자치도,2470.0,support_amount,subtract,95000.0,support_amount,subtract,new_10x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=2470,new=95000", 대학 및 기업 등 ☞ 혁신성장산업 분야 도내기업의 상용화 가능 기술개발 과제 집중 지원 - 투자유치 : 과제당 110백만원 이내 - 구매조건부 : 과제당 110백만원 이내 - 자유공모형 : 과제당 950백만원 이내 사업신청 방법 온라인 접수 (전북R&D종합정보시스템) 사업신청 사이트 온라인신청 바로가기 문의처 전북테크노파크 과학기술진흥단 R&D지원팀,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123671
PBLN_000000000123694,[대전] 2026년 팝:콘 고도화 제작 지원사업 참여기업 모집 수정 공고,대전광역시,28950.0,support_amount,subtract,5790.0,support_amount,subtract,new_half_or_less,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=28950,new=5790","/ 5개사 지원(기업당 최대 57,900천원)구분세부분야지원기업수지원금액자유분야보유 콘텐츠 업그레이드 및 사업화 지원3개사 기업당(57",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123694
PBLN_000000000123731,[대구] 2026년 수요맞춤형 AI솔루션 개발ㆍ실증 지원 사업 컨소시엄 모집 재공고(제조업 AI융합 기반 조성사업),대구광역시,210.0,support_amount,subtract,1100.0,non_cash,recommend_only,new_2x_plus,needs_manual_review,large_amount_delta,"type_changed:support_amount->non_cash | roi_method_changed:subtract->recommend_only | amount_delta_20_percent:old=210,new=1100","인증 11,000천원 필히 계상 - 일반용역비에 성과홍보비(매체 보도",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123731
PBLN_000000000123764,AI융합 의료기기 신뢰성 강화 및 성능 평가ㆍ실증 사업 수혜기업 모집 공고,산업통상부,2280.0,subsidy,subtract,960.0,non_cash,recommend_only,new_half_or_less,needs_manual_review,large_amount_delta,"type_changed:subsidy->non_cash | roi_method_changed:subtract->recommend_only | amount_delta_20_percent:old=2280,new=960","000천원정부지원금의 20%9,600천원협약일 ~10월 말 ③ 임상 설계 (1건) - 임상시험계획서 작성 컨설팅 ",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123764
PBLN_000000000123782,[충남] 2026년 콘텐츠코리아랩 미드폼 영상콘텐츠 제작 지원사업 모집 공고,충청남도,17500.0,support_amount,subtract,50000.0,support_amount,subtract,new_2x_plus,risk_total_or_cumulative_selected,subtract_without_limit_context | large_amount_delta,"amount_delta_20_percent:old=17500,new=50000",000만원 이하 과제는 제외) 또는 당해연도 지원받은 누적 금액과 금번 신규 신청금액의 합계가 5억 원 이하이다,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123782
SMARTFACTORY:2025-N-0202:2,2026년 디지털협업공장 구축 지원사업 컨소시엄 모집공고,스마트공장 사업관리시스템,5000.0,support_amount,subtract,25000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=5000,new=25000","대 2억원, (동일수준) 최대 0.5억원최대 2억원 이내(단, 목표수준별 2회, 2.5억원 한도) 1. 사업 개요□사업개요◦(사업목적)개별공장의스마트화지원을넘어스마트공장간",https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0202&pbancSn=2
SMARTFACTORY:2025-N-0203:1,2026년도 자율형공장 구축 지원사업(컨소시엄신청),스마트공장 사업관리시스템,2000.0,support_ratio,ratio_cap,60000.0,support_amount,subtract,new_10x_plus,likely_new_limit_candidate,large_amount_delta,"type_changed:support_ratio->support_amount | roi_method_changed:ratio_cap->subtract | amount_delta_20_percent:old=2000,new=60000", 연 3억원 이내) 지원유형 지원기간 지원한도 지원비율 구축목표수준 * 고도화 최대 2년 연 3억(2년 6억) 50% 이내 중간1 이상 * 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 ** AI(인공지능),https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0203&pbancSn=1
SMARTFACTORY:2025-N-0203:2,2026년도 자율형공장 구축 지원사업(단독신청),스마트공장 사업관리시스템,30000.0,support_ratio,ratio_cap,60000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"type_changed:support_ratio->support_amount | roi_method_changed:ratio_cap->subtract | amount_delta_20_percent:old=30000,new=60000", 연 3억원 이내) 지원유형 지원기간 지원한도 지원비율 구축목표수준 * 고도화 최대 2년 연 3억(2년 6억) 50% 이내 중간1 이상 * 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 ** AI(인공지능),https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0203&pbancSn=2
SMARTFACTORY:2026-N-0102:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(고도화) 공고,스마트공장 사업관리시스템,25000.0,support_amount,subtract,20000.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=25000,new=20000","원 내에서 2회( 1회차 고도화→ 2회차 동일수준) 까지 지원 하되, 회당 최대 2억원 한도, 지원비율 50% 이내에서 지원 가능 * 단, 공고일 전에 스마트공장 구축",https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0102&pbancSn=1
SMARTFACTORY:2026-N-0103:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(기초) 공고,스마트공장 사업관리시스템,25000.0,support_amount,subtract,20000.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=25000,new=20000","원 내에서 2회( 1회차 고도화→ 2회차 동일수준) 까지 지원 하되, 회당 최대 2억원 한도, 지원비율 50% 이내에서 지원 가능 * 단, 공고일 전에 스마트공장 구축",https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0103&pbancSn=1
SMARTFACTORY:2026-N-0105:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(동일수준) 공고,스마트공장 사업관리시스템,25000.0,support_amount,subtract,20000.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=25000,new=20000","원 내에서 2회( 1회차 고도화→ 2회차 동일수준) 까지 지원 하되, 회당 최대 2억원 한도, 지원비율 50% 이내에서 지원 가능 * 단, 공고일 전에 스마트공장 구축",https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0105&pbancSn=1
TECHNOPARK:1500,"(2026-130호) 2026년도 지역주력산업육성(지역특화 프로젝트 레전드 50+) 지원모집 2차 공고 (강원 2.0, 퀀텀점프)",강원테크노파크,1000.0,support_amount,subtract,2000.0,support_amount,subtract,new_2x_plus,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=1000,new=2000"," 기업은 2개 프로그램 내에서 신청 가능(지원한도: 총20,000천원 이내) ◦ (신청자격) 강원지역 지역특화 프로젝트에 선정된 참여기업 * 지역특화 프로젝트 󰡔레전드 50+󰡕 2",https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxNjgmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:1724,「2026년 예비수소전문기업지원사업」수소산업분야 기술사업화(비R&D) 수혜기업 모집공고,충남테크노파크,6700.0,support_amount,subtract,3500.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"amount_delta_20_percent:old=6700,new=3500","kr 2 지원내용 m 지원분야 - 지원 프로그램 및 내용 구 분분 야내 용 지원금액비 고기 술사업화시제품제작개발이 완료된 기술의 시제품제작35,000천원/건최대67",https://www.ctp.or.kr/business/datadetail.do?seq=2709304
TECHNOPARK:1747,"충남지자체 지식재산창출지원사업 수혜기업모집 공고(상시, 마감시까지)",충남테크노파크,150.0,support_amount,subtract,400.0,support_amount,subtract,new_2x_plus,needs_manual_review,subtract_without_limit_context | large_amount_delta,"amount_delta_20_percent:old=150,new=400"," PCT 국제출원 汤捯 4,000천원 지원금의 10% 이상 디자인 제품혁신 제품 디자인개발 및 개선을 위한 목업",https://www.ctp.or.kr/business/datadetail.do?seq=2709310
TECHNOPARK:1752,[서천군] 2026년 시군구연고산업육성 협업프로젝트(서천군 해양바이오 인큐베이팅 사업) 3차 수혜기업 모집 공고 기간 연장 안내,충남테크노파크,5000.0,non_cash,recommend_only,7000.0,support_amount,subtract,moderate_delta,likely_new_limit_candidate,large_amount_delta,"type_changed:non_cash->support_amount | roi_method_changed:recommend_only->subtract | amount_delta_20_percent:old=5000,new=7000",kr/region/rms 氠瑢 ◎ 기업당 연 최대 7천만원 지원 ▹ 기업지원 프로그램 : 기업당 최대 5천만원 ▹ 외국인 인력채용 : 기업당 최대 1천만원 ▹ 생산성향상 : 기업당 최대 1천만원 ◎ 기,https://www.ctp.or.kr/business/datadetail.do?seq=2709311
