policy_id,title,organization,payload_source,raw_candidate_count,support_candidate_count,excluded_candidate_count,selected_amount_manwon,max_amount_numeric_manwon,max_amount_type,roi_apply_method,support_ratio,status,support_candidate_summary,excluded_type_summary,decision,decision_reasons,url
PBLN_000000000121426,[대구] 2026년 BIT융합캠퍼스(의료ㆍ헬스ㆍ바이오) 지원사업 기업 모집 공고,대구광역시,json_only_review,12,7,5,,,unknown,review,0.25,후보 검수 필요,7500.0만원/total_support_scale/review: 지원개요 ▢ 지원기간 : 공고일 ~ 2026년 12월 31일 ▢ 지원한도 : 과제당 최대 75백만원 - 총사업비 25% 이상 대응투자(현금) 필수(부가가치세 제외 후 25백만원 이상) ▢ 지원규모 : 5개 내외 과제 - 선정기업(과제) 수는 || 2500.0만원/total_support_scale/review: 지원개요 ▢ 지원기간 : 공고일 ~ 2026년 12월 31일 ▢ 지원한도 : 과제당 최대 75백만원 - 총사업비 25% 이상 대응투자(현금) 필수(부가가치세 제외 후 25백만원 이상) ▢ 지원규모 : 5개 내외 과제 - 선정기업(과제) 수는 총 지원예산 범위 내에서 과제별 지원 금액을 고려하여 결정 ▢ 지원방법 : 선 || 7500.0만원/support_amount/subtract: VAT 별도)100백만원75백만원25백만원 이상 RISE -2) 기업집적지 현장캠퍼스 운영 (BIT융합캠퍼스) 대구 RISE 3-2 BIT융합캠퍼스경북대학교 첨단정보통신융합산업기술원- 3 - ▢ 최대 지원 한도(75백만원) 내에서 세부항목 및 금액을 선택 || 3000.0만원/support_amount/subtract: 디자인 및 사용성 평가 등을 위한 위탁연구개발비 지원최대 30백만원연구활동비 || 2500.0만원/non_cash/recommend_only: 신뢰성 확보 및 분석/검사/국내외 인증 수수료 등 시험평가비 지원최대 25백만원학생지원금대학(선택) || 2000.0만원/support_amount/subtract: 프로젝트에 참여하는 대학 소속 학생 연구원 지원금(석ㆍ박사 과정 재학생 한정) 최대 20백만원 || ... 후보 1개 추가,unknown:10000.0 | unknown:7500.0 | unknown:2500.0 | unknown:3000.0 | unknown:7500.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121426
PBLN_000000000121442,[인천] 2026년 소규모 제조업 중대재해 예방 안전조치 지원사업 참여기업 모집 공고,인천광역시,amount_update_ready,9,4,5,250.0,250.0,support_amount,subtract,,확정,250.0만원/support_amount/subtract: 방호ㆍ보호 장치 구입비용 기업당 최대 250만원 지원 - (검사비)「산업안전보건법 시행령」 제78조에 의한 안전검사대상 기계 등의 정기 안전검사ㆍ재검사(1회) 검사비용 - (방호장치)「산업안 || 250.0만원/support_amount/subtract: 실제 제조 공정을 수행해야함 * 사업장을 달리하는 동일 사업주(사업체)의 경우에도 총 지원가능액은 최대 250만원 氠瑢 2 세부 사업내용 □ 지원내용 ❍ 지원금액 : 기업당 최대 250만원 || 250.0만원/support_amount/subtract: 실제 제조 공정을 수행해야함 * 사업장을 달리하는 동일 사업주(사업체)의 경우에도 총 지원가능액은 최대 250만원 氠瑢 2 세부 사업내용 □ 지원내용 ❍ 지원금액 : 기업당 최대 250만원 || 250.0만원/support_amount/subtract: / 대리 휴대전화 번호 E-mail @ 우선 지원 (증빙필수) 산업재해건수 (최근 3년간) 건 신청사업내용 (해당사항 모두체크) 牭景 안전검사비 牭景 방호장치 牭景 보호구 신청 내용 신청금액 원 * 최대 250만원 기재사항과 제출서류에 허위사실이 없음을 확인하며,unknown:250.0 | unknown:10000.0 | unknown:5000.0 | unknown:2000.0 | unknown:1000.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121442
PBLN_000000000121444,[경기] 군포시 2026년 품질경쟁력 강화 지원사업 참여기업 모집 공고,경기도,amount_update_ready,13,13,0,300.0,300.0,support_amount,subtract,0.8,확정,300.0만원/support_amount/subtract: 지식재산권 지원(업체당 최대 300만원) || 300.0만원/non_cash/recommend_only: (월) ~ 예산 소진 시까지□ 지원규모 : 9개사 내외/업체당 최대 300만원 (소요비용의 80%)□ 지원대상 : 군포시 관내 중소벤처기업 m 2026년 내 인증획득 및 지식재산권 출원 완료 기업 m 지식재산권의 권리자( || 30.0만원/support_amount/subtract: 선행기술조사비용의 경우 1) 특허청이 지정한 전문기관에서 수행한 건에 한함 2) 관납료 등 우선 지원 후 지원 한도가 남을시 30만원 이내 지원 || 300.0만원/non_cash/recommend_only: 이후 획득한 제품인증 비용 및 출원 완료된 지식재산권 출원 비용 지원 m 총 소요비용의 80% 지원(기업부담 20%) 지원항목건당 지원한도(최대) 지원조건비고국내외인증300만원연 2건 내 교차 지원 가능(총 300만원 한도내)제품인증에 한함환경시스템 인증300만원해외특허(개별국) 300만원 2026년 출원에 한함(PC || 300.0만원/non_cash/recommend_only: 이후 획득한 제품인증 비용 및 출원 완료된 지식재산권 출원 비용 지원 m 총 소요비용의 80% 지원(기업부담 20%) 지원항목건당 지원한도(최대) 지원조건비고국내외인증300만원연 2건 내 교차 지원 가능(총 300만원 한도내)제품인증에 한함환경시스템 인증300만원해외특허(개별국) 300만원 2026년 출원에 한함(PCT) || 300.0만원/non_cash/recommend_only: 이후 획득한 제품인증 비용 및 출원 완료된 지식재산권 출원 비용 지원 m 총 소요비용의 80% 지원(기업부담 20%) 지원항목건당 지원한도(최대) 지원조건비고국내외인증300만원연 2건 내 교차 지원 가능(총 300만원 한도내)제품인증에 한함환경시스템 인증300만원해외특허(개별국) 300만원 2026년 출원에 한함(PCT) || ... 후보 7개 추가,,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121444
PBLN_000000000121591,[충남] 2026년 수소상용차 부품 성능 검증 기반 구축 사업 장비활용 지원 수혜기업 상시 모집 공고,충청남도,amount_update_ready,4,4,0,1000.0,1000.0,support_amount,subtract,,확정,"1000.0만원/equipment_usage_fee/recommend_only: ☞ 수소차 관련 기업 및 자동차 부품산업에서 수소차부품으로 사업 전환 또는 고도화를 원하는 중소ㆍ중견기업 ☞ 시험ㆍ평가 장비사용료 10,000천원까지 지원 사업신청 방법 이메일 또는 우편 및 방문 접수 - 2026 || 1000.0만원/equipment_usage_fee/recommend_only: 평가 장비사용료 10,000천원(부가세 제외)까지 지원 - 지원 범위 이상 초과금액은 수혜기업에서 부담(장비사용료+부가세) ❍ 지원기간 : 2026 || 1000.0만원/support_amount/subtract: 10,000천원 이내 지원 10 || 1000.0만원/support_amount/subtract: 000천원 이내 지원 10,000천원/건",,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121591
PBLN_000000000121614,[전남광주] 2026년 스마트공장 지원계획 공고,중소벤처기업부,json_only_review,12,2,10,,,unknown,review,0.7,후보 검수 필요,5000.0만원/consulting_fee/recommend_only: 가공 지원5억원(10개사)최대 5천만원(총사업비 70% 이내) 최대 6개월시 비 지 원 금 이 외기 업 자 부 담 처 리(20백만원 내외/총사업비 30% 내외)컨설팅 지원AI 도입계 || 2000.0만원/consulting_fee/recommend_only: 가공 지원5억원(10개사)최대 5천만원(총사업비 70% 이내) 최대 6개월시 비 지 원 금 이 외기 업 자 부 담 처 리(20백만원 내외/총사업비 30% 내외)컨설팅 지원AI 도입계획 수립 및 및 구축과정 중 현장애로 해결 지원,unknown:170000.0 | total_project_cost:40000.0 | total_project_cost:2000.0 | total_project_cost:6000.0 | self_funding:2000.0 | self_funding:2000.0 | total_project_cost:80000.0 | total_project_cost:5000.0,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121614
PBLN_000000000121617,2026년 조달청 우수제품 지정계획 변경 공고,조달청,no_support_candidate,0,0,0,,,unknown,review,,후보 없음,,,needs_review,candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121617
PBLN_000000000121664,2026년 IP투자연계 지식재산평가 지원사업 공고,지식재산처,amount_update_ready,19,17,2,1500.0,1500.0,support_amount,subtract,0.8,확정,"1500.0만원/support_amount/subtract: 4) □ 지원 한도 ㅇ 기본 지원율(80%) : 지식재산평가 1건당 평가비용 이내에서 80% 지원 氠瑢 구 분 평가 비용 국고지원액 비 고 특허 가액형 1,500만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 1 || 1200.0만원/support_amount/subtract: 500만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 1,200만원) 평가비용은 평가기관에서 발행한 견적서 기준 등급형 표준형 1 || 1200.0만원/support_amount/subtract: 200만원) 평가비용은 평가기관에서 발행한 견적서 기준 등급형 표준형 1,200만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 960만원) 평가비용은 평가기관에서 발행한 견적서 기준 집중형 750만원 (VAT 별도) 평 || 960.0만원/support_amount/subtract: 200만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 960만원) 평가비용은 평가기관에서 발행한 견적서 기준 집중형 750만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 600만원) 평가비용은 평가기 || 750.0만원/support_amount/subtract: 200만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 960만원) 평가비용은 평가기관에서 발행한 견적서 기준 집중형 750만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 600만원) 평가비용은 평가기관에서 발행한 견적서 기준 상표 가액형 1 || 600.0만원/support_amount/subtract: 200만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 960만원) 평가비용은 평가기관에서 발행한 견적서 기준 집중형 750만원 (VAT 별도) 평가비용의 80% 이내 (지원한도 600만원) 평가비용은 평가기관에서 발행한 견적서 기준 상표 가액형 1 || ... 후보 11개 추가",revenue_condition:30000000.0 | revenue_condition:30000000.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121664
PBLN_000000000121677,[충남] 2026년 대전상공회의소 ESG 경영 컨설팅 지원사업 참여기업 모집 공고,충청남도,amount_update_ready,1,1,0,300.0,300.0,support_amount,subtract,1.0,확정,300.0만원/support_amount/subtract: 비용 등 고려) □ 비 용 : 전액 지원(최대 300만원),,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121677
PBLN_000000000121697,[경북] 2026년 중대재해 예방 사각지대 해소 지원사업 참여기업 모집 공고,경상북도,no_support_candidate,0,0,0,,,unknown,review,,후보 없음,,,needs_review,candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121697
PBLN_000000000121702,[강원] 2026년 수출단체보험 가입 희망기업 모집 공고(강원특별자치도청 전액 보험료지원),강원특별자치도,support_ratio_ready,1,1,0,,,support_ratio,ratio_cap,0.95,비율 확인,None만원/support_ratio/ratio_cap: [강원] 2026년 수출단체보험 가입 희망기업 모집 공고(강원특별자치도청 전액 보험료지원) 강원특별자치도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/,,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121702
PBLN_000000000121777,[울산] 2026년 소상공인 산재보험료 지원사업 공고,울산광역시,json_only_review,2,1,1,,,unknown,review,0.8,후보 검수 필요,None만원/support_ratio/ratio_cap: [울산] 2026년 소상공인 산재보험료 지원사업 공고 울산광역시 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업,unknown:251.12,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121777
PBLN_000000000121784,[경기] 2026년 로봇직업교육센터 취업 연계 지원사업 참여기업 모집 공고,경기도,json_only_review,5,3,2,,,unknown,review,,후보 검수 필요,"210.0만원/support_amount/subtract: 취업박람회 기업소개 및 면접 부스 지원 - 참여기업당 최대 3명 인건비 지원 - 1인당 인건비(인턴) 2,100천원/월 지원 사업신청 방법 온라인 접수 (경기테크노파크 사업관리시스템) 사업신청 사이트 온라인신청 바로가기 문의처 경기테크노파크 제조로봇팀 031 || 215.69만원/support_amount/subtract: 100천원/월 지원 * 최저임금: 2026년 주 40시간 근무 기준 시 월 2,156,880원 □ 지원금 지급요건 || 215.69만원/support_amount/subtract: 정규직 - 근로시간: 주 40시간 근로 원칙 氠瑢 ∙ 26년 채용에 따른 지급 ex) 26년 11월 채용자는 1개월 분 지급 ∙ 채용 수료생에게 최저임금* 이상 월 급여 지급 및 4대 보험 가입 필수 ∙ 채용 기간은 최소 3개월이며 중도 퇴사 시 지원금 환수(일할 정산) * 최저임금: 2026년 주 40시간 근무 기준 시",unknown:210.0 | unknown:210.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121784
PBLN_000000000121785,[전남광주] 2026년 소규모 밀착 안전망 구축사업 참여기업 모집 공고(지역 중대재해 예방 사각지대 해소사업),전남광주통합특별시,amount_update_ready,11,6,5,25.0,25.0,support_amount,subtract,,확정,10000.0만원/total_support_scale/review: □ (운영기관) (사)광주경영자총협회 - 2 - 2 지원대상 및 규모 □ (지원대상) 광주광역시 소재 소규모 제조 건설 현장 - (제조업) 상시근로자 5인 이상 ~ 20인 미만 고위험 공정 보유 기업 - (건설업) 공사금액 1억 원 미만의 초소규모 건설현장 □ (지원규모) 총 300개소 (제조업 200개소 || 150.0만원/consulting_fee/recommend_only: / 건설업 100개소) □ (지원제외) 다음 중 하나 이상에 해당하는 기업 또는 사업주 - 정부 또는 지차체 등의 유사한 지원사업에 참여 중인 기업 - 근로기준법 제43조의2에 따라 임금 등을 체불하여 명단이 공개 중인 사업주 - 중대재해 발생 등으로 명단이 공표된 사업장 - 제출서류의 미비 또는 제출서류가 사실과 다른 || 10000.0만원/consulting_fee/recommend_only: 사업장별 현장 진단 결과 반영하여 지원 품목 변동 가능  (건설업) 1억 미만 건설 안전 기동대 운영 - 지원내용구분내용비고현장방호및필수물품지원 이동식가드레일 || 65.0만원/equipment_usage_fee/recommend_only: 방화담요등초기화재진압장비지급현장방문진단과동시에시설물및물품즉각전개 현장기술지도 추락 화재등핵심위험요인원포인트기술지도및신속조치 당일공정맞춤형TBM실습코칭및보호구실착용지도기동대불시/예약방문을통한당일공정맞춤형지도 - 4 - - 지원수준 : 1개소당 최대 65만 원지원분야주요지원품목예시(안) 비고현장방호및통제물품 (추락/접근차단) || 40.0만원/non_cash/recommend_only: 에어로졸/투척식간이소화기세트등 최대40만원안전보호구지급 (신체보호)KS인증안전모 || 25.0만원/support_amount/subtract: 방진마스크최대25만원4 추진절차  (제조업) 5~19인 제조 안전 길잡이 구축①공고및접수⇒②현장위험성평 가⇒③선정및지원품 목 확 정⇒④맞춤형지원및,unknown:10000.0 | unknown:10000.0 | unknown:60.0 | unknown:90.0 | unknown:10000.0,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121785
PBLN_000000000121849,전기차 차체ㆍ섀시 충돌안전 기업지원 연장 공고(xEV 보호차체 충돌안전 기업지원사업),경상북도,json_only_review,3,3,0,,,unknown,review,0.5,후보 검수 필요,"3000.0만원/total_support_scale/review: 湯湷 2026년 05월 08일 (재)경북테크노파크원장 지원내용 氠瑢 지원프로그램 지원내용 지원기관 전주기 지원 (패키지형 서비스 지원) ⚫ 지원규모 - 지원금 30,000천원 ⚫ 지원내용 - 설계해석→시제품제작→시험평가 패키지형 - 각 서비스별 세부 항목은 아래 참조 || 1500.0만원/total_support_scale/review: 본 사업을 통해 구축한 장비활용시 우대 GBTP1(1건) GITC2(1건) 시제품 제작 지원 ⚫ 지원규모 - 지원금 15,000천원 ⚫ 지원내용 - xEV 보호차체 분야의 사업화를 위한 시제품 제작 지원 || None만원/support_ratio/ratio_cap: 전기차 차체ㆍ섀시 충돌안전 기업지원 연장 공고(xEV 보호차체 충돌안전 기업지원사업) 경상북도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간",,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121849
PBLN_000000000121853,2026년 업종별 임금체계 개선 지원 사업 참여기업 모집 공고,고용노동부,json_only_review,1,1,0,,,unknown,review,,후보 검수 필요,"8000.0만원/consulting_fee/recommend_only: 8,000 만 원 + 시중 컨설팅 가치 2026 년 IT 업종 임금체계 개선 컨설팅 참여기업 모집 고용노동부 지원 무료 지원 시장임금 및 직무급 Tool 제공",,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121853
PBLN_000000000121868,2026년 생활화학제품 안전관리 컨설팅 지원사업 참여기업 모집 공고,기후에너지환경부,no_support_candidate,0,0,0,,,unknown,review,,후보 없음,,,needs_review,candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121868
PBLN_000000000121945,2026년 자이언트캐스팅(다이캐스팅) 부품 시험ㆍ평가ㆍ인증 및 기술지도 지원 시행 공고(자이언트캐스팅 공용센터 기반구축 사업),과학기술정보통신부,amount_update_ready,5,5,0,200.0,200.0,subsidy,subtract,0.5,확정,"1200.0만원/non_cash/recommend_only: 인증 지원 지원기관지원건수지원금액한국기계연구원2건최대 12,000천원 (VAT포함) - 한국기계연구원 기 구축 장비활용 자이언트캐스팅(다이캐스팅) 부품의 성능개발 및 시험 및 평가 지원 실시* 기 구축 장비 내역 || 1000.0만원/equipment_usage_fee/recommend_only: 000천원 (VAT포함) - 한국기계연구원 기 구축 장비활용 자이언트캐스팅(다이캐스팅) 부품의 성능개발 및 시험 및 평가 지원 실시* 기 구축 장비 내역은 부록 참조 - 시험 간 필요한 지그 부품류 및 기타 소모성 부품류 지원 신청 가능 * 지그 부품류 10,000천원 || 200.0만원/subsidy/subtract: 기타 소모성 부품류 2,000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최 || 200.0만원/subsidy/subtract: 000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최대 2,000천원 (VAT포함) - 산업현장 맞춤형 애로기술을 해소하기 위한 전문가 발굴 및 매칭으로 신규 다이캐스팅 부품(기업)의 기술 다각화를 위한 기술지도 || None만원/support_ratio/ratio_cap: 2026년 자이언트캐스팅(다이캐스팅) 부품 시험ㆍ평가ㆍ인증 및 기술지도 지원 시행 공고(자이언트캐스팅 공용센터 기반구축 사업) 과학기술정보통신부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인",,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121945
PBLN_000000000121956,2026년 시흥시 (국비)금형 디지털전환 지원사업 기술지도 모집 공고,경기도,json_only_review,3,3,0,,,unknown,review,1.0,후보 검수 필요,"200.0만원/consulting_fee/recommend_only: 스마트 공장 도입 및 고도화 컨설팅(기업당 최대 2,000천원 이내(기업당 5회 내외)) 지원 - 디지털 전환 관련 제조기업의 기술애로 컨설팅 모두 가능 사업신청 방법 이메일 접수 (yj42@sida || 200.0만원/non_cash/recommend_only: 세부내용 □ 지원금액 : 기업당 최대 2,000천원 이내(기업당 5회 내외) □ 지원방식 : 선정기업이 컨설팅을 제공받고 진흥원 지원금은 컨설턴트에게 직접 지급 (기업 부담금 없음) □ 지원항목 || None만원/support_ratio/ratio_cap: 2026년 시흥시 (국비)금형 디지털전환 지원사업 기술지도 모집 공고 경기도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보",,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121956
PBLN_000000000122045,2026년 연구조직(기업부설연구소 등) 설립 및 기술ㆍ경영혁신 인증 지원사업 참여기업 모집 공고,대구광역시,json_only_review,4,1,3,,,unknown,review,,후보 검수 필요,40.0만원/fee/review: 컨설팅비용은자문단에게지급ㅇ(인증수수료)이노비즈/메인비즈/번처기업 신규 및 연장 인증수수료의 70%까지 지원(기업당 최대 40만원,revenue_condition:30000.0 | revenue_condition:30000.0 | revenue_condition:5000.0,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122045
PBLN_000000000122153,[서울] 외식업 경영혁신 컨설팅 지원사업 컨설팅 참여업소 모집 공고,서울특별시,amount_update_ready,5,5,0,60.0,60.0,support_amount,subtract,,확정,60.0만원/support_amount/subtract: 법률 - 인센티브 : 서울배달+땡겨요 앱 내 사장님 지원금 최대 60만원 제공 - 우수사례 선정 시 홍보용 숏폼 제작 지원 사업신청 방법 온라인 접수 (구글 폼) 사업신청 사이트 온라인신청 바로가기 문의처 한국표준협 || 60.0만원/support_amount/subtract: 법무 문제 해소를 위한 자문 ② [인센티브] 서울배달+땡겨요 앱 내 사장님 지원금 최대 60만원 제공 || 20.0만원/non_cash/recommend_only: 땡겨요 입점 필수 - 서울배달+땡겨요 신규 입점 시 사장님 지원금 20만원 지원 - 외식업 경영혁신 컨설팅 이수 완료 시 사장님 지원금 20만원 지원 - 우수사례(10건) 선정 시 사장님 지원금 20만원 추가 지원 ③ || 20.0만원/non_cash/recommend_only: 땡겨요 입점 필수 - 서울배달+땡겨요 신규 입점 시 사장님 지원금 20만원 지원 - 외식업 경영혁신 컨설팅 이수 완료 시 사장님 지원금 20만원 지원 - 우수사례(10건) 선정 시 사장님 지원금 20만원 추가 지원 ③ [우수사례] 우수사례(10건) 선정 시 홍보용 숏폼 제작 지원 나 || 20.0만원/non_cash/recommend_only: 땡겨요 입점 필수 - 서울배달+땡겨요 신규 입점 시 사장님 지원금 20만원 지원 - 외식업 경영혁신 컨설팅 이수 완료 시 사장님 지원금 20만원 지원 - 우수사례(10건) 선정 시 사장님 지원금 20만원 추가 지원 ③ [우수사례] 우수사례(10건) 선정 시 홍보용 숏폼 제작 지원 나,,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122153
PBLN_000000000122168,[경북] 경주시 2026년 소규모 사업장 방지시설 설치 지원사업 공고,경상북도,json_only_review,4,1,3,,,unknown,review,0.8,후보 검수 필요,None만원/support_ratio/ratio_cap: [경북] 경주시 2026년 소규모 사업장 방지시설 설치 지원사업 공고 경상북도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보,total_project_cost:50600.0 | unknown:41600.0 | self_funding:9000.0,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122168
PBLN_000000000122174,2026년 인천 블록체인 바우처 지원사업 수요기업 모집 공고,인천광역시,amount_update_ready,11,7,4,500.0,500.0,support_amount,subtract,,확정,500.0만원/support_amount/subtract: 공고일 기준 2개월 이내 예정기업(확약서) ☞ 블록체인 도입을 희망하는 수요기업을 대상으로 블록체인 기술기업의 솔루션 및 서비스 도입ㆍ활용에 소요되는 비용(최대 5백만원 이내) 지원 - 지원분야(기술 상품 분야) : DID(탈중앙화 신원증명) || 500.0만원/total_support_scale/review: 공고일 기준 2개월 이내 예정기업지원규모m 수요기업 30개사 (기업당 최대 5백만원 이내 지원) 지원기간m 협약체결일 ~ 2026 || 500.0만원/support_amount/subtract: 활용에 소요되는 비용(최대 5백만원 이내) 지원 - 상세 지원 솔루션 및 서비스는 공급기업 선정 후 확정하여 수요기업 모집 공고 시 안내 예정 - 별도 매칭 민간부담금은 없으나 || 500.0만원/support_amount/subtract: 최대 지원금(5백만원) 초과되는 비용 및 부가가치세는 기업 자체 부담 - 1개사당 1개의 솔루션 및 서비스 지원Ⅱ추진절차  추진절차 ( || 500.0만원/support_amount/subtract: 활용에 소요되는 비용(최대 5백만원 이내) 지원 ❍ 상세 지원 솔루션 || 500.0만원/support_amount/subtract: 다만 최대 지원금 5백만원을 초과하는 금액 및 부가가치세에 대하여서는 기업 자체 부담 ❍ 1개사당 1개의 솔루션 || ... 후보 1개 추가,revenue_condition:1000.0 | unknown:500.0 | unknown:500.0 | unknown:500.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122174
PBLN_000000000122238,[강원] 춘천시 2026년 지식재산 국내분쟁 비용지원 사업 모집 연장 공고,강원특별자치도,amount_update_ready,5,4,1,800.0,800.0,support_amount,subtract,0.3,확정,"800.0만원/support_amount/subtract: 경고장 대응 지원 - 기업당 최대 8,000 천원 이내 지원 사업신청 방법 이메일 접수 (ip15@gwep || 300.0만원/support_amount/subtract: 지원 내용 및 규모구분세부 사업지원 규모기업 분담금지원 한도심판무효심판 건별 3,000 천원 이내현금 30%기업당 최대 8 || 500.0만원/total_support_scale/review: 형사 소송 등)건별 5,000 천원 이내경고장 대응 건별 500 천원 이내 * 건별 총 소요비용 중 지원규모 및 기업분담금 초과 금액은 기업부담3 || 50.0만원/total_support_scale/review: 000 천원 이내경고장 대응 건별 500 천원 이내 * 건별 총 소요비용 중 지원규모 및 기업분담금 초과 금액은 기업부담3",unknown:800.0,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122238
