policy_id,title,organization,amount_manual_review_required,amount_manual_review_category,amount_manual_review_category_ko,amount_manual_review_reason,amount_manual_review_status,candidate_types,support_candidate_count,candidate_summary,manual_review_decision,manual_selected_amount_manwon,manual_selected_amount_type,manual_roi_apply_method,manual_evidence,manual_note,url
PBLN_000000000119836,[전남광주] 2026년 상반기 구조고도화자금 지원 계획 공고,전남광주통합특별시,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,loan:1 | support_amount:4 | support_ratio:1,6,"100000.0만원/support_amount/subtract: , 경영안정사업) 지원 - 창업지원사업(3년 거치, 5년 균분상환 / 지원 한도 10억원 / 시설자금) - 경쟁력강화사업(3년 거치, 5년 균분상환 / 지원 한도 10억 || 100000.0만원/support_amount/subtract: 0억원 / 시설자금) - 경쟁력강화사업(3년 거치, 5년 균분상환 / 지원 한도 10억원 / 시설자금) - 경영안정화사업(1년 거치, 2년 균분상환 / 지원 한도 3억원 || 30000.0만원/loan/exclude: 0억원 / 시설자금) - 경영안정화사업(1년 거치, 2년 균분상환 / 지원 한도 3억원 / 운전자금) 사업신청 방법 온라인 접수 (기금융자관리시스템) 사업신청 사이트 || 1000000.0만원/support_amount/subtract: 하반기 100억원 예정 ❍ 지원 내용 사 업 명지원 용도지원 한도상환 조건비 고창업지원사업(업력: 7년 이내)공장부지 매입 || 1000000.0만원/support_amount/subtract: 지자체 정책자금 지원금액 100억원 초과 업체 - 운전자금(1년 거치 2년 균분상환)의 경우 || None만원/support_ratio/ratio_cap: [전남광주] 2026년 상반기 구조고도화자금 지원 계획 공고 전남광주통합특별시 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119836
PBLN_000000000119851,[경북] 안동시 2026년 로케이션 제작지원 사업 공고,경상북도,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,support_ratio:1 | total_support_scale:1,2,"19370.0만원/total_support_scale/review: 극장 등)에 방영 예정인 작품 - 해외영상물경우 한국프로덕션 서비스업체 통해 신청 ❍ 지원규모 : 193,700천원 || None만원/support_ratio/ratio_cap: [경북] 안동시 2026년 로케이션 제작지원 사업 공고 경상북도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속보성 대시",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119851
PBLN_000000000119852,[경북] 2026년 로케이션 제작지원 사업 공고,경상북도,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,support_ratio:1 | total_support_scale:1,2,"9080.0만원/total_support_scale/review: 극장 등)에 방영 예정인 작품 - 해외영상물경우 한국프로덕션 서비스업체 통해 신청 ❍ 지원규모 : 90,800천원 || None만원/support_ratio/ratio_cap: [경북] 2026년 로케이션 제작지원 사업 공고 경상북도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속보성 대시보드 고",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119852
PBLN_000000000119881,[제주] 2026년 어업활동지원 사업 대상자 모집 공고,제주특별자치도,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,education_fee:1 | support_ratio:1,2,"1440.0만원/education_fee/recommend_only: 교육일에 한해 지원 2) 지원한도 (1) 사 업 비 : 14,400천원(국고 9 || None만원/support_ratio/ratio_cap: [제주] 2026년 어업활동지원 사업 대상자 모집 공고 제주특별자치도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속보성",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119881
PBLN_000000000119978,[경북] 2026년 OK FTA 컨설팅 지원사업 모집 공고(경북FTA통상진흥센터),경상북도,True,recommend_only_payload,비현금/수수료/컨설팅성,비현금/수수료/컨설팅성 지원이라 ROI 직접 차감은 불가,pending,consulting_fee:4,4,500000.0만원/consulting_fee/recommend_only: 신청기업 사항 ①기업명 ②대표자명 ③사업자등록번호 ④업종ㆍ업태 ⑤사업장 주소 본사 ( ) 컨설팅 희망장소 (택1) 공장 ( ) □ 본사 □ 공장 ⑥상호출자제한 기업집단 여부 (공정위 최근공고 확인) □ 해당 □ 해당 없음 ⑦전년도 매출액 원 ⑧상시 근로자수 명 ⑨컨설팅 비용부담 * 업체분담 비율 (2025년 매출액 기준) [업체분담비율: 택1] □ 0% □ 10% □ 20% □ 30% □ 4 || 1000000.0만원/consulting_fee/recommend_only: 신청기업 사항 ①기업명 ②대표자명 ③사업자등록번호 ④업종ㆍ업태 ⑤사업장 주소 본사 ( ) 컨설팅 희망장소 (택1) 공장 ( ) □ 본사 □ 공장 ⑥상호출자제한 기업집단 여부 (공정위 최근공고 확인) □ 해당 □ 해당 없음 ⑦전년도 매출액 원 ⑧상시 근로자수 명 ⑨컨설팅 비용부담 * 업체분담 비율 (2025년 매출액 기준) [업체분담비율: 택1] □ 0% □ 10% □ 20% □ 30% □ 4 || 5000000.0만원/consulting_fee/recommend_only: 신청기업 사항 ①기업명 ②대표자명 ③사업자등록번호 ④업종ㆍ업태 ⑤사업장 주소 본사 ( ) 컨설팅 희망장소 (택1) 공장 ( ) □ 본사 □ 공장 ⑥상호출자제한 기업집단 여부 (공정위 최근공고 확인) □ 해당 □ 해당 없음 ⑦전년도 매출액 원 ⑧상시 근로자수 명 ⑨컨설팅 비용부담 * 업체분담 비율 (2025년 매출액 기준) [업체분담비율: 택1] □ 0% □ 10% □ 20% □ 30% □ 4 || 10000000.0만원/consulting_fee/recommend_only: 신청기업 사항 ①기업명 ②대표자명 ③사업자등록번호 ④업종ㆍ업태 ⑤사업장 주소 본사 ( ) 컨설팅 희망장소 (택1) 공장 ( ) □ 본사 □ 공장 ⑥상호출자제한 기업집단 여부 (공정위 최근공고 확인) □ 해당 □ 해당 없음 ⑦전년도 매출액 원 ⑧상시 근로자수 명 ⑨컨설팅 비용부담 * 업체분담 비율 (2025년 매출액 기준) [업체분담비율: 택1] □ 0% □ 10% □ 20% □ 30% □ 4,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119978
PBLN_000000000120134,[전남광주] 2026년 평동산업단지 중소기업 보증료 지원사업 공고,전남광주통합특별시,True,finance_exclude_payload,융자/보증/이차보전,융자/보증/이차보전 계열이라 ROI 직접 차감은 불가,pending,guarantee:3,3,100.0만원/guarantee/exclude: 자세한 지원대상 공고문 참조 ☞ 보증료의 30% 지원 (최대 1백만원 한도 내 지원) 사업신청 방법 방문 접수 - 접수처 : 광주광역시 광산구 평동산단로 184-1 평동종합비즈니스센터 비즈니스지원실(3층) 문의처 || 100.0만원/guarantee/exclude: 사업개요 ❍ 사업목적 : 국제정세로 인해 어려움에 처한 평동산업단지 내 중소기업들에 보증료 일부를 지원하여 기업들의 경쟁력 제고 및 지역경제 활성화 도모 등 ❍ 지원기간 : 공고일로부터 예산 소진 시까지 ❍ 지원규모 : 20개사 내외 ❍ 지원내용 : 보증료의 30% 지원 (최대 1백만원 한도 내 지원) ( || 2000.0만원/guarantee/exclude: 보증료만 지원) ❍ 지원예산 : 20백만원 ❍ 지원대상 - 광주광역시 평동산업단지 내 입주 중소 제조기업으로 2026년에 보증료를 납부한 기업 (,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120134
PBLN_000000000120135,[전남광주] 2026년 하남산업단지 중소기업 보증료 지원사업 공고,전남광주통합특별시,True,finance_exclude_payload,융자/보증/이차보전,융자/보증/이차보전 계열이라 ROI 직접 차감은 불가,pending,guarantee:3,3,100.0만원/guarantee/exclude: 자세한 지원대상 공고문 참조 ☞ 보증료의 30% 지원 (최대 1백만원 한도 내 지원) 사업신청 방법 방문 접수 - 접수처 : 광주광역시 광산구 하남산단4번로 65(장덕동 977-10) 하남혁신지원센터 혁신지원실( || 100.0만원/guarantee/exclude: 사업개요 ❍ 사업목적 : 국제정세로 인해 어려움에 처한 하남산업단지 내 중소기업에 보증료 일부를 지원하여 기업들의 경쟁력 제고 및 지역경제 활성화 도모 등 ❍ 지원기간 : 공고일 ~ 예산 소진 시까지 ❍ 지원규모 : 15개사 내외 ❍ 지원내용 : 보증료의 30% 지원(1백만원 한도 내 지원) || 1500.0만원/guarantee/exclude: 보증료에 한하여 지원(관련 수수료 제외) ❍ 지원예산 : 15백만원 ❍ 지원대상 - 광주광역시 하남산단 내 입주 중소 제조기업으로 2026년도에 보증료를 납부한 기업 (,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120135
PBLN_000000000120170,2026년 중소기업 기술분쟁 소송보험 지원사업 공고,중소벤처기업부,True,ratio_only,지원비율만 있음,지원비율만 있어 금액 대표값은 만들 수 없음,pending,support_ratio:1,1,None만원/support_ratio/ratio_cap: 2026년 중소기업 기술분쟁 소송보험 지원사업 공고 중소벤처기업부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속보성 대,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120170
PBLN_000000000120342,2026년 기업승계 M&A 활성화를 위한 컨설팅 지원사업 시행계획 공고,중소벤처기업부,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,consulting_fee:14 | support_ratio:1,15,100.0만원/consulting_fee/recommend_only: 자산 등) 컨설팅 신청 항목 (해당항목 택1) 매도희망기업 □ 딜구조설계 □ 적정시기 발굴 □ 지분매각 방법 □ 기업소개자료(TM) 작성 □ 마케팅 지원 매수희망기업 □ 적정 인수대상 탐색 □ 자금조달 컨설팅 희망기업승계 중개기관 기업승계 중개기관 중 택3 계약예정금액 (1백만원 이상 || 100.0만원/consulting_fee/recommend_only: / 부 ② 기업승계 중개기관과 1백만원 이상(부가세 제외)의 컨설팅 계약*을 체결 예정이다 || 70.0만원/consulting_fee/recommend_only: 기초컨설팅 * 신청일 기준 M&A 교섭 대상이 없는 잠재수요기업 (총 100개사) 매도희망기업 ∙ 대표자 연령 : 만 55세 이상 ∙ 기업 업력 : 만 5년 이상 ∙ (평가방법) 기업승계를 위한 M&A 여부를 판단하여 “적합” 시 선정 - 평가기준 매도 : 기업승계 여부 등 매수 : 인수추진계획 등 ∙ 컨설팅 비용 지원 (기업당 70만원 한도) || 70.0만원/consulting_fee/recommend_only: 자부담 30% 별도 - 기업소개자료(TM)작성 - 딜구조설계 등 매수희망기업 (기업승계 희망자) ∙ 중소기업 인수 희망기업 (개인 또는 법인) ∙ 컨설팅 비용 지원 (기업당 70만원 한도) || 700.0만원/consulting_fee/recommend_only: M&A 후 시너지 등 평가 → 총점 60점 이상인 기업 중 상위득점순으로 선정 ∙ 컨설팅 비용 지원 (기업당 700만원 한도) || 700.0만원/consulting_fee/recommend_only: 자부담 30% 별도 - 기업가치평가 - 계약서 법률 검토 - 매각조건 및 가격협상 등 매수희망기업 (기업승계 희망자) ∙ 대표자 연령 : 만 55세 이상 ∙ 기업 업력 : 만 5년 이상 ∙ 컨설팅 비용 지원 (기업당 700만원 한도) || 7000.0만원/consulting_fee/recommend_only: 기초컨설팅 지원사업 氠瑢 1 사업 개요 □ (사업목적) ◦ M&A 방식의 기업승계를 활성화하기 위한 기초 컨설팅 지원 □ (지원규모) 총 100개社 (’26년 예산 : 70백만원) □ (지원범위) 기업승계 중개기관(동 공고문 참고1)과 총 1백만원 이상*(부가세제외)의 기초컨설팅 수행 시 컨설팅 비용의 일부를 지원 * || 100.0만원/consulting_fee/recommend_only: 기초컨설팅 지원사업 氠瑢 1 사업 개요 □ (사업목적) ◦ M&A 방식의 기업승계를 활성화하기 위한 기초 컨설팅 지원 □ (지원규모) 총 100개社 (’26년 예산 : 70백만원) □ (지원범위) 기업승계 중개기관(동 공고문 참고1)과 총 1백만원 이상*(부가세제외)의 기초컨설팅 수행 시 컨설팅 비용의 일부를 지원 * 최소 30만원 이상의 기업부담금 별도 氠瑢 (기업승계 중개기관) 공모절 || ... 후보 7개 추가,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120342
PBLN_000000000120468,[경기] 2026년 국내ㆍ외 우수 물기술 인ㆍ검증 지원사업 참여기업 모집 공고,경기도,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,non_cash:10 | support_ratio:1,11,400.0만원/non_cash/recommend_only: 법정대리인 선임비 등 - (국내인증) 기업 당 최대 4백만 원 || 600.0만원/non_cash/recommend_only: / (해외인증) 기업 당 최대 6백만 원 사업신청 방법 온라인 접수 (물산업지원센터 누리집) 사업신청 사이트 온라인신청 바로가기 문의처 경기환경에너지진흥원 사업담당자 031-985-0 || 400.0만원/non_cash/recommend_only: 지원금액 - (국내인증) 기업 당 최대 4백만 원 - (해외인증) 기업 당 최대 6백만 원 || 600.0만원/non_cash/recommend_only: 지원금액 - (국내인증) 기업 당 최대 4백만 원 - (해외인증) 기업 당 최대 6백만 원 || 400.0만원/non_cash/recommend_only: 50%(중소기업 외) 지원한도 400만원(국내인증) || 600.0만원/non_cash/recommend_only: 600만원(해외인증) 지원 신청금액 금 숫자작성 원 (금 글자작성 원) 입금계좌 (은행명) 상기 기재된 내용은 사실과 다름이 없으며 || 400.0만원/non_cash/recommend_only: 지원금액 - (국내인증) 기업 당 최대 4백만 원 - (해외인증) 기업 당 최대 6백만 원 || 600.0만원/non_cash/recommend_only: 지원금액 - (국내인증) 기업 당 최대 4백만 원 - (해외인증) 기업 당 최대 6백만 원 || ... 후보 3개 추가,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120468
PBLN_000000000120498,[경기] 화성시 2026년 GAP 안정성 분석 지원사업 신청 공고,경기도,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:2 | support_ratio:1,3,24.4만원/support_amount/subtract: 토양용수 분석:지원한도액 244천원/점(토양117 || 24.4만원/support_amount/subtract: 지원한도액:244천원/점(토양117 || None만원/support_ratio/ratio_cap: [경기] 화성시 2026년 GAP 안정성 분석 지원사업 신청 공고 경기도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120498
PBLN_000000000120845,2026년 하반기 중소기업기술혁신개발사업 유망기술개발(구조혁신R&D) 시행계획 공고,중소벤처기업부,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,loan:3 | support_amount:6 | total_support_scale:2,11,"50000.0만원/loan/exclude: 5억원) 일반 융자연계형 소부장 구조혁신 내역사업 내내역사업 글로벌선도 기술개발 수출지향형 (2년 || 200000.0만원/total_support_scale/review: `26년 지원내용 □ (사업목적) 사업전환 등 구조혁신 추진 중소기업 의 기술개발 역량 을 높여 경영환경 변화에 주도적으로 대응 하는 체계구축 □ (지원규모) 총 20 억원 내외 (20개 과제 내외) || 200000.0만원/support_amount/subtract: 20 20 억 □ (지원조건) 연구개발비의 75% 이내 내역 사업 개발기간 및 지원한도 * 정부지원 연구개발비 비중 ** 지원분야 중소기업유망기술개발 (구조 || 50000.0만원/support_amount/subtract: 연구개발비 비중 ** 지원분야 중소기업유망기술개발 (구조혁신R&D) 최대 2년, 5억 이내 (연차별 최대 2.5억 이내) 75% 이내 자유공모 * 평균단가 4.8억원 || 50000.0만원/loan/exclude: 5억원)일반융자연계형소부장구조혁신 내역사업내내역사업글로벌선도기술개발수출지향형 (2년 || 100000.0만원/loan/exclude: )일반융자연계형소부장구조혁신 내역사업내내역사업글로벌선도기술개발수출지향형 (2년, 10억원)글로벌협력형 (5년, 25억원)중소기업유 망 기 술 개 발국가전략기술도 메 인 || 200000.0만원/total_support_scale/review: `26년 지원내용□ (사업목적)사업전환등구조혁신추진중소기업의기술개발역량을높여경영환경변화에주도적으로대응하는체계구축□ (지원규모)총20억원내외(20개과제내외) || 120000.0만원/support_amount/subtract: 접수 결과에 따라 추가 공고 가능내역사업차수과제수예산중소기업유망기술개발(구조혁신R&D)1차10개12억원2차10개8억원합계20개20억 □ (지원조건)연구개발비의75%이내내역 사업개발기간 및 지원한도* 정부지원연구개발비 비중**지원분야중소기업유망기술 || ... 후보 3개 추가",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120845
PBLN_000000000120866,2026년 부산형 SiC 전력반도체 연구플랫폼 활성화 지원사업 기업지원 모집 공고,부산광역시,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:4 | support_ratio:1,5,"2000.0만원/support_amount/subtract: (예시)지원금액이 20,000천원일 경우 - 기업지원금 : 총 22 || 2200.0만원/support_amount/subtract: 000천원일 경우 - 기업지원금 : 총 22,000천원(20 || 2000.0만원/support_amount/subtract: (예시)지원금액이 20,000천원일 경우 - 기업지원금 : 총 22 || 2200.0만원/support_amount/subtract: 000천원일 경우 - 기업지원금 : 총 22,000천원(20 || None만원/support_ratio/ratio_cap: 2026년 부산형 SiC 전력반도체 연구플랫폼 활성화 지원사업 기업지원 모집 공고 부산광역시 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120866
PBLN_000000000121038,2026년 IoT 보안인증 인증시험 수수료 지원 공고,과학기술정보통신부,True,recommend_only_payload,비현금/수수료/컨설팅성,비현금/수수료/컨설팅성 지원이라 ROI 직접 차감은 불가,pending,fee:1,1,480.0만원/fee/review: ’26년 예산 소진시까지 신청기업당 1회에 한하나 예산 소모 추이에 따라 추가 지원 가능 - 시험수수료 80% 정부지원 (라이트 약 4.8백만원,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121038
PBLN_000000000121191,2026년 산업 분야 온실가스 국제감축사업 공고,산업통상부,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:2 | support_ratio:1,3,1000000.0만원/support_amount/subtract: 100억원 이하) - (타당성조사지원) 설계 || 1000000.0만원/support_amount/subtract: 100억원 이하) 총 2건 내외 타당성조사지원 설계 || None만원/support_ratio/ratio_cap: 2026년 산업 분야 온실가스 국제감축사업 공고 산업통상부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속보성 대시보드,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121191
PBLN_000000000121194,[경남] 고성군 2026년 지역지식재산창출 지원사업 공고,경상남도,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:2 | total_support_scale:3,5,"130.0만원/total_support_scale/review: 지원 대상 고성군 소재 중소기업 - : 지원 건수 기업당 건 이내 - : 3 지원 금액 대리인비용 부가세 제외 의 일부 지원 - : ( ) 지원사업 세부사업 최대지원금액 지원규모 국내권리화 특 허 실용신안 디 자 인 상 표 천원1,300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 90.0만원/support_amount/subtract: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 35.0만원/support_amount/subtract: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 300.0만원/total_support_scale/review: 관납료 등 의 일부 지원) 지원사업 세부사업 최대지원금액 지원규모 해외권리화 특허 실용신안/ 디 자 인 상 표 천원3,000 천원2 || 280.0만원/total_support_scale/review: 지원금액 지원규모 해외권리화 특허 실용신안/ 디 자 인 상 표 천원3,000 천원2,800 천원2,500 국내대리인비용 별도(VAT ) 및 해외출원 비용의 이내90% 지원 신청",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121194
PBLN_000000000121197,[경남] 창녕군 2026년 지역지식재산 창출지원사업 공고,경상남도,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:2 | total_support_scale:3,5,"130.0만원/total_support_scale/review: 지원 대상 창녕군 소재 중소기업 - : 지원 건수 기업당 건 이내 - : 3 지원 금액 대리인비용 부가세 제외 의 일부 지원 - : ( ) 지원사업 세부사업 최대지원금액 지원규모 국내권리화 특 허 실용신안 디 자 인 상 표 천원1,300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 90.0만원/support_amount/subtract: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 35.0만원/support_amount/subtract: 300 천원900 천원350 천원250 대리인비용 별도 의(VAT ) 이내90% 해외권리화 출원비용 지원 || 300.0만원/total_support_scale/review: 관납료 등 의 일부 지원) 지원사업 세부사업 최대지원금액 지원규모 해외권리화 특허 실용신안/ 디 자 인 상 표 천원3,000 천원2 || 280.0만원/total_support_scale/review: 지원금액 지원규모 해외권리화 특허 실용신안/ 디 자 인 상 표 천원3,000 천원2,800 천원2,500 국내대리인비용 별도(VAT ) 및 해외출원 비용의 이내90% 지원 신청",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121197
PBLN_000000000121239,[전북] 2026년 산업체 애로기술 해결을 위한 기술자문 참여기업 모집 공고(지역지능화혁신인재양성사업),전북특별자치도,True,recommend_only_payload,비현금/수수료/컨설팅성,비현금/수수료/컨설팅성 지원이라 ROI 직접 차감은 불가,pending,non_cash:1,1,20.0만원/non_cash/recommend_only: 회당 20만원 ◦ 지원비는 자문 결과서류 제출 확인 후 지급 대상자에게 전북TP에서 지급함 2 신청방법 □ 공고기간 : 2026,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121239
PBLN_000000000121348,2026년 한-체코ㆍ한-중국 에너지국제공동R&D 신규지원 대상과제 공고,기후에너지환경부,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:2 | support_ratio:1 | total_support_scale:10,13,240000.0만원/total_support_scale/review: 연구개발비 지원규모 및 연구개발기간 등 □ 한-체코 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 총 24억원 내외(과제당 12억원 내외) (1차년도 7 || 120000.0만원/total_support_scale/review: 연구개발비 지원규모 및 연구개발기간 등 □ 한-체코 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 총 24억원 내외(과제당 12억원 내외) (1차년도 7 || 75000.0만원/total_support_scale/review: 연구개발비 지원규모 및 연구개발기간 등 □ 한-체코 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 총 24억원 내외(과제당 12억원 내외) (1차년도 7.5억원(과제당 3 || 37500.0만원/support_amount/subtract: 5억원(과제당 3.75억원 내외) *국내 컨소시엄 연구개발기관 지원금에 해당 ▪개발형태 : 혁신제품형 ▪기 술 료 : 징수 ▪연구개발기간 : 36개월 이내 ▪주관연구개발 || 150000.0만원/total_support_scale/review: ESS 1) □ 한-중국 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 15억원 내외(1차년도 2 || 25000.0만원/total_support_scale/review: ESS 1) □ 한-중국 국제공동연구 氠瑢 내역사업 공모형태 (개발형태) 개 요 기술분야 지원과제수 글로벌 시장개척 자유공모 (혁신제품형) ▪지원규모 : 15억원 내외(1차년도 2.5억원 내외) *국내 컨소시엄 연구개발기관 지원금에 해당 ▪개발형태 : 혁신제품형 ▪기 술 료 : 징수 ▪연구개발기간 : 36개월 이내 ▪주관연구개발 || 240000.0만원/total_support_scale/review: 연구개발비지원규모및연구개발기간등 □한-체코국제공동연구내역사업공모형태(개발형태) 개 요 기술분야지원과제수 글로벌 시장개척자유공모(혁신제품형)▪지원규모 : 총 24억원 내외(과제당 12억원 내외)(1차년도 7 || 120000.0만원/total_support_scale/review: 연구개발비지원규모및연구개발기간등 □한-체코국제공동연구내역사업공모형태(개발형태) 개 요 기술분야지원과제수 글로벌 시장개척자유공모(혁신제품형)▪지원규모 : 총 24억원 내외(과제당 12억원 내외)(1차년도 7 || ... 후보 5개 추가,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121348
