policy_id,title,organization,old_amount_manwon,old_amount_actual,old_amount_type,old_roi_apply_method,new_amount_manwon,new_amount_actual,new_amount_type,new_roi_apply_method,delta_ratio,delta_bucket,pattern,suggested_action,suggested_reason,decision_reasons,comparison_reasons,new_selected_context,candidate_summary,url,hold_group
PBLN_000000000121945,2026년 자이언트캐스팅(다이캐스팅) 부품 시험ㆍ평가ㆍ인증 및 기술지도 지원 시행 공고(자이언트캐스팅 공용센터 기반구축 사업),과학기술정보통신부,1000.0,"최대 1,000만원",subsidy,subtract,200.0,최대 200만원,subsidy,subtract,0.2x,new_half_or_less,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=1000,new=200","기타 소모성 부품류 2,000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최","1200.0만원/non_cash/recommend_only: 인증 지원 지원기관지원건수지원금액한국기계연구원2건최대 12,000천원 (VAT포함) - 한국기계연구원 기 구축 장비활용 자이언트캐스팅(다이캐스팅) 부품의 성능개발 및 시험 및 평가 지원 실시* 기 구축 장비 내역 || 1000.0만원/equipment_usage_fee/recommend_only: 000천원 (VAT포함) - 한국기계연구원 기 구축 장비활용 자이언트캐스팅(다이캐스팅) 부품의 성능개발 및 시험 및 평가 지원 실시* 기 구축 장비 내역은 부록 참조 - 시험 간 필요한 지그 부품류 및 기타 소모성 부품류 지원 신청 가능 * 지그 부품류 10,000천원 || 200.0만원/subsidy/subtract: 기타 소모성 부품류 2,000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최 || 200.0만원/subsidy/subtract: 000천원 한도 * 국비/지방비 지원 금액 변동에 따라 지원 금액 변동 가능성 있음 ② 기술지도 (*신청 필수) 지원기관지원건수지원금액한국기계연구원5건최대 2,000천원 (VAT포함) - 산업현장 맞춤형 애로기술을 해소하기 위한 전문가 발굴 및 매칭으로 신규 다이캐스팅 부품(기업)의 기 || None만원/support_ratio/ratio_cap: 2026년 자이언트캐스팅(다이캐스팅) 부품 시험ㆍ평가ㆍ인증 및 기술지도 지원 시행 공고(자이언트캐스팅 공용센터 기반구축 사업) 과학기술정보통신부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121945,limit_candidate_large_delta
PBLN_000000000122359,[경북] 2026년 지역특화형(고도화) 스마트공장 구축사업 공고,중소벤처기업부,63740000.0,최대 6374억원,support_amount,subtract,20000.0,최대 2억원,support_amount,subtract,0.000314x,new_1pct_or_less,likely_new_limit_candidate,hold,기존값과 새값 차이가 100배 이상이라 단위/표 연결 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=6.374e+07,new=20000","총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되,회당 최대 2억원 한도,지원비율 50%이내에서 지원가능 * (예) 26년(목표수준 중간1, 고도화","25000.0만원/unknown/review: 칠곡1)◦(지원 조건)목표수준별 총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되 || 20000.0만원/support_amount/subtract: 총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되,회당 최대 2억원 한도,지원비율 50%이내에서 지원가능 * (예) 26년(목표수준 중간1, 고도화 || 15000.0만원/unknown/review: 고도화) 1.5억 → ‘27년 이후(목표수준 중간1 || 10000.0만원/support_amount/subtract: 동일수준) 1억 * 2회차 동일수준 지원은 1회차 고도화 사업 완료(성공 판정) 이후 지원 가능지원유형지원기간정부 지원한도지원 비율구축목표수준 || 20000.0만원/unknown/review: 고도화최대 9개월최대 2억원 이내(단 || 25000.0만원/unknown/review: 수준별 2.5억원 한도)50% 이내중간1 이상목표설정필수고도화(동일수준) || 5000.0만원/support_amount/subtract: 구축사업을 통해 “고도화”지원받은기업이‘26년도 “동일수준”신청시,기존처럼 최대 0.5억원,6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) ◦ 과 거 || 21.0만원/self_funding/review: 기업 자부담 21만원(VAT미포함)) - 6 - ◦(구축 목표 설정)기존 구축한 스마트공장 수준보다 높은 목표를 설정하되 || ... 후보 19개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122359,extreme_delta
PBLN_000000000122384,2026년 글로벌산업기술협력센터 사업(M.AX 분야 공동연구) 시행계획 공고,산업통상부,1000000.0,최대 100억원,subsidy,subtract,200000.0,최대 20억원,support_amount,subtract,0.2x,new_half_or_less,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=1e+06,new=200000",한국산업기술진흥협회가 발급한 “기업부설연구소 인정서“를 보유하고 있는 국내 사업자 ☞ 글로벌 산학연 컨소시엄의 공동연구 과제 지원(20억원 내외/년),200000.0만원/support_amount/subtract: 한국산업기술진흥협회가 발급한 “기업부설연구소 인정서“를 보유하고 있는 국내 사업자 ☞ 글로벌 산학연 컨소시엄의 공동연구 과제 지원(20억원 내외/년) || 200000.0만원/total_support_scale/review: 기간구분지원규모지원기간글로벌산업기술협력센터공동R&D20억원 내외/년최대 5년(41개월+최대 19개월) || 200000.0만원/support_amount/subtract: 중대형(연간 20억 이내)신규과제 9개 이내 * 지원기간에 따른 계획 및 예산을 사업계획서에 포함하여 제출 || 200000.0만원/total_support_scale/review: 접수 및 선정평가 결과 등에 따라 지원과제수 등 지원 규모는 변경 가능-회계연도 일치 관련 유의 사항구분 안내정부지원연구개발비1차년도(‘26년)는 연간 과제당 지원규모의 5/12(예: 연간 20억과제 기준 8억원 이내)까지 지원2차년도 이후 연간 지원규모(20억원 이내)로 총 정부지원연 || 80000.0만원/total_support_scale/review: 접수 및 선정평가 결과 등에 따라 지원과제수 등 지원 규모는 변경 가능-회계연도 일치 관련 유의 사항구분 안내정부지원연구개발비1차년도(‘26년)는 연간 과제당 지원규모의 5/12(예: 연간 20억과제 기준 8억원 이내)까지 지원2차년도 이후 연간 지원규모(20억원 이내)로 총 정부지원연 || 200000.0만원/total_support_scale/review: 접수 및 선정평가 결과 등에 따라 지원과제수 등 지원 규모는 변경 가능-회계연도 일치 관련 유의 사항구분 안내정부지원연구개발비1차년도(‘26년)는 연간 과제당 지원규모의 5/12(예: 연간 20억과제 기준 8억원 이내)까지 지원2차년도 이후 연간 지원규모(20억원 이내)로 총 정부지원연 || 1000000.0만원/total_support_scale/review: 접수 및 선정평가 결과 등에 따라 지원과제수 등 지원 규모는 변경 가능-회계연도 일치 관련 유의 사항구분 안내정부지원연구개발비1차년도(‘26년)는 연간 과제당 지원규모의 5/12(예: 연간 20억과제 기준 8억원 이내)까지 지원2차년도 이후 연간 지원규모(20억원 이내)로 총 정부지원연 || 80000.0만원/project_budget/review: 7(60개월)지원예산8억원20억원20억원20억원20억원12억원100억원 4 || ... 후보 7개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122384,limit_candidate_large_delta
PBLN_000000000122501,2026년 디지털기반 중소사업장 산재예방 기술개발 지원사업 시행계획 공고,중소벤처기업부,50000.0,최대 5억원,subsidy,subtract,66000.0,최대 6.6억원,support_amount,subtract,1.32x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=50000,new=66000",6.6억원 이내 정부지원연구개발비 지원,3000000.0만원/unknown/review: 8) 공사 금액이 300억 미만의 공사를 진행중이거나 진행 예정인 기업 - (위탁연구개발기관) 협약으로 정하는 바에 따라 주관연구개발기관으로부터 기술개발사업 과제의 일부 || 66000.0만원/support_amount/subtract: 6.6억원 이내 정부지원연구개발비 지원 || 3000.0만원/unknown/review: 연구자로서동시에수행할수있는국가연구개발사업과제는최대5개이내(이경우연구책임자과제수도포함)로함⑥부가세포함3천만원이상연구시설 || 3000.0만원/support_amount/subtract: 시스템 입력사항 3) 연구시설ㆍ장비 구축ㆍ운영계획(해당 시 작성합니다) (1) 연구시설ㆍ장비 구축계획(구축비용이 3천만원 이상인 경우에는 필수로 작성합니다)(단위: 천원)연구개발기관명연구시설ㆍ장비명현금/현물 구분구축방식*규격수량구축비용구축기간설치장소 * 개발 || 10000.0만원/unknown/review: -1억원이상의연구시설․장비의도입에관한사항은「과학기술기본법」제28조및「국가연구개발시설 || 50000.0만원/support_amount/subtract: 청년인력 의무채용 □ 정부지원연구개발비비례청년인력의무채용◦과제당정부지원연구개발비중기업지원금액합계가5억원이상인경우 || 50000.0만원/unknown/review: 정부지원연구개발비5억원당청년인력1인을신규로의무채용해야함 * 예시) 1 || 50000.0만원/unknown/review: 영리기관에 지원되는 정부지원연구개발비가 5억원 이상인 경우에만 청년인력 의무채용 대상 2 || ... 후보 18개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122501,limit_candidate_large_delta
PBLN_000000000122585,2026년 2차 미래차 전자제어부품 산업 고도화 기반구축 기업지원 수혜기업 모집 공고,산업통상부,2000.0,,support_amount,subtract,1500.0,"최대 1,500만원",support_amount,subtract,0.75x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 월별/인원별/건별/취득금액/연간한도 문맥이라 대표금액 확정이 어렵습니다.,large_amount_delta,"amount_delta_20_percent:old=2000,new=1500","기구부 개발 기술지원1건(건당 최대 1,500만원)~ 6","1500.0만원/support_amount/subtract: 기구부 개발 기술지원1건(건당 최대 1,500만원)~ 6 || 2000.0만원/non_cash/recommend_only: 9(화) 18:00까지협약일 ~ 9월시제품제작 지원전자제어부품 및 전장부품 관련 R&D 시작품 및 시제품 제작 지원1건(건당 최대 2,000만원)사업화지원국내외 인증 || 1000.0만원/equipment_usage_fee/recommend_only: 해외수출 지원3건 내외(건당 최대 1,000만원) 협약일 ~ 10월시험평가지원주관 및 참여기관 보유 장비 활용 시험 || 100.0만원/non_cash/recommend_only: 인증 지원15건(건당 최대 100만원)상시접수공고일 ~ 10월상시지원부품임대지원[벤츠 EQA 250 || 1500.0만원/support_amount/subtract: 이 외 기업 에서 필 요로 하 는 지원 사항 협 의가능최대 1,500만원이내/건1건영남대1) HW개발- ECU 회로 설계 및 해석 기술 지원- 방열 분석 및 최적화 개발 지원- 전기장 분석 및 EMI 시뮬레이션 지원 || 1000.0만원/consulting_fee/recommend_only: 컨설팅 비용 등 최대 1,000만원이내/건3건내외GITCGBTP 지재권 창출 지원- 국내외 특허 || 2000.0만원/equipment_usage_fee/recommend_only: 경량화 및 신제품 개발 관련 시제품 제작 지원최대 2,000만원이내/건1건GITC시험평가 지원- 상시접수- 주관 및 참여기관 보유 장비 활용 시험 || 100.0만원/non_cash/recommend_only: 인증 지원 최대 100만원이내/건(추가비용 발생 시 기업 부담)15건GITCGBTP 부품임대 지원- 상시접수- 전기자율차(벤츠 EQA 250 || ... 후보 1개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122585,unit_basis_ambiguous
PBLN_000000000122726,[강원] 2026년 바이오기업 성장 촉진 및 고용 활성화 지원기업 상시 모집 공고(지역산업맞춤형 일자리창출 지원사업),강원특별자치도,700.0,최대 700만원,support_amount,subtract,40.0,최대 40만원,support_amount,subtract,0.0571x,new_10pct_or_less,likely_new_limit_candidate,hold,새 후보가 월별/인원별/건별/취득금액/연간한도 문맥이라 대표금액 확정이 어렵습니다.,large_amount_delta,"amount_delta_20_percent:old=700,new=40",기업당 최대 6명 400천원x6개월 30명 내외 ․ 공고일 현재 ‘강원도’에 소재하고 있는 사업자로 강원도에 4대 사회보험을 납부하고 있어야 함 ․ 지원기간 내 과업수행,"700.0만원/unknown/review: 기존 제품 포장 및 용기 등 디자인 개선 비용 지원 7,000천원 6개사 2 시제품 제작 지원 || 700.0만원/support_amount/subtract: 시제품 공정개선 및 최적화 등 개발 비용 지원 7,000천원 6개사 3 온 || 700.0만원/unknown/review: 라이브커머스 등) 7,000천원 6개사 4 홍보물 제작 지원 || 700.0만원/non_cash/recommend_only: 기존 제품 홍보용 샘플(소용량 증정용 제품) 제작 비용 지원 7,000천원 6개사 5 국내외 규격인증 획득 지원 || 700.0만원/consulting_fee/recommend_only: 컨설팅 비용 지원 7,000천원 6개사 6 국외전시회 참가 지원 || 1000.0만원/unknown/review: 임차비용 - 전시회 계정(파트너링 등) 등록 비용 10,000천원 5개사 7 일자리 시설 || 500.0만원/unknown/review: 체력단련실 등 5,000천원 6개사 8 신규 채용자 초기정주 기반 지원 || 40.0만원/support_amount/subtract: 신규채용자 초기 정주여건 마련을 위한 주거비용 지원 - 신규채용자 월세 지원 - 1인당 400천원 x 6개월 || ... 후보 7개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122726,unit_basis_ambiguous
PBLN_000000000122997,[강원] 횡성군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,130.0,최대 130만원,subsidy,subtract,1000.0,"최대 1,000만원",support_amount,subtract,7.69x,new_2x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=1000","현물 15%적용 3) 지원내용 및 규모 구분세부지원내용지원단가 (지원금)지원한도특허특허맵(일반) 10,000 천원 이내기업당2건 이내특허기술 홍보영상 제작 9","1000.0만원/support_amount/subtract: 현물 15%적용 3) 지원내용 및 규모 구분세부지원내용지원단가 (지원금)지원한도특허특허맵(일반) 10,000 천원 이내기업당2건 이내특허기술 홍보영상 제작 9 || 900.0만원/unknown/review: 000 천원 이내기업당2건 이내특허기술 홍보영상 제작 9,000 천원 이내디자인제품디자인개발18 || 1800.0만원/unknown/review: 000 천원 이내디자인제품디자인개발18,000 천원 이내포장디자인개발10 || 1000.0만원/unknown/review: 000 천원 이내포장디자인개발10,000 천원 이내 화상디자인개발 7 || 700.0만원/unknown/review: 000 천원 이내 화상디자인개발 7,000 천원 이내상표(브랜드) 신규브랜드개발16 || 1600.0만원/unknown/review: 000 천원 이내상표(브랜드) 신규브랜드개발16,000 천원 이내리뉴얼브랜드개발 7 || 700.0만원/consulting_fee/recommend_only: 000 천원 이내리뉴얼브랜드개발 7,000 천원 이내 4) 지원절차 공고및접수컨설팅기업선정협력사선정사업 추진 || 130.0만원/non_cash/recommend_only: 디자인) 권리화 지원 1) 지원대상: 횡성군 내 중소기업 2) 지원내용 및 규모 가) 기업당 연간 3건 이내 나) 총액의 90% [기업분담금(현금) : 10%] 구 분특허실용신안상표(브랜드)디자인지원금액(자부담 제외)130만원이내/건90만원이내/건25만원이내/건35만원이내/건 3) 지원 || ... 후보 23개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122997,limit_candidate_large_delta
PBLN_000000000122998,[강원] 영월군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,130.0,최대 130만원,subsidy,subtract,1000.0,"최대 1,000만원",support_amount,subtract,7.69x,new_2x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=1000","현물 15% 적용 3) 지원내용 및 규모 氠瑢 구분 세부지원내용 지원단가 (지원금) 지원한도 특허 특허맵(일반) 10,000 천원 이내 기업당 2건 이내 특허기술 홍보영상 제작 9","1000.0만원/support_amount/subtract: 현물 15% 적용 3) 지원내용 및 규모 氠瑢 구분 세부지원내용 지원단가 (지원금) 지원한도 특허 특허맵(일반) 10,000 천원 이내 기업당 2건 이내 특허기술 홍보영상 제작 9 || 900.0만원/unknown/review: 000 천원 이내 기업당 2건 이내 특허기술 홍보영상 제작 9,000 천원 이내 디자인 제품디자인개발 18 || 1800.0만원/unknown/review: 000 천원 이내 디자인 제품디자인개발 18,000 천원 이내 포장디자인개발 10 || 1000.0만원/unknown/review: 000 천원 이내 포장디자인개발 10,000 천원 이내 화상디자인개발 7 || 700.0만원/unknown/review: 000 천원 이내 화상디자인개발 7,000 천원 이내 상표 (브랜드) 신규브랜드개발 16 || 1600.0만원/unknown/review: 000 천원 이내 상표 (브랜드) 신규브랜드개발 16,000 천원 이내 리뉴얼브랜드개발 7 || 700.0만원/consulting_fee/recommend_only: 000 천원 이내 리뉴얼브랜드개발 7,000 천원 이내 4) 지원절차 氠瑢 공고 및 접수 컨설팅 기업 선정 협력사 선정 사업 추진 || 130.0만원/non_cash/recommend_only: 디자인) 권리화 지원 1) 지원대상: 영월군 내 중소기업 2) 지원내용 및 규모 가) 기업당 연간 3건 이내 나) 총액의 90% [기업분담금(현금) : 10%] 氠瑢 구 분 특허 실용신안 상표(브랜드) 디자인 지원금액 (자부담 제외) 130만원 이내/건 90만원 이내/건 25만원 이내/ || ... 후보 23개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122998,limit_candidate_large_delta
PBLN_000000000123053,2026년 2차 경북 영천시 금호 이웃사촌마을 조성사업 청년창업 및 이전기업 지원사업 참여기업(이전기업) 모집 공고,경상북도,5000.0,"최대 5,000만원",support_amount,subtract,20000.0,최대 2억원,support_amount,subtract,4x,new_2x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=5000,new=20000","구축(임차) 및 신제품개발 또는 제품고도화 등 자금 지원(단년도 최대 200,000천원","5000.0만원/support_amount/subtract: 임직원 등 영천시 전입 가능 기업(지원금 5천만원 당 1명 이전 필수) - 협약 기간 중 영천시 금호읍 내 공장 설립 및 등록 가능 기업 || 5000.0만원/support_amount/subtract: 유지 및 지역 기여도(금호 삼삼오오이웃대잔치 참여) - (필수) 필수성과지표 포함 최소 6건 이상 작성 - (필수) 지원금 5천만 원당 1명 주소이전 및 유지 필수 || 20000.0만원/support_amount/subtract: (예시) 지원금 2억 원 신청 시 || 22000.0만원/total_project_cost/review: 본 사업의 추진을 위한 사업비 사용 계획 제시 - 총 사업비 최대 220,000천원(2 || 22000.0만원/self_funding/review: 사업의 추진을 위한 사업비 사용 계획 제시 - 총 사업비 최대 220,000천원(2.2억원 / 자부담10% 포함)으로 사업비 계획 구성 - 부가가치세는 사업비로 사용 불가 || 150.0만원/total_project_cost/review: 마케팅비 용역비 (시제품 제작 등) 전문가 활용 및 정보수집비 총사업비 20% 이내 간접 사업비 간접비 성과활용지원에 관한 경비 특허출원(1,500천원*1건) 1 || 5000.0만원/support_amount/subtract: 임직원 등 영천시 전입 가능 기업(지원금 5천만원 당 1명 이전 필수)- 협약 기간 중 영천시 금호읍 내 공장 설립 및 등록 가능 기업 || 5000.0만원/support_amount/subtract: 지원금 5천만원 당 1명 영천시로 주소이전(가족 및 임직원 등) 및 3년 유지 필수 4) 협약 기간 중 ‘영천시 금호읍’ 내 공장 설립 및 등록이 가능한 기업 || ... 후보 5개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123053,limit_candidate_large_delta
PBLN_000000000123103,[전남광주] 로컬콘텐츠 기반 문화상품 개발 컨소시엄(공방&디자인기업) 모집 공고,전남광주통합특별시,1000.0,"최대 1,000만원",support_amount,subtract,800.0,최대 800만원,support_amount,subtract,0.8x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=1000,new=800",지식재산권 출원 등 - (상품개발) 과제당 8000천원 - (마케팅) 제품촬영 및 상세페이지 제작 등 온라인 판로를 위한 마케팅 지원 사업신청 방법 이메일 접수(yujeong@gdc,"10.0만원/support_amount/subtract: 지역 고유 웰니스 자원 등을 활용한 소비자가 10만원 이하의 문화상품 개발 및 마케팅 지원 - 상품기획(디자인개발) || 800.0만원/support_amount/subtract: 지식재산권 출원 등 - (상품개발) 과제당 8000천원 - (마케팅) 제품촬영 및 상세페이지 제작 등 온라인 판로를 위한 마케팅 지원 사업신청 방법 이메일 접수(yujeong@gdc || 1000.0만원/total_project_cost/review: 일부 공정에 대해 외부 업체에 의뢰하여 제작하는 용역비 간접비: 상품 개발에 간접적으로 필요한 사업비로 총 사업비(10,000천원)의 10% 이내 편성 가능",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123103,limit_candidate_large_delta
PBLN_000000000123148,2026년 2차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,100000.0,최대 10억원,subsidy,subtract,2000000.0,최대 200억원,support_amount,subtract,20x,new_10x_plus,likely_new_limit_candidate,hold,새 후보가 월별/인원별/건별/취득금액/연간한도 문맥이라 대표금액 확정이 어렵습니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=100000,new=2e+06",2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 (조선소 참여 필수) ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조선해양산업핵심-04,100000.0만원/support_amount/subtract: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 90억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 비징수 품목번호 2026-2 || 900000.0만원/support_amount/subtract: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 90억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 비징수 품목번호 2026-2차-조선해양산업핵심-02 산업기술분류 || 100000.0만원/support_amount/subtract: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 85억원 이내) ㅇ 주관연구개발기관 : 중소 || 850000.0만원/support_amount/subtract: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 85억원 이내) ㅇ 주관연구개발기관 : 중소 || 200000.0만원/support_amount/subtract: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 (조선소 참여 필수) ㅇ 정부납부기술료 납부대상 여부 : 징수 품목 || 2000000.0만원/support_amount/subtract: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 (조선소 참여 필수) ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조선해양산업핵심-04 || 200000.0만원/support_amount/subtract: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조 || 2000000.0만원/support_amount/subtract: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조선해양산업핵심-05 산업기술분류 중분류Ⅰ || ... 후보 17개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123148,unit_basis_ambiguous
PBLN_000000000123150,2026년 소공인 스마트제조지원(스마트공방)사업 추가 모집 공고,중소벤처기업부,600.0,최대 600만원,subsidy,subtract,3000.0,"최대 3,000만원",subsidy,subtract,5x,new_2x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=600,new=3000","클러스터특성에맞는소(상)공인연계사업추진등 -(지원금액) 운영기관별최대3,000만원(국비100%) * 기관별 사업계획에 따라 지원금액 조정 가능 ** 단","3000.0만원/fee/review: 변경된 운영지침에 따라 세목 별 사업비 변동이 있을 수 있음 √ [별첨13] 클러스터 운영기관 간접비 편성 예시(2025년 기준) 참고 √ 인건비는 전체 예산 30%초과 편성 불가 √ 사업비 총액 한도 : 3000만원(국비100%) 항 목 세목 합 계(원) 구성비 간접비 운영비 소모품비 || 1400000.0만원/unknown/review: 연탄 및 석유정제품 제조업 C19 140억원 이하 1차 금속 제조업 C24 식료품 제조업 C10 120억원 이하 음료 제조업 C11 의복 || 1200000.0만원/unknown/review: 연탄 및 석유정제품 제조업 C19 140억원 이하 1차 금속 제조업 C24 식료품 제조업 C10 120억원 이하 음료 제조업 C11 의복 || 800000.0만원/unknown/review: 음향 및 통신장비 제조업 C26 전기장비 제조업 C28 기타 기계 및 장비 제조업 C29 자동차 및 트레일러 제조업 C30 가구 제조업 C32 담배 제조업 C12 80억원 이하 섬유제품 제조업(의복 제조업 제외) C13 목재 및 나무제품 제조업(가구 제조업 제외) C16 펄프 || 150000.0만원/unknown/review: 광학기기 및 시계 제조업 C27 기타 운송장비 제조업 C31 기타 제품 제조업 C33 산업용 기계 및 장비 수리업 C34 15억원 이하 * 부가세가치세신고서상 주업종을 확인 별첨 8 주업종 구분 방법 업종 구분 방법 □ 업종분류 기준 ◦ 업종구분은 통계청의 한국표준산업분류 || 600.0만원/total_project_cost/review: 소프트웨어 임차기간은 사업기간 이내로 한정 ** 임차비용은 총 사업비의 10%(최대 600만원) 이내로 한정하되 || 6000.0만원/self_funding/review: 자부담비40%총 사업비국비(60%)자부담(40%)현금(20% 이상) 현물*(20% 이하)6,000만원최대 3 || 3600.0만원/unknown/review: 000만원최대 3,600만원최소 1 || ... 후보 7개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123150,limit_candidate_large_delta
